year,region_type,region_year_spec,region_id,region_level,antiviral_drugs_count
0,2018,NUTS,2016,CH,0,2
1,2018,NUTS,2016,CH0,1,2
2,2018,NUTS,2016,CH01,2,1
3,2018,NUTS,2016,CH013,3,1
4,2018,NUTS,2016,CH02,2,1
5,2018,NUTS,2016,CH021,3,1
6,2018,NUTS,2016,DE,0,1
7,2018,NUTS,2016,DE7,1,1
8,2018,NUTS,2016,DE73,2,1
9,2018,NUTS,2016,DE731,3,1
10,2018,NUTS,2016,NL,0,3
11,2018,NUTS,2016,NL2,1,1
12,2018,NUTS,2016,NL22,2,1
13,2018,NUTS,2016,NL226,3,1
14,2018,NUTS,2016,NL3,1,2
15,2018,NUTS,2016,NL31,2,1
16,2018,NUTS,2016,NL310,3,1
17,2018,NUTS,2016,NL32,2,1
18,2018,NUTS,2016,NL329,3,1
19,2018,NUTS,2016,UK,0,2
20,2018,NUTS,2016,UKH,1,1
21,2018,NUTS,2016,UKH1,2,1
22,2018,NUTS,2016,UKH12,3,1
23,2018,NUTS,2016,UKK,1,1
24,2018,NUTS,2016,UKK1,2,1
25,2018,NUTS,2016,UKK11,3,1
26,2019,NUTS,2016,DE,0,5
27,2019,NUTS,2016,DE3,1,1
28,2019,NUTS,2016,DE30,2,1
29,2019,NUTS,2016,DE300,3,1
30,2019,NUTS,2016,DE6,1,3
31,2019,NUTS,2016,DE60,2,3
32,2019,NUTS,2016,DE600,3,3
33,2019,NUTS,2016,DEF,1,1
34,2019,NUTS,2016,DEF0,2,1
35,2019,NUTS,2016,DEF03,3,1
36,2019,NUTS,2016,FR,0,1
37,2019,NUTS,2016,FRL,1,1
38,2019,NUTS,2016,FRL0,2,1
39,2019,NUTS,2016,FRL04,3,1
40,2019,NUTS,2016,IT,0,1
41,2019,NUTS,2016,ITH,1,1
42,2019,NUTS,2016,ITH2,2,1
43,2019,NUTS,2016,ITH20,3,1
44,2019,NUTS,2016,NL,0,1
45,2019,NUTS,2016,NL3,1,1
46,2019,NUTS,2016,NL33,2,1
47,2019,NUTS,2016,NL337,3,1
48,2019,NUTS,2016,UK,0,4
49,2019,NUTS,2016,UKH,1,1
50,2019,NUTS,2016,UKH1,2,1
51,2019,NUTS,2016,UKH12,3,1
52,2019,NUTS,2016,UKJ,1,3
53,2019,NUTS,2016,UKJ2,2,3
54,2019,NUTS,2016,UKJ25,3,3
55,2020,NUTS,2016,AT,0,4
56,2020,NUTS,2016,AT1,1,2
57,2020,NUTS,2016,AT13,2,2
58,2020,NUTS,2016,AT130,3,2
59,2020,NUTS,2016,AT2,1,1
60,2020,NUTS,2016,AT22,2,1
61,2020,NUTS,2016,AT221,3,1
62,2020,NUTS,2016,AT3,1,1
63,2020,NUTS,2016,AT31,2,1
64,2020,NUTS,2016,AT312,3,1
65,2020,NUTS,2016,BE,0,2
66,2020,NUTS,2016,BE2,1,2
67,2020,NUTS,2016,BE21,2,1
68,2020,NUTS,2016,BE213,3,1
69,2020,NUTS,2016,BE24,2,1
70,2020,NUTS,2016,BE242,3,1
71,2020,NUTS,2016,BG,0,1
72,2020,NUTS,2016,BG4,1,1
73,2020,NUTS,2016,BG41,2,1
74,2020,NUTS,2016,BG411,3,1
75,2020,NUTS,2016,CH,0,8
76,2020,NUTS,2016,CH0,1,8
77,2020,NUTS,2016,CH01,2,2
78,2020,NUTS,2016,CH011,3,1
79,2020,NUTS,2016,CH013,3,1
80,2020,NUTS,2016,CH02,2,2
81,2020,NUTS,2016,CH021,3,2
82,2020,NUTS,2016,CH03,2,1
83,2020,NUTS,2016,CH033,3,1
84,2020,NUTS,2016,CH04,2,3
85,2020,NUTS,2016,CH040,3,3
86,2020,NUTS,2016,CZ,0,4
87,2020,NUTS,2016,CZ0,1,4
88,2020,NUTS,2016,CZ01,2,2
89,2020,NUTS,2016,CZ010,3,2
90,2020,NUTS,2016,CZ06,2,1
91,2020,NUTS,2016,CZ064,3,1
92,2020,NUTS,2016,CZ08,2,1
93,2020,NUTS,2016,CZ080,3,1
94,2020,NUTS,2016,DE,0,63
95,2020,NUTS,2016,DE1,1,7
96,2020,NUTS,2016,DE12,2,5
97,2020,NUTS,2016,DE125,3,5
98,2020,NUTS,2016,DE13,2,1
99,2020,NUTS,2016,DE131,3,1
100,2020,NUTS,2016,DE14,2,1
101,2020,NUTS,2016,DE144,3,1
102,2020,NUTS,2016,DE2,1,18
103,2020,NUTS,2016,DE21,2,15
104,2020,NUTS,2016,DE212,3,15
105,2020,NUTS,2016,DE25,2,1
106,2020,NUTS,2016,DE252,3,1
107,2020,NUTS,2016,DE26,2,2
108,2020,NUTS,2016,DE263,3,2
109,2020,NUTS,2016,DE3,1,7
110,2020,NUTS,2016,DE30,2,7
111,2020,NUTS,2016,DE300,3,7
112,2020,NUTS,2016,DE6,1,12
113,2020,NUTS,2016,DE60,2,12
114,2020,NUTS,2016,DE600,3,12
115,2020,NUTS,2016,DE7,1,6
116,2020,NUTS,2016,DE71,2,3
117,2020,NUTS,2016,DE711,3,1
118,2020,NUTS,2016,DE712,3,2
119,2020,NUTS,2016,DE72,2,3
120,2020,NUTS,2016,DE721,3,3
121,2020,NUTS,2016,DE9,1,3
122,2020,NUTS,2016,DE92,2,2
123,2020,NUTS,2016,DE929,3,2
124,2020,NUTS,2016,DE94,2,1
125,2020,NUTS,2016,DE943,3,1
126,2020,NUTS,2016,DEA,1,6
127,2020,NUTS,2016,DEA2,2,6
128,2020,NUTS,2016,DEA22,3,3
129,2020,NUTS,2016,DEA26,3,2
130,2020,NUTS,2016,DEA2D,3,1
131,2020,NUTS,2016,DEF,1,4
132,2020,NUTS,2016,DEF0,2,4
133,2020,NUTS,2016,DEF03,3,4
134,2020,NUTS,2016,DK,0,3
135,2020,NUTS,2016,DK0,1,3
136,2020,NUTS,2016,DK01,2,3
137,2020,NUTS,2016,DK011,3,3
138,2020,NUTS,2016,EE,0,1
139,2020,NUTS,2016,EE0,1,1
140,2020,NUTS,2016,EE00,2,1
141,2020,NUTS,2016,EE008,3,1
142,2020,NUTS,2016,EL,0,2
143,2020,NUTS,2016,EL3,1,2
144,2020,NUTS,2016,EL30,2,2
145,2020,NUTS,2016,EL303,3,2
146,2020,NUTS,2016,ES,0,11
147,2020,NUTS,2016,ES2,1,1
148,2020,NUTS,2016,ES24,2,1
149,2020,NUTS,2016,ES243,3,1
150,2020,NUTS,2016,ES3,1,3
151,2020,NUTS,2016,ES30,2,3
152,2020,NUTS,2016,ES300,3,3
153,2020,NUTS,2016,ES4,1,3
154,2020,NUTS,2016,ES41,2,3
155,2020,NUTS,2016,ES413,3,3
156,2020,NUTS,2016,ES5,1,3
157,2020,NUTS,2016,ES52,2,2
158,2020,NUTS,2016,ES523,3,2
159,2020,NUTS,2016,ES53,2,1
160,2020,NUTS,2016,ES532,3,1
161,2020,NUTS,2016,ES6,1,1
162,2020,NUTS,2016,ES62,2,1
163,2020,NUTS,2016,ES620,3,1
164,2020,NUTS,2016,FI,0,1
165,2020,NUTS,2016,FI1,1,1
166,2020,NUTS,2016,FI1B,2,1
167,2020,NUTS,2016,FI1B1,3,1
168,2020,NUTS,2016,FR,0,19
169,2020,NUTS,2016,FR1,1,7
170,2020,NUTS,2016,FR10,2,7
171,2020,NUTS,2016,FR101,3,4
172,2020,NUTS,2016,FR104,3,3
173,2020,NUTS,2016,FRE,1,1
174,2020,NUTS,2016,FRE1,2,1
175,2020,NUTS,2016,FRE11,3,1
176,2020,NUTS,2016,FRF,1,2
177,2020,NUTS,2016,FRF1,2,1
178,2020,NUTS,2016,FRF11,3,1
179,2020,NUTS,2016,FRF3,2,1
180,2020,NUTS,2016,FRF31,3,1
181,2020,NUTS,2016,FRG,1,1
182,2020,NUTS,2016,FRG0,2,1
183,2020,NUTS,2016,FRG04,3,1
184,2020,NUTS,2016,FRJ,1,2
185,2020,NUTS,2016,FRJ1,2,2
186,2020,NUTS,2016,FRJ13,3,2
187,2020,NUTS,2016,FRK,1,2
188,2020,NUTS,2016,FRK2,2,2
189,2020,NUTS,2016,FRK24,3,1
190,2020,NUTS,2016,FRK26,3,1
191,2020,NUTS,2016,FRL,1,4
192,2020,NUTS,2016,FRL0,2,4
193,2020,NUTS,2016,FRL04,3,4
194,2020,NUTS,2016,HU,0,2
195,2020,NUTS,2016,HU1,1,2
196,2020,NUTS,2016,HU11,2,2
197,2020,NUTS,2016,HU110,3,2
198,2020,NUTS,2016,IE,0,3
199,2020,NUTS,2016,IE0,1,3
200,2020,NUTS,2016,IE05,2,3
201,2020,NUTS,2016,IE051,3,1
202,2020,NUTS,2016,IE052,3,1
203,2020,NUTS,2016,IE053,3,1
204,2020,NUTS,2016,IT,0,12
205,2020,NUTS,2016,ITC,1,1
206,2020,NUTS,2016,ITC4,2,1
207,2020,NUTS,2016,ITC4C,3,1
208,2020,NUTS,2016,ITF,1,1
209,2020,NUTS,2016,ITF3,2,1
210,2020,NUTS,2016,ITF33,3,1
211,2020,NUTS,2016,ITG,1,3
212,2020,NUTS,2016,ITG1,2,2
213,2020,NUTS,2016,ITG17,3,2
214,2020,NUTS,2016,ITG2,2,1
215,2020,NUTS,2016,ITG27,3,1
216,2020,NUTS,2016,ITH,1,3
217,2020,NUTS,2016,ITH3,2,1
218,2020,NUTS,2016,ITH35,3,1
219,2020,NUTS,2016,ITH4,2,1
220,2020,NUTS,2016,ITH44,3,1
221,2020,NUTS,2016,ITH5,2,1
222,2020,NUTS,2016,ITH55,3,1
223,2020,NUTS,2016,ITI,1,4
224,2020,NUTS,2016,ITI1,2,1
225,2020,NUTS,2016,ITI14,3,1
226,2020,NUTS,2016,ITI4,2,3
227,2020,NUTS,2016,ITI43,3,3
228,2020,NUTS,2016,LU,0,1
229,2020,NUTS,2016,LU0,1,1
230,2020,NUTS,2016,LU00,2,1
231,2020,NUTS,2016,LU000,3,1
232,2020,NUTS,2016,NL,0,24
233,2020,NUTS,2016,NL1,1,2
234,2020,NUTS,2016,NL11,2,2
235,2020,NUTS,2016,NL113,3,2
236,2020,NUTS,2016,NL2,1,3
237,2020,NUTS,2016,NL22,2,3
238,2020,NUTS,2016,NL226,3,3
239,2020,NUTS,2016,NL3,1,19
240,2020,NUTS,2016,NL31,2,1
241,2020,NUTS,2016,NL310,3,1
242,2020,NUTS,2016,NL32,2,6
243,2020,NUTS,2016,NL329,3,6
244,2020,NUTS,2016,NL33,2,12
245,2020,NUTS,2016,NL333,3,1
246,2020,NUTS,2016,NL337,3,9
247,2020,NUTS,2016,NL33C,3,2
248,2020,NUTS,2016,NO,0,1
249,2020,NUTS,2016,NO0,1,1
250,2020,NUTS,2016,NO05,2,1
251,2020,NUTS,2016,NO051,3,1
252,2020,NUTS,2016,PL,0,5
253,2020,NUTS,2016,PL2,1,3
254,2020,NUTS,2016,PL21,2,1
255,2020,NUTS,2016,PL213,3,1
256,2020,NUTS,2016,PL22,2,2
257,2020,NUTS,2016,PL229,3,1
258,2020,NUTS,2016,PL22A,3,1
259,2020,NUTS,2016,PL6,1,1
260,2020,NUTS,2016,PL63,2,1
261,2020,NUTS,2016,PL633,3,1
262,2020,NUTS,2016,PL9,1,1
263,2020,NUTS,2016,PL91,2,1
264,2020,NUTS,2016,PL911,3,1
265,2020,NUTS,2016,RO,0,1
266,2020,NUTS,2016,RO3,1,1
267,2020,NUTS,2016,RO32,2,1
268,2020,NUTS,2016,RO321,3,1
269,2020,NUTS,2016,SE,0,3
270,2020,NUTS,2016,SE1,1,2
271,2020,NUTS,2016,SE11,2,1
272,2020,NUTS,2016,SE110,3,1
273,2020,NUTS,2016,SE12,2,1
274,2020,NUTS,2016,SE121,3,1
275,2020,NUTS,2016,SE2,1,1
276,2020,NUTS,2016,SE23,2,1
277,2020,NUTS,2016,SE232,3,1
278,2020,NUTS,2016,SI,0,2
279,2020,NUTS,2016,SI0,1,2
280,2020,NUTS,2016,SI04,2,2
281,2020,NUTS,2016,SI041,3,2
282,2020,NUTS,2016,TR,0,5
283,2020,NUTS,2016,TR1,1,2
284,2020,NUTS,2016,TR10,2,2
285,2020,NUTS,2016,TR100,3,2
286,2020,NUTS,2016,TR4,1,1
287,2020,NUTS,2016,TR42,2,1
288,2020,NUTS,2016,TR421,3,1
289,2020,NUTS,2016,TR6,1,1
290,2020,NUTS,2016,TR62,2,1
291,2020,NUTS,2016,TR622,3,1
292,2020,NUTS,2016,TR7,1,1
293,2020,NUTS,2016,TR72,2,1
294,2020,NUTS,2016,TR721,3,1
295,2020,NUTS,2016,UK,0,69
296,2020,NUTS,2016,UKD,1,3
297,2020,NUTS,2016,UKD3,2,2
298,2020,NUTS,2016,UKD33,3,2
299,2020,NUTS,2016,UKD7,2,1
300,2020,NUTS,2016,UKD72,3,1
301,2020,NUTS,2016,UKE,1,6
302,2020,NUTS,2016,UKE2,2,3
303,2020,NUTS,2016,UKE21,3,3
304,2020,NUTS,2016,UKE3,2,2
305,2020,NUTS,2016,UKE32,3,2
306,2020,NUTS,2016,UKE4,2,1
307,2020,NUTS,2016,UKE42,3,1
308,2020,NUTS,2016,UKF,1,1
309,2020,NUTS,2016,UKF3,2,1
310,2020,NUTS,2016,UKF30,3,1
311,2020,NUTS,2016,UKG,1,2
312,2020,NUTS,2016,UKG1,2,2
313,2020,NUTS,2016,UKG13,3,2
314,2020,NUTS,2016,UKH,1,17
315,2020,NUTS,2016,UKH1,2,17
316,2020,NUTS,2016,UKH12,3,16
317,2020,NUTS,2016,UKH17,3,1
318,2020,NUTS,2016,UKI,1,9
319,2020,NUTS,2016,UKI3,2,7
320,2020,NUTS,2016,UKI31,3,4
321,2020,NUTS,2016,UKI32,3,1
322,2020,NUTS,2016,UKI33,3,2
323,2020,NUTS,2016,UKI4,2,2
324,2020,NUTS,2016,UKI42,3,2
325,2020,NUTS,2016,UKJ,1,24
326,2020,NUTS,2016,UKJ1,2,16
327,2020,NUTS,2016,UKJ14,3,16
328,2020,NUTS,2016,UKJ2,2,3
329,2020,NUTS,2016,UKJ25,3,3
330,2020,NUTS,2016,UKJ3,2,4
331,2020,NUTS,2016,UKJ32,3,4
332,2020,NUTS,2016,UKJ4,2,1
333,2020,NUTS,2016,UKJ44,3,1
334,2020,NUTS,2016,UKK,1,4
335,2020,NUTS,2016,UKK1,2,4
336,2020,NUTS,2016,UKK11,3,2
337,2020,NUTS,2016,UKK12,3,1
338,2020,NUTS,2016,UKK14,3,1
339,2020,NUTS,2016,UKM,1,2
340,2020,NUTS,2016,UKM7,2,1
341,2020,NUTS,2016,UKM75,3,1
342,2020,NUTS,2016,UKM8,2,1
343,2020,NUTS,2016,UKM82,3,1
344,2020,NUTS,2016,UKN,1,1
345,2020,NUTS,2016,UKN0,2,1
346,2020,NUTS,2016,UKN06,3,1
347,2021,NUTS,2021,BE,0,1
348,2021,NUTS,2021,BE3,1,1
349,2021,NUTS,2021,BE33,2,1
350,2021,NUTS,2021,BE332,3,1
351,2021,NUTS,2021,CH,0,2
352,2021,NUTS,2021,CH0,1,2
353,2021,NUTS,2021,CH04,2,2
354,2021,NUTS,2021,CH040,3,2
355,2021,NUTS,2021,DE,0,1
356,2021,NUTS,2021,DEA,1,1
357,2021,NUTS,2021,DEA5,2,1
358,2021,NUTS,2021,DEA51,3,1
359,2021,NUTS,2021,DK,0,1
360,2021,NUTS,2021,DK0,1,1
361,2021,NUTS,2021,DK01,2,1
362,2021,NUTS,2021,DK011,3,1
363,2021,NUTS,2021,EE,0,1
364,2021,NUTS,2021,EE0,1,1
365,2021,NUTS,2021,EE00,2,1
366,2021,NUTS,2021,EE008,3,1
367,2021,NUTS,2021,ES,0,2
368,2021,NUTS,2021,ES4,1,1
369,2021,NUTS,2021,ES41,2,1
370,2021,NUTS,2021,ES413,3,1
371,2021,NUTS,2021,ES5,1,1
372,2021,NUTS,2021,ES52,2,1
373,2021,NUTS,2021,ES523,3,1
374,2021,NUTS,2021,IT,0,2
375,2021,NUTS,2021,ITC,1,1
376,2021,NUTS,2021,ITC3,2,1
377,2021,NUTS,2021,ITC33,3,1
378,2021,NUTS,2021,ITH,1,1
379,2021,NUTS,2021,ITH3,2,1
380,2021,NUTS,2021,ITH36,3,1
381,2021,NUTS,2021,NL,0,4
382,2021,NUTS,2021,NL2,1,1
383,2021,NUTS,2021,NL22,2,1
384,2021,NUTS,2021,NL221,3,1
385,2021,NUTS,2021,NL3,1,3
386,2021,NUTS,2021,NL31,2,1
387,2021,NUTS,2021,NL310,3,1
388,2021,NUTS,2021,NL33,2,2
389,2021,NUTS,2021,NL333,3,1
390,2021,NUTS,2021,NL337,3,1
391,2021,NUTS,2021,NO,0,1
392,2021,NUTS,2021,NO0,1,1
393,2021,NUTS,2021,NO07,2,1
394,2021,NUTS,2021,NO071,3,1
395,2021,NUTS,2021,SE,0,2
396,2021,NUTS,2021,SE1,1,2
397,2021,NUTS,2021,SE11,2,1
398,2021,NUTS,2021,SE110,3,1
399,2021,NUTS,2021,SE12,2,1
400,2021,NUTS,2021,SE121,3,1
401,2021,NUTS,2021,UK,0,10
402,2021,NUTS,2021,UKD,1,2
403,2021,NUTS,2021,UKD7,2,2
404,2021,NUTS,2021,UKD72,3,2
405,2021,NUTS,2021,UKE,1,1
406,2021,NUTS,2021,UKE3,2,1
407,2021,NUTS,2021,UKE32,3,1
408,2021,NUTS,2021,UKH,1,3
409,2021,NUTS,2021,UKH1,2,3
410,2021,NUTS,2021,UKH12,3,3
411,2021,NUTS,2021,UKI,1,1
412,2021,NUTS,2021,UKI3,2,1
413,2021,NUTS,2021,UKI33,3,1
414,2021,NUTS,2021,UKJ,1,2
415,2021,NUTS,2021,UKJ1,2,1
416,2021,NUTS,2021,UKJ14,3,1
417,2021,NUTS,2021,UKJ3,2,1
418,2021,NUTS,2021,UKJ32,3,1
419,2021,NUTS,2021,UKM,1,1
420,2021,NUTS,2021,UKM7,2,1
421,2021,NUTS,2021,UKM75,3,1
