year,region_type,region_year_spec,region_id,region_level,mental_health_count
0,2020,NUTS,2016,AT,0,9
1,2020,NUTS,2016,AT1,1,5
2,2020,NUTS,2016,AT12,2,2
3,2020,NUTS,2016,AT124,3,2
4,2020,NUTS,2016,AT13,2,3
5,2020,NUTS,2016,AT130,3,3
6,2020,NUTS,2016,AT2,1,3
7,2020,NUTS,2016,AT22,2,3
8,2020,NUTS,2016,AT221,3,3
9,2020,NUTS,2016,AT3,1,1
10,2020,NUTS,2016,AT33,2,1
11,2020,NUTS,2016,AT332,3,1
12,2020,NUTS,2016,BE,0,7
13,2020,NUTS,2016,BE1,1,1
14,2020,NUTS,2016,BE10,2,1
15,2020,NUTS,2016,BE100,3,1
16,2020,NUTS,2016,BE2,1,5
17,2020,NUTS,2016,BE21,2,3
18,2020,NUTS,2016,BE211,3,3
19,2020,NUTS,2016,BE23,2,2
20,2020,NUTS,2016,BE234,3,2
21,2020,NUTS,2016,BE3,1,1
22,2020,NUTS,2016,BE32,2,1
23,2020,NUTS,2016,BE323,3,1
24,2020,NUTS,2016,CH,0,21
25,2020,NUTS,2016,CH0,1,21
26,2020,NUTS,2016,CH01,2,6
27,2020,NUTS,2016,CH011,3,3
28,2020,NUTS,2016,CH013,3,3
29,2020,NUTS,2016,CH02,2,7
30,2020,NUTS,2016,CH021,3,7
31,2020,NUTS,2016,CH04,2,8
32,2020,NUTS,2016,CH040,3,8
33,2020,NUTS,2016,CY,0,1
34,2020,NUTS,2016,CY0,1,1
35,2020,NUTS,2016,CY00,2,1
36,2020,NUTS,2016,CY000,3,1
37,2020,NUTS,2016,CZ,0,2
38,2020,NUTS,2016,CZ0,1,2
39,2020,NUTS,2016,CZ04,2,1
40,2020,NUTS,2016,CZ042,3,1
41,2020,NUTS,2016,CZ06,2,1
42,2020,NUTS,2016,CZ064,3,1
43,2020,NUTS,2016,DE,0,32
44,2020,NUTS,2016,DE1,1,3
45,2020,NUTS,2016,DE12,2,1
46,2020,NUTS,2016,DE125,3,1
47,2020,NUTS,2016,DE14,2,2
48,2020,NUTS,2016,DE142,3,1
49,2020,NUTS,2016,DE144,3,1
50,2020,NUTS,2016,DE2,1,3
51,2020,NUTS,2016,DE21,2,3
52,2020,NUTS,2016,DE212,3,3
53,2020,NUTS,2016,DE3,1,7
54,2020,NUTS,2016,DE30,2,7
55,2020,NUTS,2016,DE300,3,7
56,2020,NUTS,2016,DE4,1,1
57,2020,NUTS,2016,DE40,2,1
58,2020,NUTS,2016,DE402,3,1
59,2020,NUTS,2016,DE6,1,1
60,2020,NUTS,2016,DE60,2,1
61,2020,NUTS,2016,DE600,3,1
62,2020,NUTS,2016,DE7,1,1
63,2020,NUTS,2016,DE71,2,1
64,2020,NUTS,2016,DE712,3,1
65,2020,NUTS,2016,DE9,1,2
66,2020,NUTS,2016,DE92,2,2
67,2020,NUTS,2016,DE929,3,2
68,2020,NUTS,2016,DEA,1,6
69,2020,NUTS,2016,DEA1,2,1
70,2020,NUTS,2016,DEA13,3,1
71,2020,NUTS,2016,DEA2,2,2
72,2020,NUTS,2016,DEA22,3,2
73,2020,NUTS,2016,DEA3,2,3
74,2020,NUTS,2016,DEA33,3,3
75,2020,NUTS,2016,DEC,1,2
76,2020,NUTS,2016,DEC0,2,2
77,2020,NUTS,2016,DEC01,3,2
78,2020,NUTS,2016,DED,1,3
79,2020,NUTS,2016,DED4,2,2
80,2020,NUTS,2016,DED41,3,2
81,2020,NUTS,2016,DED5,2,1
82,2020,NUTS,2016,DED51,3,1
83,2020,NUTS,2016,DEE,1,3
84,2020,NUTS,2016,DEE0,2,3
85,2020,NUTS,2016,DEE03,3,3
86,2020,NUTS,2016,DK,0,5
87,2020,NUTS,2016,DK0,1,5
88,2020,NUTS,2016,DK01,2,3
89,2020,NUTS,2016,DK011,3,3
90,2020,NUTS,2016,DK03,2,1
91,2020,NUTS,2016,DK031,3,1
92,2020,NUTS,2016,DK04,2,1
93,2020,NUTS,2016,DK042,3,1
94,2020,NUTS,2016,EL,0,13
95,2020,NUTS,2016,EL3,1,6
96,2020,NUTS,2016,EL30,2,6
97,2020,NUTS,2016,EL303,3,6
98,2020,NUTS,2016,EL5,1,6
99,2020,NUTS,2016,EL52,2,4
100,2020,NUTS,2016,EL522,3,4
101,2020,NUTS,2016,EL54,2,2
102,2020,NUTS,2016,EL543,3,2
103,2020,NUTS,2016,EL6,1,1
104,2020,NUTS,2016,EL63,2,1
105,2020,NUTS,2016,EL632,3,1
106,2020,NUTS,2016,ES,0,15
107,2020,NUTS,2016,ES2,1,1
108,2020,NUTS,2016,ES24,2,1
109,2020,NUTS,2016,ES243,3,1
110,2020,NUTS,2016,ES3,1,4
111,2020,NUTS,2016,ES30,2,4
112,2020,NUTS,2016,ES300,3,4
113,2020,NUTS,2016,ES4,1,1
114,2020,NUTS,2016,ES41,2,1
115,2020,NUTS,2016,ES415,3,1
116,2020,NUTS,2016,ES5,1,6
117,2020,NUTS,2016,ES51,2,2
118,2020,NUTS,2016,ES511,3,1
119,2020,NUTS,2016,ES514,3,1
120,2020,NUTS,2016,ES52,2,4
121,2020,NUTS,2016,ES523,3,4
122,2020,NUTS,2016,ES6,1,3
123,2020,NUTS,2016,ES61,2,3
124,2020,NUTS,2016,ES614,3,2
125,2020,NUTS,2016,ES617,3,1
126,2020,NUTS,2016,FI,0,2
127,2020,NUTS,2016,FI1,1,2
128,2020,NUTS,2016,FI1B,2,2
129,2020,NUTS,2016,FI1B1,3,2
130,2020,NUTS,2016,FR,0,7
131,2020,NUTS,2016,FR1,1,2
132,2020,NUTS,2016,FR10,2,2
133,2020,NUTS,2016,FR101,3,2
134,2020,NUTS,2016,FRG,1,1
135,2020,NUTS,2016,FRG0,2,1
136,2020,NUTS,2016,FRG04,3,1
137,2020,NUTS,2016,FRI,1,3
138,2020,NUTS,2016,FRI1,2,3
139,2020,NUTS,2016,FRI12,3,3
140,2020,NUTS,2016,FRL,1,1
141,2020,NUTS,2016,FRL0,2,1
142,2020,NUTS,2016,FRL04,3,1
143,2020,NUTS,2016,HR,0,2
144,2020,NUTS,2016,HR0,1,2
145,2020,NUTS,2016,HR04,2,2
146,2020,NUTS,2016,HR041,3,2
147,2020,NUTS,2016,HU,0,1
148,2020,NUTS,2016,HU3,1,1
149,2020,NUTS,2016,HU33,2,1
150,2020,NUTS,2016,HU333,3,1
151,2020,NUTS,2016,IE,0,2
152,2020,NUTS,2016,IE0,1,2
153,2020,NUTS,2016,IE06,2,2
154,2020,NUTS,2016,IE061,3,1
155,2020,NUTS,2016,IE062,3,1
156,2020,NUTS,2016,IS,0,1
157,2020,NUTS,2016,IS0,1,1
158,2020,NUTS,2016,IS00,2,1
159,2020,NUTS,2016,IS001,3,1
160,2020,NUTS,2016,IT,0,25
161,2020,NUTS,2016,ITC,1,11
162,2020,NUTS,2016,ITC3,2,1
163,2020,NUTS,2016,ITC33,3,1
164,2020,NUTS,2016,ITC4,2,10
165,2020,NUTS,2016,ITC41,3,1
166,2020,NUTS,2016,ITC4C,3,9
167,2020,NUTS,2016,ITF,1,3
168,2020,NUTS,2016,ITF1,2,2
169,2020,NUTS,2016,ITF11,3,2
170,2020,NUTS,2016,ITF4,2,1
171,2020,NUTS,2016,ITF46,3,1
172,2020,NUTS,2016,ITH,1,4
173,2020,NUTS,2016,ITH2,2,1
174,2020,NUTS,2016,ITH20,3,1
175,2020,NUTS,2016,ITH3,2,3
176,2020,NUTS,2016,ITH36,3,3
177,2020,NUTS,2016,ITI,1,7
178,2020,NUTS,2016,ITI1,2,1
179,2020,NUTS,2016,ITI17,3,1
180,2020,NUTS,2016,ITI4,2,6
181,2020,NUTS,2016,ITI43,3,6
182,2020,NUTS,2016,NL,0,17
183,2020,NUTS,2016,NL1,1,6
184,2020,NUTS,2016,NL11,2,6
185,2020,NUTS,2016,NL113,3,6
186,2020,NUTS,2016,NL2,1,4
187,2020,NUTS,2016,NL21,2,1
188,2020,NUTS,2016,NL213,3,1
189,2020,NUTS,2016,NL22,2,3
190,2020,NUTS,2016,NL226,3,3
191,2020,NUTS,2016,NL3,1,7
192,2020,NUTS,2016,NL31,2,2
193,2020,NUTS,2016,NL310,3,2
194,2020,NUTS,2016,NL32,2,2
195,2020,NUTS,2016,NL329,3,2
196,2020,NUTS,2016,NL33,2,3
197,2020,NUTS,2016,NL337,3,3
198,2020,NUTS,2016,NO,0,14
199,2020,NUTS,2016,NO0,1,14
200,2020,NUTS,2016,NO01,2,11
201,2020,NUTS,2016,NO011,3,10
202,2020,NUTS,2016,NO012,3,1
203,2020,NUTS,2016,NO03,2,1
204,2020,NUTS,2016,NO032,3,1
205,2020,NUTS,2016,NO04,2,2
206,2020,NUTS,2016,NO042,3,1
207,2020,NUTS,2016,NO043,3,1
208,2020,NUTS,2016,PL,0,7
209,2020,NUTS,2016,PL2,1,1
210,2020,NUTS,2016,PL21,2,1
211,2020,NUTS,2016,PL213,3,1
212,2020,NUTS,2016,PL9,1,6
213,2020,NUTS,2016,PL91,2,6
214,2020,NUTS,2016,PL911,3,6
215,2020,NUTS,2016,PT,0,6
216,2020,NUTS,2016,PT1,1,6
217,2020,NUTS,2016,PT11,2,2
218,2020,NUTS,2016,PT119,3,1
219,2020,NUTS,2016,PT11A,3,1
220,2020,NUTS,2016,PT16,2,1
221,2020,NUTS,2016,PT16E,3,1
222,2020,NUTS,2016,PT17,2,3
223,2020,NUTS,2016,PT170,3,3
224,2020,NUTS,2016,RS,0,1
225,2020,NUTS,2016,RS1,1,1
226,2020,NUTS,2016,RS12,2,1
227,2020,NUTS,2016,RS123,3,1
228,2020,NUTS,2016,SE,0,9
229,2020,NUTS,2016,SE1,1,7
230,2020,NUTS,2016,SE11,2,6
231,2020,NUTS,2016,SE110,3,6
232,2020,NUTS,2016,SE12,2,1
233,2020,NUTS,2016,SE121,3,1
234,2020,NUTS,2016,SE2,1,1
235,2020,NUTS,2016,SE22,2,1
236,2020,NUTS,2016,SE224,3,1
237,2020,NUTS,2016,SE3,1,1
238,2020,NUTS,2016,SE33,2,1
239,2020,NUTS,2016,SE331,3,1
240,2020,NUTS,2016,SI,0,2
241,2020,NUTS,2016,SI0,1,2
242,2020,NUTS,2016,SI04,2,2
243,2020,NUTS,2016,SI041,3,2
244,2020,NUTS,2016,TR,0,6
245,2020,NUTS,2016,TR1,1,2
246,2020,NUTS,2016,TR10,2,2
247,2020,NUTS,2016,TR100,3,2
248,2020,NUTS,2016,TR5,1,3
249,2020,NUTS,2016,TR51,2,3
250,2020,NUTS,2016,TR510,3,3
251,2020,NUTS,2016,TR6,1,1
252,2020,NUTS,2016,TR62,2,1
253,2020,NUTS,2016,TR621,3,1
254,2020,NUTS,2016,UK,0,258
255,2020,NUTS,2016,UKC,1,1
256,2020,NUTS,2016,UKC2,2,1
257,2020,NUTS,2016,UKC22,3,1
258,2020,NUTS,2016,UKD,1,14
259,2020,NUTS,2016,UKD3,2,4
260,2020,NUTS,2016,UKD33,3,3
261,2020,NUTS,2016,UKD35,3,1
262,2020,NUTS,2016,UKD4,2,3
263,2020,NUTS,2016,UKD42,3,1
264,2020,NUTS,2016,UKD44,3,2
265,2020,NUTS,2016,UKD7,2,7
266,2020,NUTS,2016,UKD72,3,7
267,2020,NUTS,2016,UKE,1,10
268,2020,NUTS,2016,UKE2,2,4
269,2020,NUTS,2016,UKE21,3,4
270,2020,NUTS,2016,UKE3,2,4
271,2020,NUTS,2016,UKE32,3,4
272,2020,NUTS,2016,UKE4,2,2
273,2020,NUTS,2016,UKE42,3,1
274,2020,NUTS,2016,UKE44,3,1
275,2020,NUTS,2016,UKF,1,16
276,2020,NUTS,2016,UKF1,2,10
277,2020,NUTS,2016,UKF14,3,8
278,2020,NUTS,2016,UKF15,3,1
279,2020,NUTS,2016,UKF16,3,1
280,2020,NUTS,2016,UKF2,2,6
281,2020,NUTS,2016,UKF21,3,4
282,2020,NUTS,2016,UKF22,3,2
283,2020,NUTS,2016,UKG,1,16
284,2020,NUTS,2016,UKG1,2,4
285,2020,NUTS,2016,UKG12,3,1
286,2020,NUTS,2016,UKG13,3,3
287,2020,NUTS,2016,UKG2,2,3
288,2020,NUTS,2016,UKG23,3,1
289,2020,NUTS,2016,UKG24,3,2
290,2020,NUTS,2016,UKG3,2,9
291,2020,NUTS,2016,UKG31,3,9
292,2020,NUTS,2016,UKH,1,31
293,2020,NUTS,2016,UKH1,2,15
294,2020,NUTS,2016,UKH12,3,13
295,2020,NUTS,2016,UKH17,3,2
296,2020,NUTS,2016,UKH2,2,13
297,2020,NUTS,2016,UKH21,3,1
298,2020,NUTS,2016,UKH23,3,12
299,2020,NUTS,2016,UKH3,2,3
300,2020,NUTS,2016,UKH34,3,2
301,2020,NUTS,2016,UKH35,3,1
302,2020,NUTS,2016,UKI,1,101
303,2020,NUTS,2016,UKI3,2,95
304,2020,NUTS,2016,UKI31,3,32
305,2020,NUTS,2016,UKI32,3,42
306,2020,NUTS,2016,UKI33,3,19
307,2020,NUTS,2016,UKI34,3,2
308,2020,NUTS,2016,UKI4,2,5
309,2020,NUTS,2016,UKI42,3,3
310,2020,NUTS,2016,UKI43,3,1
311,2020,NUTS,2016,UKI44,3,1
312,2020,NUTS,2016,UKI7,2,1
313,2020,NUTS,2016,UKI74,3,1
314,2020,NUTS,2016,UKJ,1,38
315,2020,NUTS,2016,UKJ1,2,21
316,2020,NUTS,2016,UKJ11,3,1
317,2020,NUTS,2016,UKJ14,3,20
318,2020,NUTS,2016,UKJ2,2,7
319,2020,NUTS,2016,UKJ22,3,7
320,2020,NUTS,2016,UKJ3,2,7
321,2020,NUTS,2016,UKJ32,3,4
322,2020,NUTS,2016,UKJ36,3,1
323,2020,NUTS,2016,UKJ37,3,2
324,2020,NUTS,2016,UKJ4,2,3
325,2020,NUTS,2016,UKJ44,3,3
326,2020,NUTS,2016,UKK,1,13
327,2020,NUTS,2016,UKK1,2,9
328,2020,NUTS,2016,UKK11,3,8
329,2020,NUTS,2016,UKK12,3,1
330,2020,NUTS,2016,UKK2,2,1
331,2020,NUTS,2016,UKK21,3,1
332,2020,NUTS,2016,UKK3,2,1
333,2020,NUTS,2016,UKK30,3,1
334,2020,NUTS,2016,UKK4,2,2
335,2020,NUTS,2016,UKK43,3,2
336,2020,NUTS,2016,UKL,1,6
337,2020,NUTS,2016,UKL1,2,4
338,2020,NUTS,2016,UKL12,3,1
339,2020,NUTS,2016,UKL18,3,3
340,2020,NUTS,2016,UKL2,2,2
341,2020,NUTS,2016,UKL22,3,2
342,2020,NUTS,2016,UKM,1,12
343,2020,NUTS,2016,UKM7,2,5
344,2020,NUTS,2016,UKM75,3,5
345,2020,NUTS,2016,UKM8,2,7
346,2020,NUTS,2016,UKM82,3,7
347,2021,NUTS,2021,CH,0,1
348,2021,NUTS,2021,CH0,1,1
349,2021,NUTS,2021,CH04,2,1
350,2021,NUTS,2021,CH040,3,1
351,2021,NUTS,2021,CY,0,1
352,2021,NUTS,2021,CY0,1,1
353,2021,NUTS,2021,CY00,2,1
354,2021,NUTS,2021,CY000,3,1
355,2021,NUTS,2021,CZ,0,2
356,2021,NUTS,2021,CZ0,1,2
357,2021,NUTS,2021,CZ06,2,1
358,2021,NUTS,2021,CZ064,3,1
359,2021,NUTS,2021,CZ08,2,1
360,2021,NUTS,2021,CZ080,3,1
361,2021,NUTS,2021,DE,0,5
362,2021,NUTS,2021,DE2,1,2
363,2021,NUTS,2021,DE21,2,2
364,2021,NUTS,2021,DE212,3,2
365,2021,NUTS,2021,DEA,1,2
366,2021,NUTS,2021,DEA4,2,2
367,2021,NUTS,2021,DEA41,3,2
368,2021,NUTS,2021,DED,1,1
369,2021,NUTS,2021,DED4,2,1
370,2021,NUTS,2021,DED41,3,1
371,2021,NUTS,2021,DK,0,1
372,2021,NUTS,2021,DK0,1,1
373,2021,NUTS,2021,DK03,2,1
374,2021,NUTS,2021,DK031,3,1
375,2021,NUTS,2021,EL,0,2
376,2021,NUTS,2021,EL3,1,1
377,2021,NUTS,2021,EL30,2,1
378,2021,NUTS,2021,EL303,3,1
379,2021,NUTS,2021,EL4,1,1
380,2021,NUTS,2021,EL41,2,1
381,2021,NUTS,2021,EL411,3,1
382,2021,NUTS,2021,ES,0,1
383,2021,NUTS,2021,ES4,1,1
384,2021,NUTS,2021,ES42,2,1
385,2021,NUTS,2021,ES421,3,1
386,2021,NUTS,2021,IT,0,2
387,2021,NUTS,2021,ITF,1,1
388,2021,NUTS,2021,ITF1,2,1
389,2021,NUTS,2021,ITF11,3,1
390,2021,NUTS,2021,ITH,1,1
391,2021,NUTS,2021,ITH5,2,1
392,2021,NUTS,2021,ITH54,3,1
393,2021,NUTS,2021,LV,0,1
394,2021,NUTS,2021,LV0,1,1
395,2021,NUTS,2021,LV00,2,1
396,2021,NUTS,2021,LV006,3,1
397,2021,NUTS,2021,ME,0,1
398,2021,NUTS,2021,ME0,1,1
399,2021,NUTS,2021,ME00,2,1
400,2021,NUTS,2021,ME000,3,1
401,2021,NUTS,2021,NL,0,4
402,2021,NUTS,2021,NL3,1,4
403,2021,NUTS,2021,NL31,2,1
404,2021,NUTS,2021,NL310,3,1
405,2021,NUTS,2021,NL32,2,2
406,2021,NUTS,2021,NL329,3,2
407,2021,NUTS,2021,NL33,2,1
408,2021,NUTS,2021,NL33C,3,1
409,2021,NUTS,2021,SE,0,1
410,2021,NUTS,2021,SE1,1,1
411,2021,NUTS,2021,SE11,2,1
412,2021,NUTS,2021,SE110,3,1
413,2021,NUTS,2021,UK,0,60
414,2021,NUTS,2021,UKC,1,2
415,2021,NUTS,2021,UKC1,2,1
416,2021,NUTS,2021,UKC14,3,1
417,2021,NUTS,2021,UKC2,2,1
418,2021,NUTS,2021,UKC22,3,1
419,2021,NUTS,2021,UKD,1,1
420,2021,NUTS,2021,UKD4,2,1
421,2021,NUTS,2021,UKD44,3,1
422,2021,NUTS,2021,UKE,1,10
423,2021,NUTS,2021,UKE1,2,1
424,2021,NUTS,2021,UKE11,3,1
425,2021,NUTS,2021,UKE2,2,1
426,2021,NUTS,2021,UKE21,3,1
427,2021,NUTS,2021,UKE3,2,5
428,2021,NUTS,2021,UKE32,3,5
429,2021,NUTS,2021,UKE4,2,3
430,2021,NUTS,2021,UKE41,3,2
431,2021,NUTS,2021,UKE42,3,1
432,2021,NUTS,2021,UKF,1,6
433,2021,NUTS,2021,UKF1,2,1
434,2021,NUTS,2021,UKF14,3,1
435,2021,NUTS,2021,UKF2,2,4
436,2021,NUTS,2021,UKF21,3,3
437,2021,NUTS,2021,UKF22,3,1
438,2021,NUTS,2021,UKF3,2,1
439,2021,NUTS,2021,UKF30,3,1
440,2021,NUTS,2021,UKG,1,1
441,2021,NUTS,2021,UKG3,2,1
442,2021,NUTS,2021,UKG31,3,1
443,2021,NUTS,2021,UKH,1,5
444,2021,NUTS,2021,UKH1,2,3
445,2021,NUTS,2021,UKH11,3,1
446,2021,NUTS,2021,UKH12,3,2
447,2021,NUTS,2021,UKH3,2,2
448,2021,NUTS,2021,UKH34,3,2
449,2021,NUTS,2021,UKI,1,10
450,2021,NUTS,2021,UKI3,2,8
451,2021,NUTS,2021,UKI31,3,3
452,2021,NUTS,2021,UKI32,3,2
453,2021,NUTS,2021,UKI33,3,2
454,2021,NUTS,2021,UKI34,3,1
455,2021,NUTS,2021,UKI4,2,2
456,2021,NUTS,2021,UKI42,3,1
457,2021,NUTS,2021,UKI44,3,1
458,2021,NUTS,2021,UKJ,1,9
459,2021,NUTS,2021,UKJ1,2,5
460,2021,NUTS,2021,UKJ14,3,5
461,2021,NUTS,2021,UKJ2,2,1
462,2021,NUTS,2021,UKJ22,3,1
463,2021,NUTS,2021,UKJ3,2,2
464,2021,NUTS,2021,UKJ32,3,2
465,2021,NUTS,2021,UKJ4,2,1
466,2021,NUTS,2021,UKJ45,3,1
467,2021,NUTS,2021,UKK,1,6
468,2021,NUTS,2021,UKK1,2,5
469,2021,NUTS,2021,UKK11,3,3
470,2021,NUTS,2021,UKK12,3,1
471,2021,NUTS,2021,UKK15,3,1
472,2021,NUTS,2021,UKK4,2,1
473,2021,NUTS,2021,UKK41,3,1
474,2021,NUTS,2021,UKL,1,1
475,2021,NUTS,2021,UKL1,2,1
476,2021,NUTS,2021,UKL18,3,1
477,2021,NUTS,2021,UKM,1,7
478,2021,NUTS,2021,UKM7,2,4
479,2021,NUTS,2021,UKM72,3,1
480,2021,NUTS,2021,UKM75,3,2
481,2021,NUTS,2021,UKM77,3,1
482,2021,NUTS,2021,UKM8,2,3
483,2021,NUTS,2021,UKM82,3,3
484,2021,NUTS,2021,UKN,1,2
485,2021,NUTS,2021,UKN0,2,2
486,2021,NUTS,2021,UKN06,3,2
