year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_f_hc
2011,NUTS,2010,ES1,1,2634.0
2012,NUTS,2010,ES1,1,2575.0
2013,NUTS,2010,ES1,1,2666.0
2014,NUTS,2010,ES1,1,2601.0
2015,NUTS,2010,ES1,1,2399.0
2016,NUTS,2010,ES1,1,2394.0
2017,NUTS,2010,ES1,1,2814.0
2018,NUTS,2010,ES1,1,2981.0
2019,NUTS,2010,ES1,1,3096.0
2011,NUTS,2010,ES11,2,1617.0
2012,NUTS,2010,ES11,2,1601.0
2013,NUTS,2010,ES11,2,1706.0
2014,NUTS,2010,ES11,2,1667.0
2015,NUTS,2010,ES11,2,1583.0
2016,NUTS,2010,ES11,2,1543.0
2017,NUTS,2010,ES11,2,1887.0
2018,NUTS,2010,ES11,2,2008.0
2019,NUTS,2010,ES11,2,2078.0
2011,NUTS,2010,ES12,2,748.0
2012,NUTS,2010,ES12,2,699.0
2013,NUTS,2010,ES12,2,705.0
2014,NUTS,2010,ES12,2,701.0
2015,NUTS,2010,ES12,2,569.0
2016,NUTS,2010,ES12,2,590.0
2017,NUTS,2010,ES12,2,623.0
2018,NUTS,2010,ES12,2,639.0
2019,NUTS,2010,ES12,2,699.0
2011,NUTS,2010,ES13,2,268.0
2012,NUTS,2010,ES13,2,275.0
2013,NUTS,2010,ES13,2,256.0
2014,NUTS,2010,ES13,2,234.0
2015,NUTS,2010,ES13,2,247.0
2016,NUTS,2010,ES13,2,261.0
2017,NUTS,2010,ES13,2,305.0
2018,NUTS,2010,ES13,2,334.0
2019,NUTS,2010,ES13,2,319.0
2011,NUTS,2010,ES2,1,7730.0
2012,NUTS,2010,ES2,1,7578.0
2013,NUTS,2010,ES2,1,7387.0
2014,NUTS,2010,ES2,1,7282.0
2015,NUTS,2010,ES2,1,7420.0
2016,NUTS,2010,ES2,1,7390.0
2017,NUTS,2010,ES2,1,7855.0
2018,NUTS,2010,ES2,1,8420.0
2019,NUTS,2010,ES2,1,8500.0
2011,NUTS,2010,ES21,2,5203.0
2012,NUTS,2010,ES21,2,5231.0
2013,NUTS,2010,ES21,2,5158.0
2014,NUTS,2010,ES21,2,5078.0
2015,NUTS,2010,ES21,2,5178.0
2016,NUTS,2010,ES21,2,5055.0
2017,NUTS,2010,ES21,2,5470.0
2018,NUTS,2010,ES21,2,5870.0
2019,NUTS,2010,ES21,2,5898.0
2011,NUTS,2010,ES22,2,1190.0
2012,NUTS,2010,ES22,2,1038.0
2013,NUTS,2010,ES22,2,1031.0
2014,NUTS,2010,ES22,2,967.0
2015,NUTS,2010,ES22,2,1028.0
2016,NUTS,2010,ES22,2,1079.0
2017,NUTS,2010,ES22,2,1100.0
2018,NUTS,2010,ES22,2,1166.0
2019,NUTS,2010,ES22,2,1217.0
2011,NUTS,2010,ES23,2,363.0
2012,NUTS,2010,ES23,2,356.0
2013,NUTS,2010,ES23,2,325.0
2014,NUTS,2010,ES23,2,360.0
2015,NUTS,2010,ES23,2,365.0
2016,NUTS,2010,ES23,2,325.0
2017,NUTS,2010,ES23,2,359.0
2018,NUTS,2010,ES23,2,334.0
2019,NUTS,2010,ES23,2,332.0
2011,NUTS,2010,ES24,2,974.0
2012,NUTS,2010,ES24,2,952.0
2013,NUTS,2010,ES24,2,873.0
2014,NUTS,2010,ES24,2,877.0
2015,NUTS,2010,ES24,2,849.0
2016,NUTS,2010,ES24,2,931.0
2017,NUTS,2010,ES24,2,926.0
2018,NUTS,2010,ES24,2,1049.0
2019,NUTS,2010,ES24,2,1053.0
2011,NUTS,2010,ES3,1,8947.0
2012,NUTS,2010,ES3,1,9039.0
2013,NUTS,2010,ES3,1,9553.0
2014,NUTS,2010,ES3,1,9272.0
2015,NUTS,2010,ES3,1,9871.0
2016,NUTS,2010,ES3,1,9773.0
2017,NUTS,2010,ES3,1,10005.0
2018,NUTS,2010,ES3,1,10741.0
2019,NUTS,2010,ES3,1,11417.0
2011,NUTS,2010,ES30,2,8947.0
2012,NUTS,2010,ES30,2,9039.0
2013,NUTS,2010,ES30,2,9553.0
2014,NUTS,2010,ES30,2,9272.0
2015,NUTS,2010,ES30,2,9871.0
2016,NUTS,2010,ES30,2,9773.0
2017,NUTS,2010,ES30,2,10005.0
2018,NUTS,2010,ES30,2,10741.0
2019,NUTS,2010,ES30,2,11417.0
2011,NUTS,2010,ES4,1,2766.0
2012,NUTS,2010,ES4,1,2658.0
2013,NUTS,2010,ES4,1,2288.0
2014,NUTS,2010,ES4,1,2256.0
2015,NUTS,2010,ES4,1,2261.0
2016,NUTS,2010,ES4,1,2272.0
2017,NUTS,2010,ES4,1,2518.0
2018,NUTS,2010,ES4,1,2764.0
2019,NUTS,2010,ES4,1,2947.0
2011,NUTS,2010,ES41,2,1904.0
2012,NUTS,2010,ES41,2,1805.0
2013,NUTS,2010,ES41,2,1412.0
2014,NUTS,2010,ES41,2,1407.0
2015,NUTS,2010,ES41,2,1377.0
2016,NUTS,2010,ES41,2,1342.0
2017,NUTS,2010,ES41,2,1494.0
2018,NUTS,2010,ES41,2,1744.0
2019,NUTS,2010,ES41,2,1887.0
2011,NUTS,2010,ES42,2,635.0
2012,NUTS,2010,ES42,2,609.0
2013,NUTS,2010,ES42,2,547.0
2014,NUTS,2010,ES42,2,587.0
2015,NUTS,2010,ES42,2,627.0
2016,NUTS,2010,ES42,2,697.0
2017,NUTS,2010,ES42,2,733.0
2018,NUTS,2010,ES42,2,699.0
2019,NUTS,2010,ES42,2,731.0
2011,NUTS,2010,ES43,2,227.0
2012,NUTS,2010,ES43,2,244.0
2013,NUTS,2010,ES43,2,330.0
2014,NUTS,2010,ES43,2,261.0
2015,NUTS,2010,ES43,2,256.0
2016,NUTS,2010,ES43,2,233.0
2017,NUTS,2010,ES43,2,292.0
2018,NUTS,2010,ES43,2,321.0
2019,NUTS,2010,ES43,2,329.0
2011,NUTS,2010,ES5,1,11983.0
2012,NUTS,2010,ES5,1,12000.0
2013,NUTS,2010,ES5,1,12513.0
2014,NUTS,2010,ES5,1,12362.0
2015,NUTS,2010,ES5,1,12517.0
2016,NUTS,2010,ES5,1,13174.0
2017,NUTS,2010,ES5,1,13913.0
2018,NUTS,2010,ES5,1,15345.0
2019,NUTS,2010,ES5,1,16057.0
2011,NUTS,2010,ES51,2,8695.0
2012,NUTS,2010,ES51,2,8929.0
2013,NUTS,2010,ES51,2,9334.0
2014,NUTS,2010,ES51,2,9114.0
2015,NUTS,2010,ES51,2,9421.0
2016,NUTS,2010,ES51,2,9804.0
2017,NUTS,2010,ES51,2,10236.0
2018,NUTS,2010,ES51,2,11300.0
2019,NUTS,2010,ES51,2,11702.0
2011,NUTS,2010,ES52,2,3185.0
2012,NUTS,2010,ES52,2,2958.0
2013,NUTS,2010,ES52,2,3080.0
2014,NUTS,2010,ES52,2,3142.0
2015,NUTS,2010,ES52,2,2984.0
2016,NUTS,2010,ES52,2,3234.0
2017,NUTS,2010,ES52,2,3532.0
2018,NUTS,2010,ES52,2,3798.0
2019,NUTS,2010,ES52,2,4104.0
2011,NUTS,2010,ES53,2,104.0
2012,NUTS,2010,ES53,2,113.0
2013,NUTS,2010,ES53,2,100.0
2014,NUTS,2010,ES53,2,106.0
2015,NUTS,2010,ES53,2,112.0
2016,NUTS,2010,ES53,2,137.0
2017,NUTS,2010,ES53,2,145.0
2018,NUTS,2010,ES53,2,246.0
2019,NUTS,2010,ES53,2,251.0
2011,NUTS,2010,ES6,1,3458.0
2012,NUTS,2010,ES6,1,3530.0
2013,NUTS,2010,ES6,1,3772.0
2014,NUTS,2010,ES6,1,3800.0
2015,NUTS,2010,ES6,1,3703.0
2016,NUTS,2010,ES6,1,3595.0
2017,NUTS,2010,ES6,1,3968.0
2018,NUTS,2010,ES6,1,4455.0
2019,NUTS,2010,ES6,1,4485.0
2011,NUTS,2010,ES61,2,2876.0
2012,NUTS,2010,ES61,2,2828.0
2013,NUTS,2010,ES61,2,3095.0
2014,NUTS,2010,ES61,2,3058.0
2015,NUTS,2010,ES61,2,2885.0
2016,NUTS,2010,ES61,2,2758.0
2017,NUTS,2010,ES61,2,3040.0
2018,NUTS,2010,ES61,2,3339.0
2019,NUTS,2010,ES61,2,3335.0
2011,NUTS,2010,ES62,2,581.0
2012,NUTS,2010,ES62,2,698.0
2013,NUTS,2010,ES62,2,674.0
2014,NUTS,2010,ES62,2,739.0
2015,NUTS,2010,ES62,2,818.0
2016,NUTS,2010,ES62,2,837.0
2017,NUTS,2010,ES62,2,927.0
2018,NUTS,2010,ES62,2,1116.0
2019,NUTS,2010,ES62,2,1150.0
2012,NUTS,2010,ES63,2,2.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,2.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,341.0
2012,NUTS,2010,ES7,1,293.0
2013,NUTS,2010,ES7,1,213.0
2014,NUTS,2010,ES7,1,192.0
2015,NUTS,2010,ES7,1,201.0
2016,NUTS,2010,ES7,1,207.0
2017,NUTS,2010,ES7,1,229.0
2018,NUTS,2010,ES7,1,328.0
2019,NUTS,2010,ES7,1,315.0
2011,NUTS,2010,ES70,2,341.0
2012,NUTS,2010,ES70,2,293.0
2013,NUTS,2010,ES70,2,213.0
2014,NUTS,2010,ES70,2,192.0
2015,NUTS,2010,ES70,2,201.0
2016,NUTS,2010,ES70,2,207.0
2017,NUTS,2010,ES70,2,229.0
2018,NUTS,2010,ES70,2,328.0
2019,NUTS,2010,ES70,2,315.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,351468.0
2013,NUTS,2010,EU27_2020,7,377395.0
2015,NUTS,2010,EU27_2020,7,409494.0
2017,NUTS,2010,EU27_2020,7,479870.0
2019,NUTS,2010,EU27_2020,7,539601.0
2011,NUTS,2010,FI,0,8221.0
2012,NUTS,2010,FI,0,8117.0
2013,NUTS,2010,FI,0,7997.0
2014,NUTS,2010,FI,0,8082.0
2015,NUTS,2010,FI,0,8318.0
2016,NUTS,2010,FI,0,7781.0
2017,NUTS,2010,FI,0,7605.0
2018,NUTS,2010,FI,0,7840.0
2019,NUTS,2010,FI,0,8129.0
2011,NUTS,2010,FR,0,68979.0
2012,NUTS,2010,FR,0,73652.0
2013,NUTS,2010,FR,0,76337.0
2014,NUTS,2010,FR,0,76679.0
2016,NUTS,2010,FR,0,82494.0
2017,NUTS,2010,FR,0,88748.0
2011,NUTS,2010,FR1,1,27466.0
2012,NUTS,2010,FR1,1,29397.0
2013,NUTS,2010,FR1,1,30262.0
2011,NUTS,2010,FR10,2,27466.0
2012,NUTS,2010,FR10,2,29397.0
2013,NUTS,2010,FR10,2,30262.0
2011,NUTS,2010,FR2,1,6542.0
2012,NUTS,2010,FR2,1,7141.0
2013,NUTS,2010,FR2,1,7007.0
2011,NUTS,2010,FR21,2,592.0
2012,NUTS,2010,FR21,2,679.0
2013,NUTS,2010,FR21,2,544.0
2011,NUTS,2010,FR22,2,1069.0
2012,NUTS,2010,FR22,2,1198.0
2013,NUTS,2010,FR22,2,1308.0
2011,NUTS,2010,FR23,2,1290.0
2012,NUTS,2010,FR23,2,1437.0
2013,NUTS,2010,FR23,2,1456.0
2011,NUTS,2010,FR24,2,1975.0
2012,NUTS,2010,FR24,2,1919.0
2013,NUTS,2010,FR24,2,2022.0
2011,NUTS,2010,FR25,2,665.0
2012,NUTS,2010,FR25,2,828.0
2013,NUTS,2010,FR25,2,698.0
2011,NUTS,2010,FR26,2,952.0
2012,NUTS,2010,FR26,2,1080.0
2013,NUTS,2010,FR26,2,978.0
2011,NUTS,2010,FR3,1,1612.0
2012,NUTS,2010,FR3,1,1633.0
2013,NUTS,2010,FR3,1,1682.0
2011,NUTS,2010,FR30,2,1612.0
2012,NUTS,2010,FR30,2,1633.0
2013,NUTS,2010,FR30,2,1682.0
2011,NUTS,2010,FR4,1,3623.0
2012,NUTS,2010,FR4,1,3530.0
2013,NUTS,2010,FR4,1,3652.0
2011,NUTS,2010,FR41,2,1080.0
2012,NUTS,2010,FR41,2,833.0
2013,NUTS,2010,FR41,2,947.0
2011,NUTS,2010,FR42,2,1569.0
2012,NUTS,2010,FR42,2,1653.0
2013,NUTS,2010,FR42,2,1669.0
2011,NUTS,2010,FR43,2,974.0
2012,NUTS,2010,FR43,2,1044.0
2013,NUTS,2010,FR43,2,1035.0
2011,NUTS,2010,FR5,1,5603.0
2012,NUTS,2010,FR5,1,5743.0
2013,NUTS,2010,FR5,1,6209.0
2011,NUTS,2010,FR51,2,2349.0
2012,NUTS,2010,FR51,2,2319.0
2013,NUTS,2010,FR51,2,2612.0
2011,NUTS,2010,FR52,2,2651.0
2012,NUTS,2010,FR52,2,2725.0
2013,NUTS,2010,FR52,2,2794.0
2011,NUTS,2010,FR53,2,603.0
2012,NUTS,2010,FR53,2,700.0
2013,NUTS,2010,FR53,2,802.0
2011,NUTS,2010,FR6,1,7400.0
2012,NUTS,2010,FR6,1,8560.0
2013,NUTS,2010,FR6,1,8909.0
2011,NUTS,2010,FR61,2,2158.0
2012,NUTS,2010,FR61,2,2394.0
2013,NUTS,2010,FR61,2,2770.0
2011,NUTS,2010,FR62,2,4977.0
2012,NUTS,2010,FR62,2,5805.0
2013,NUTS,2010,FR62,2,5792.0
2011,NUTS,2010,FR63,2,264.0
2012,NUTS,2010,FR63,2,361.0
2013,NUTS,2010,FR63,2,347.0
2011,NUTS,2010,FR7,1,10212.0
2012,NUTS,2010,FR7,1,10595.0
2013,NUTS,2010,FR7,1,10674.0
2011,NUTS,2010,FR71,2,8955.0
2012,NUTS,2010,FR71,2,9197.0
2013,NUTS,2010,FR71,2,9411.0
2011,NUTS,2010,FR72,2,1258.0
2012,NUTS,2010,FR72,2,1398.0
2013,NUTS,2010,FR72,2,1264.0
2011,NUTS,2010,FR8,1,6522.0
2012,NUTS,2010,FR8,1,7227.0
2013,NUTS,2010,FR8,1,7862.0
2011,NUTS,2010,FR81,2,1810.0
2012,NUTS,2010,FR81,2,2254.0
2013,NUTS,2010,FR81,2,2282.0
2011,NUTS,2010,FR82,2,4683.0
2012,NUTS,2010,FR82,2,4970.0
2013,NUTS,2010,FR82,2,5573.0
2011,NUTS,2010,FR83,2,29.0
2012,NUTS,2010,FR83,2,3.0
2013,NUTS,2010,FR83,2,7.0
2011,NUTS,2010,FRA,1,70.0
2012,NUTS,2010,FRA,1,79.0
2013,NUTS,2010,FRA,1,80.0
2011,NUTS,2010,HR,0,1180.0
2012,NUTS,2010,HR,0,1193.0
2013,NUTS,2010,HR,0,1151.0
2014,NUTS,2010,HR,0,1234.0
2015,NUTS,2010,HR,0,1300.0
2016,NUTS,2010,HR,0,1407.0
2017,NUTS,2010,HR,0,1500.0
2018,NUTS,2010,HR,0,1927.0
2019,NUTS,2010,HR,0,2156.0
2020,NUTS,2010,HR,0,2366.0
2011,NUTS,2010,HR0,1,1180.0
2012,NUTS,2010,HR0,1,1193.0
2013,NUTS,2010,HR0,1,1151.0
2014,NUTS,2010,HR0,1,1234.0
2015,NUTS,2010,HR0,1,1300.0
2016,NUTS,2010,HR0,1,1407.0
2017,NUTS,2010,HR0,1,1500.0
2018,NUTS,2010,HR0,1,1927.0
2019,NUTS,2010,HR0,1,2156.0
2020,NUTS,2010,HR0,1,2366.0
2020,NUTS,2010,HR02,2,108.0
2011,NUTS,2010,HR03,2,84.0
2012,NUTS,2010,HR03,2,91.0
2013,NUTS,2010,HR03,2,107.0
2014,NUTS,2010,HR03,2,100.0
2015,NUTS,2010,HR03,2,106.0
2016,NUTS,2010,HR03,2,120.0
2017,NUTS,2010,HR03,2,128.0
2018,NUTS,2010,HR03,2,124.0
2019,NUTS,2010,HR03,2,156.0
2020,NUTS,2010,HR03,2,186.0
2011,NUTS,2010,HR04,2,1096.0
2012,NUTS,2010,HR04,2,1102.0
2013,NUTS,2010,HR04,2,1044.0
2014,NUTS,2010,HR04,2,1134.0
2015,NUTS,2010,HR04,2,1194.0
2016,NUTS,2010,HR04,2,1287.0
2017,NUTS,2010,HR04,2,1372.0
2018,NUTS,2010,HR04,2,1803.0
2019,NUTS,2010,HR04,2,2000.0
2020,NUTS,2010,HR05,2,1611.0
2020,NUTS,2010,HR06,2,461.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,5360.0
2012,NUTS,2010,HU,0,5959.0
2013,NUTS,2010,HU,0,6417.0
2014,NUTS,2010,HU,0,6255.0
2015,NUTS,2010,HU,0,5957.0
2016,NUTS,2010,HU,0,5657.0
2017,NUTS,2010,HU,0,6636.0
2018,NUTS,2010,HU,0,8232.0
2019,NUTS,2010,HU,0,8516.0
2011,NUTS,2010,HU1,1,3456.0
2012,NUTS,2010,HU1,1,3672.0
2013,NUTS,2010,HU1,1,4059.0
2014,NUTS,2010,HU1,1,4200.0
2015,NUTS,2010,HU1,1,4204.0
2016,NUTS,2010,HU1,1,3885.0
2017,NUTS,2010,HU1,1,4522.0
2018,NUTS,2010,HU1,1,5669.0
2019,NUTS,2010,HU1,1,5907.0
2011,NUTS,2010,HU10,2,3456.0
2012,NUTS,2010,HU10,2,3672.0
2013,NUTS,2010,HU10,2,4059.0
2014,NUTS,2010,HU10,2,4200.0
2015,NUTS,2010,HU10,2,4204.0
2016,NUTS,2010,HU10,2,3885.0
2017,NUTS,2010,HU11,2,4092.0
2018,NUTS,2010,HU11,2,5066.0
2019,NUTS,2010,HU11,2,5247.0
2017,NUTS,2010,HU12,2,430.0
2018,NUTS,2010,HU12,2,603.0
2019,NUTS,2010,HU12,2,660.0
2011,NUTS,2010,HU2,1,803.0
2012,NUTS,2010,HU2,1,1041.0
2013,NUTS,2010,HU2,1,967.0
2014,NUTS,2010,HU2,1,838.0
2015,NUTS,2010,HU2,1,792.0
2016,NUTS,2010,HU2,1,754.0
2017,NUTS,2010,HU2,1,955.0
2018,NUTS,2010,HU2,1,1165.0
2019,NUTS,2010,HU2,1,1147.0
2011,NUTS,2010,HU21,2,292.0
2012,NUTS,2010,HU21,2,479.0
2013,NUTS,2010,HU21,2,375.0
2014,NUTS,2010,HU21,2,310.0
2015,NUTS,2010,HU21,2,349.0
2016,NUTS,2010,HU21,2,320.0
2017,NUTS,2010,HU21,2,355.0
2018,NUTS,2010,HU21,2,390.0
2019,NUTS,2010,HU21,2,449.0
2011,NUTS,2010,HU22,2,288.0
2012,NUTS,2010,HU22,2,269.0
2013,NUTS,2010,HU22,2,273.0
2014,NUTS,2010,HU22,2,255.0
2015,NUTS,2010,HU22,2,199.0
2016,NUTS,2010,HU22,2,182.0
2017,NUTS,2010,HU22,2,263.0
2018,NUTS,2010,HU22,2,345.0
2019,NUTS,2010,HU22,2,387.0
2011,NUTS,2010,HU23,2,223.0
2012,NUTS,2010,HU23,2,293.0
2013,NUTS,2010,HU23,2,319.0
2014,NUTS,2010,HU23,2,273.0
2015,NUTS,2010,HU23,2,244.0
2016,NUTS,2010,HU23,2,252.0
2017,NUTS,2010,HU23,2,337.0
2018,NUTS,2010,HU23,2,430.0
2019,NUTS,2010,HU23,2,311.0
2011,NUTS,2010,HU3,1,1101.0
2012,NUTS,2010,HU3,1,1246.0
2013,NUTS,2010,HU3,1,1391.0
2014,NUTS,2010,HU3,1,1217.0
2015,NUTS,2010,HU3,1,961.0
2016,NUTS,2010,HU3,1,1018.0
2017,NUTS,2010,HU3,1,1159.0
2018,NUTS,2010,HU3,1,1398.0
2019,NUTS,2010,HU3,1,1462.0
2011,NUTS,2010,HU31,2,248.0
2012,NUTS,2010,HU31,2,250.0
2013,NUTS,2010,HU31,2,402.0
2014,NUTS,2010,HU31,2,274.0
2015,NUTS,2010,HU31,2,199.0
2016,NUTS,2010,HU31,2,207.0
2017,NUTS,2010,HU31,2,214.0
2018,NUTS,2010,HU31,2,255.0
2019,NUTS,2010,HU31,2,276.0
2011,NUTS,2010,HU32,2,390.0
2012,NUTS,2010,HU32,2,495.0
2013,NUTS,2010,HU32,2,391.0
2014,NUTS,2010,HU32,2,397.0
2015,NUTS,2010,HU32,2,385.0
2016,NUTS,2010,HU32,2,405.0
2017,NUTS,2010,HU32,2,451.0
2018,NUTS,2010,HU32,2,542.0
2019,NUTS,2010,HU32,2,488.0
2011,NUTS,2010,HU33,2,463.0
2012,NUTS,2010,HU33,2,501.0
2013,NUTS,2010,HU33,2,598.0
2014,NUTS,2010,HU33,2,546.0
2015,NUTS,2010,HU33,2,377.0
2016,NUTS,2010,HU33,2,406.0
2017,NUTS,2010,HU33,2,494.0
2018,NUTS,2010,HU33,2,601.0
2019,NUTS,2010,HU33,2,698.0
2011,NUTS,2010,IE,0,4602.0
2013,NUTS,2010,IE,0,5736.0
2015,NUTS,2010,IE,0,6336.0
2017,NUTS,2010,IE,0,7130.0
2019,NUTS,2010,IE,0,7528.0
2011,NUTS,2010,IE0,1,4602.0
2013,NUTS,2010,IE0,1,5737.0
2015,NUTS,2010,IE0,1,6336.0
2017,NUTS,2010,IE0,1,7130.0
2011,NUTS,2010,IE01,2,1000.0
2013,NUTS,2010,IE01,2,1033.0
2015,NUTS,2010,IE01,2,1088.0
2017,NUTS,2010,IE01,2,1487.0
2011,NUTS,2010,IE02,2,3602.0
2013,NUTS,2010,IE02,2,4705.0
2015,NUTS,2010,IE02,2,5248.0
2017,NUTS,2010,IE02,2,5643.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,513.0
2013,NUTS,2010,IS,0,770.0
2015,NUTS,2010,IS,0,930.0
2016,NUTS,2010,IS,0,930.0
2017,NUTS,2010,IS,0,907.0
2018,NUTS,2010,IS,0,907.0
2011,NUTS,2010,IT,0,30465.0
2012,NUTS,2010,IT,0,33522.0
2013,NUTS,2010,IT,0,34758.0
2014,NUTS,2010,IT,0,36687.0
2015,NUTS,2010,IT,0,39932.0
2016,NUTS,2010,IT,0,48022.0
2017,NUTS,2010,IT,0,58017.0
2018,NUTS,2010,IT,0,69049.0
2019,NUTS,2010,IT,0,74914.0
2011,NUTS,2010,ITC,1,13030.0
2012,NUTS,2010,ITC,1,14087.0
2013,NUTS,2010,ITC,1,14433.0
2014,NUTS,2010,ITC,1,15366.0
2015,NUTS,2010,ITC,1,16538.0
2016,NUTS,2010,ITC,1,19247.0
2017,NUTS,2010,ITC,1,22336.0
2018,NUTS,2010,ITC,1,26014.0
2019,NUTS,2010,ITC,1,28290.0
2011,NUTS,2010,ITC1,2,3248.0
2012,NUTS,2010,ITC1,2,3606.0
2013,NUTS,2010,ITC1,2,3838.0
2014,NUTS,2010,ITC1,2,4115.0
2015,NUTS,2010,ITC1,2,4666.0
2016,NUTS,2010,ITC1,2,5165.0
2017,NUTS,2010,ITC1,2,5812.0
2018,NUTS,2010,ITC1,2,6560.0
2019,NUTS,2010,ITC1,2,6863.0
2011,NUTS,2010,ITC2,2,42.0
2012,NUTS,2010,ITC2,2,41.0
2013,NUTS,2010,ITC2,2,33.0
2014,NUTS,2010,ITC2,2,32.0
2015,NUTS,2010,ITC2,2,39.0
2016,NUTS,2010,ITC2,2,51.0
2017,NUTS,2010,ITC2,2,46.0
2018,NUTS,2010,ITC2,2,59.0
2019,NUTS,2010,ITC2,2,44.0
2011,NUTS,2010,ITC3,2,735.0
2012,NUTS,2010,ITC3,2,750.0
