year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_act_hc_f
2014,NUTS,2010,ES13,2,0.1825
2015,NUTS,2010,ES13,2,0.1934
2016,NUTS,2010,ES13,2,0.2033
2017,NUTS,2010,ES13,2,0.2361
2018,NUTS,2010,ES13,2,0.2672
2019,NUTS,2010,ES13,2,0.2536
2011,NUTS,2010,ES2,1,0.7619
2012,NUTS,2010,ES2,1,0.7479
2013,NUTS,2010,ES2,1,0.7394
2014,NUTS,2010,ES2,1,0.7312
2015,NUTS,2010,ES2,1,0.75
2016,NUTS,2010,ES2,1,0.74
2017,NUTS,2010,ES2,1,0.7939
2018,NUTS,2010,ES2,1,0.8377
2019,NUTS,2010,ES2,1,0.8359
2011,NUTS,2010,ES21,2,1.0313
2012,NUTS,2010,ES21,2,1.055
2013,NUTS,2010,ES21,2,1.0561
2014,NUTS,2010,ES21,2,1.0459
2015,NUTS,2010,ES21,2,1.0694
2016,NUTS,2010,ES21,2,1.0369
2017,NUTS,2010,ES21,2,1.1356
2018,NUTS,2010,ES21,2,1.1997
2019,NUTS,2010,ES21,2,1.186
2011,NUTS,2010,ES22,2,0.8224
2012,NUTS,2010,ES22,2,0.7177
2013,NUTS,2010,ES22,2,0.726
2014,NUTS,2010,ES22,2,0.6784
2015,NUTS,2010,ES22,2,0.726
2016,NUTS,2010,ES22,2,0.7577
2017,NUTS,2010,ES22,2,0.766
2018,NUTS,2010,ES22,2,0.7884
2019,NUTS,2010,ES22,2,0.8273
2011,NUTS,2010,ES23,2,0.5049
2012,NUTS,2010,ES23,2,0.5017
2013,NUTS,2010,ES23,2,0.4567
2014,NUTS,2010,ES23,2,0.5009
2015,NUTS,2010,ES23,2,0.5222
2016,NUTS,2010,ES23,2,0.4623
2017,NUTS,2010,ES23,2,0.5085
2018,NUTS,2010,ES23,2,0.4601
2019,NUTS,2010,ES23,2,0.4505
2011,NUTS,2010,ES24,2,0.332
2012,NUTS,2010,ES24,2,0.3156
2013,NUTS,2010,ES24,2,0.2933
2014,NUTS,2010,ES24,2,0.2964
2015,NUTS,2010,ES24,2,0.2892
2016,NUTS,2010,ES24,2,0.3118
2017,NUTS,2010,ES24,2,0.3155
2018,NUTS,2010,ES24,2,0.3552
2019,NUTS,2010,ES24,2,0.3525
2011,NUTS,2010,ES3,1,0.5467
2012,NUTS,2010,ES3,1,0.5431
2013,NUTS,2010,ES3,1,0.5839
2014,NUTS,2010,ES3,1,0.5755
2015,NUTS,2010,ES3,1,0.6036
2016,NUTS,2010,ES3,1,0.5973
2017,NUTS,2010,ES3,1,0.6138
2018,NUTS,2010,ES3,1,0.6501
2019,NUTS,2010,ES3,1,0.6735
2011,NUTS,2010,ES30,2,0.5467
2012,NUTS,2010,ES30,2,0.5431
2013,NUTS,2010,ES30,2,0.5839
2014,NUTS,2010,ES30,2,0.5755
2015,NUTS,2010,ES30,2,0.6036
2016,NUTS,2010,ES30,2,0.5973
2017,NUTS,2010,ES30,2,0.6138
2018,NUTS,2010,ES30,2,0.6501
2019,NUTS,2010,ES30,2,0.6735
2011,NUTS,2010,ES4,1,0.2371
2012,NUTS,2010,ES4,1,0.2259
2013,NUTS,2010,ES4,1,0.1921
2014,NUTS,2010,ES4,1,0.1919
2015,NUTS,2010,ES4,1,0.1938
2016,NUTS,2010,ES4,1,0.1953
2017,NUTS,2010,ES4,1,0.2168
2018,NUTS,2010,ES4,1,0.2393
2019,NUTS,2010,ES4,1,0.253
2011,NUTS,2010,ES41,2,0.3629
2012,NUTS,2010,ES41,2,0.3454
2013,NUTS,2010,ES41,2,0.2682
2014,NUTS,2010,ES41,2,0.2697
2015,NUTS,2010,ES41,2,0.2664
2016,NUTS,2010,ES41,2,0.2595
2017,NUTS,2010,ES41,2,0.2908
2018,NUTS,2010,ES41,2,0.3442
2019,NUTS,2010,ES41,2,0.3701
2011,NUTS,2010,ES42,2,0.1472
2012,NUTS,2010,ES42,2,0.1395
2013,NUTS,2010,ES42,2,0.1251
2014,NUTS,2010,ES42,2,0.1354
2015,NUTS,2010,ES42,2,0.1455
2016,NUTS,2010,ES42,2,0.1632
2017,NUTS,2010,ES42,2,0.1707
2018,NUTS,2010,ES42,2,0.1627
2019,NUTS,2010,ES42,2,0.1688
2011,NUTS,2010,ES43,2,0.1078
2012,NUTS,2010,ES43,2,0.1121
2013,NUTS,2010,ES43,2,0.1447
2014,NUTS,2010,ES43,2,0.1188
2015,NUTS,2010,ES43,2,0.1171
2016,NUTS,2010,ES43,2,0.1063
2017,NUTS,2010,ES43,2,0.1339
2018,NUTS,2010,ES43,2,0.1469
2019,NUTS,2010,ES43,2,0.1483
2011,NUTS,2010,ES5,1,0.3743
2012,NUTS,2010,ES5,1,0.3747
2013,NUTS,2010,ES5,1,0.391
2014,NUTS,2010,ES5,1,0.3893
2015,NUTS,2010,ES5,1,0.3934
2016,NUTS,2010,ES5,1,0.4103
2017,NUTS,2010,ES5,1,0.4354
2018,NUTS,2010,ES5,1,0.4797
2019,NUTS,2010,ES5,1,0.4931
2011,NUTS,2010,ES51,2,0.4791
2012,NUTS,2010,ES51,2,0.4933
2013,NUTS,2010,ES51,2,0.5175
2014,NUTS,2010,ES51,2,0.5077
2015,NUTS,2010,ES51,2,0.5291
2016,NUTS,2010,ES51,2,0.5459
2017,NUTS,2010,ES51,2,0.5696
2018,NUTS,2010,ES51,2,0.6286
2019,NUTS,2010,ES51,2,0.6348
2011,NUTS,2010,ES52,2,0.2853
2012,NUTS,2010,ES52,2,0.2665
2013,NUTS,2010,ES52,2,0.2755
2014,NUTS,2010,ES52,2,0.2846
2015,NUTS,2010,ES52,2,0.2679
2016,NUTS,2010,ES52,2,0.2866
2017,NUTS,2010,ES52,2,0.3161
2018,NUTS,2010,ES52,2,0.3425
2019,NUTS,2010,ES52,2,0.3689
2011,NUTS,2010,ES53,2,0.0384
2012,NUTS,2010,ES53,2,0.04
2013,NUTS,2010,ES53,2,0.0357
2014,NUTS,2010,ES53,2,0.0383
2015,NUTS,2010,ES53,2,0.039
2016,NUTS,2010,ES53,2,0.0478
2017,NUTS,2010,ES53,2,0.0516
2018,NUTS,2010,ES53,2,0.0841
2019,NUTS,2010,ES53,2,0.0836
2011,NUTS,2010,ES6,1,0.1649
2012,NUTS,2010,ES6,1,0.1628
2013,NUTS,2010,ES6,1,0.1738
2014,NUTS,2010,ES6,1,0.175
2015,NUTS,2010,ES6,1,0.1707
2016,NUTS,2010,ES6,1,0.1683
2017,NUTS,2010,ES6,1,0.1865
2018,NUTS,2010,ES6,1,0.2102
2019,NUTS,2010,ES6,1,0.2089
2011,NUTS,2010,ES61,2,0.1636
2012,NUTS,2010,ES61,2,0.1555
2013,NUTS,2010,ES61,2,0.1697
2014,NUTS,2010,ES61,2,0.1677
2015,NUTS,2010,ES61,2,0.1572
2016,NUTS,2010,ES61,2,0.153
2017,NUTS,2010,ES61,2,0.1706
2018,NUTS,2010,ES61,2,0.1887
2019,NUTS,2010,ES61,2,0.1857
2011,NUTS,2010,ES62,2,0.1866
2012,NUTS,2010,ES62,2,0.2183
2013,NUTS,2010,ES62,2,0.2136
2014,NUTS,2010,ES62,2,0.2323
2015,NUTS,2010,ES62,2,0.268
2016,NUTS,2010,ES62,2,0.2751
2017,NUTS,2010,ES62,2,0.2952
2018,NUTS,2010,ES62,2,0.3539
2019,NUTS,2010,ES62,2,0.3615
2012,NUTS,2010,ES63,2,0.0126
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0144
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0693
2012,NUTS,2010,ES7,1,0.058
2013,NUTS,2010,ES7,1,0.0421
2014,NUTS,2010,ES7,1,0.038
2015,NUTS,2010,ES7,1,0.0395
2016,NUTS,2010,ES7,1,0.0405
2017,NUTS,2010,ES7,1,0.0443
2018,NUTS,2010,ES7,1,0.0627
2019,NUTS,2010,ES7,1,0.0593
2011,NUTS,2010,ES70,2,0.0693
2012,NUTS,2010,ES70,2,0.058
2013,NUTS,2010,ES70,2,0.0421
2014,NUTS,2010,ES70,2,0.038
2015,NUTS,2010,ES70,2,0.0395
2016,NUTS,2010,ES70,2,0.0405
2017,NUTS,2010,ES70,2,0.0443
2018,NUTS,2010,ES70,2,0.0627
2019,NUTS,2010,ES70,2,0.0593
2011,NUTS,2010,EU27_2020,7,0.3787
2013,NUTS,2010,EU27_2020,7,0.4006
2015,NUTS,2010,EU27_2020,7,0.4319
2017,NUTS,2010,EU27_2020,7,0.5008
2019,NUTS,2010,EU27_2020,7,0.5592
2011,NUTS,2010,FI,0,0.6571
2012,NUTS,2010,FI,0,0.6447
2013,NUTS,2010,FI,0,0.6367
2014,NUTS,2010,FI,0,0.643
2015,NUTS,2010,FI,0,0.6628
2016,NUTS,2010,FI,0,0.6235
2017,NUTS,2010,FI,0,0.6069
2018,NUTS,2010,FI,0,0.6164
2019,NUTS,2010,FI,0,0.6401
2011,NUTS,2010,FR,0,0.493
2012,NUTS,2010,FR,0,0.5227
2013,NUTS,2010,FR,0,0.5369
2014,NUTS,2010,FR,0,0.5367
2016,NUTS,2010,FR,0,0.5742
2017,NUTS,2010,FR,0,0.6184
2011,NUTS,2010,FR1,1,0.9993
2012,NUTS,2010,FR1,1,1.0606
2013,NUTS,2010,FR1,1,1.0737
2011,NUTS,2010,FR10,2,0.9993
2012,NUTS,2010,FR10,2,1.0606
2013,NUTS,2010,FR10,2,1.0737
2011,NUTS,2010,FR2,1,0.291
2012,NUTS,2010,FR2,1,0.3185
2013,NUTS,2010,FR2,1,0.3138
2011,NUTS,2010,FR21,2,0.2107
2012,NUTS,2010,FR21,2,0.2498
2013,NUTS,2010,FR21,2,0.2031
2011,NUTS,2010,FR22,2,0.2686
2012,NUTS,2010,FR22,2,0.3034
2013,NUTS,2010,FR22,2,0.3383
2011,NUTS,2010,FR23,2,0.3324
2012,NUTS,2010,FR23,2,0.3712
2013,NUTS,2010,FR23,2,0.3743
2011,NUTS,2010,FR24,2,0.3663
2012,NUTS,2010,FR24,2,0.3538
2013,NUTS,2010,FR24,2,0.3758
2011,NUTS,2010,FR25,2,0.2248
2012,NUTS,2010,FR25,2,0.2754
2013,NUTS,2010,FR25,2,0.227
2011,NUTS,2010,FR26,2,0.2748
2012,NUTS,2010,FR26,2,0.3126
2013,NUTS,2010,FR26,2,0.2849
2011,NUTS,2010,FR3,1,0.2019
2012,NUTS,2010,FR3,1,0.2042
2013,NUTS,2010,FR3,1,0.2086
2011,NUTS,2010,FR30,2,0.2019
2012,NUTS,2010,FR30,2,0.2042
2013,NUTS,2010,FR30,2,0.2086
2011,NUTS,2010,FR4,1,0.3143
2012,NUTS,2010,FR4,1,0.3012
2013,NUTS,2010,FR4,1,0.316
2011,NUTS,2010,FR41,2,0.2205
2012,NUTS,2010,FR41,2,0.1677
2013,NUTS,2010,FR41,2,0.1964
2011,NUTS,2010,FR42,2,0.3776
2012,NUTS,2010,FR42,2,0.3838
2013,NUTS,2010,FR42,2,0.3904
2011,NUTS,2010,FR43,2,0.3935
2012,NUTS,2010,FR43,2,0.4264
2013,NUTS,2010,FR43,2,0.4212
2011,NUTS,2010,FR5,1,0.3115
2012,NUTS,2010,FR5,1,0.3124
2013,NUTS,2010,FR5,1,0.3337
2011,NUTS,2010,FR51,2,0.3118
2012,NUTS,2010,FR51,2,0.2966
2013,NUTS,2010,FR51,2,0.3308
2011,NUTS,2010,FR52,2,0.3944
2012,NUTS,2010,FR52,2,0.4029
2013,NUTS,2010,FR52,2,0.4042
2011,NUTS,2010,FR53,2,0.1617
2012,NUTS,2010,FR53,2,0.1838
2013,NUTS,2010,FR53,2,0.2112
2011,NUTS,2010,FR6,1,0.497
2012,NUTS,2010,FR6,1,0.5769
2013,NUTS,2010,FR6,1,0.5842
2011,NUTS,2010,FR61,2,0.3113
2012,NUTS,2010,FR61,2,0.3413
2013,NUTS,2010,FR61,2,0.3802
2011,NUTS,2010,FR62,2,0.7737
2012,NUTS,2010,FR62,2,0.9187
2013,NUTS,2010,FR62,2,0.9026
2011,NUTS,2010,FR63,2,0.1736
2012,NUTS,2010,FR63,2,0.2395
2013,NUTS,2010,FR63,2,0.2243
2011,NUTS,2010,FR7,1,0.6253
2012,NUTS,2010,FR7,1,0.6355
2013,NUTS,2010,FR7,1,0.6358
2011,NUTS,2010,FR71,2,0.6634
2012,NUTS,2010,FR71,2,0.665
2013,NUTS,2010,FR71,2,0.673
2011,NUTS,2010,FR72,2,0.4439
2012,NUTS,2010,FR72,2,0.4921
2013,NUTS,2010,FR72,2,0.4506
2011,NUTS,2010,FR8,1,0.4111
2012,NUTS,2010,FR8,1,0.4543
2013,NUTS,2010,FR8,1,0.4873
2011,NUTS,2010,FR81,2,0.3478
2012,NUTS,2010,FR81,2,0.4323
2013,NUTS,2010,FR81,2,0.4308
2011,NUTS,2010,FR82,2,0.4588
2012,NUTS,2010,FR82,2,0.4816
2013,NUTS,2010,FR82,2,0.533
2011,NUTS,2010,FR83,2,0.064
2012,NUTS,2010,FR83,2,0.008
2013,NUTS,2010,FR83,2,0.0185
2011,NUTS,2010,FRA,1,0.0187
2012,NUTS,2010,FRA,1,0.0211
2013,NUTS,2010,FRA,1,0.0209
2011,NUTS,2010,HR,0,0.1427
2012,NUTS,2010,HR,0,0.1441
2013,NUTS,2010,HR,0,0.1383
2014,NUTS,2010,HR,0,0.1427
2015,NUTS,2010,HR,0,0.1499
2016,NUTS,2010,HR,0,0.1679
2017,NUTS,2010,HR,0,0.1796
2018,NUTS,2010,HR,0,0.2324
2019,NUTS,2010,HR,0,0.2636
2020,NUTS,2010,HR,0,0.2925
2011,NUTS,2010,HR0,1,0.1392
2012,NUTS,2010,HR0,1,0.1412
2013,NUTS,2010,HR0,1,0.1363
2014,NUTS,2010,HR0,1,0.1407
2015,NUTS,2010,HR0,1,0.1479
2016,NUTS,2010,HR0,1,0.1662
2017,NUTS,2010,HR0,1,0.1776
2018,NUTS,2010,HR0,1,0.2296
2019,NUTS,2010,HR0,1,0.2597
2020,NUTS,2010,HR0,1,0.2889
2011,NUTS,2010,HR03,2,0.0317
2012,NUTS,2010,HR03,2,0.0344
2013,NUTS,2010,HR03,2,0.0408
2014,NUTS,2010,HR03,2,0.0345
2015,NUTS,2010,HR03,2,0.0364
2016,NUTS,2010,HR03,2,0.0441
2017,NUTS,2010,HR03,2,0.0465
2018,NUTS,2010,HR03,2,0.0454
2019,NUTS,2010,HR03,2,0.0583
2020,NUTS,2010,HR03,2,0.0707
2011,NUTS,2010,HR04,2,0.1882
2012,NUTS,2010,HR04,2,0.19
2013,NUTS,2010,HR04,2,0.1793
2014,NUTS,2010,HR04,2,0.1931
2015,NUTS,2010,HR04,2,0.2031
2016,NUTS,2010,HR04,2,0.224
2017,NUTS,2010,HR04,2,0.2411
2018,NUTS,2010,HR04,2,0.3186
2019,NUTS,2010,HR04,2,0.3556
2011,NUTS,2010,HU,0,0.2577
2012,NUTS,2010,HU,0,0.2831
2013,NUTS,2010,HU,0,0.3038
2014,NUTS,2010,HU,0,0.2911
2015,NUTS,2010,HU,0,0.2731
2016,NUTS,2010,HU,0,0.2561
2017,NUTS,2010,HU,0,0.3008
2018,NUTS,2010,HU,0,0.371
2019,NUTS,2010,HU,0,0.3862
2011,NUTS,2010,HU1,1,0.5554
2012,NUTS,2010,HU1,1,0.5709
2013,NUTS,2010,HU1,1,0.6315
2014,NUTS,2010,HU1,1,0.6353
2015,NUTS,2010,HU1,1,0.6316
2016,NUTS,2010,HU1,1,0.569
2017,NUTS,2010,HU1,1,0.6656
2018,NUTS,2010,HU1,1,0.83
2019,NUTS,2010,HU1,1,0.8512
2011,NUTS,2010,HU10,2,0.5554
2012,NUTS,2010,HU10,2,0.5709
2013,NUTS,2010,HU10,2,0.6315
2014,NUTS,2010,HU10,2,0.6353
2015,NUTS,2010,HU10,2,0.6316
2016,NUTS,2010,HU10,2,0.569
2017,NUTS,2010,HU11,2,0.9863
2018,NUTS,2010,HU11,2,1.2296
2019,NUTS,2010,HU11,2,1.2791
2017,NUTS,2010,HU12,2,0.1626
2018,NUTS,2010,HU12,2,0.2225
2019,NUTS,2010,HU12,2,0.2326
2011,NUTS,2010,HU2,1,0.1338
2012,NUTS,2010,HU2,1,0.1726
2013,NUTS,2010,HU2,1,0.1614
2014,NUTS,2010,HU2,1,0.1379
2015,NUTS,2010,HU2,1,0.1264
2016,NUTS,2010,HU2,1,0.1218
2017,NUTS,2010,HU2,1,0.153
2018,NUTS,2010,HU2,1,0.1854
2019,NUTS,2010,HU2,1,0.1835
2011,NUTS,2010,HU21,2,0.1302
2012,NUTS,2010,HU21,2,0.2151
2013,NUTS,2010,HU21,2,0.1721
2014,NUTS,2010,HU21,2,0.1405
2015,NUTS,2010,HU21,2,0.1509
2016,NUTS,2010,HU21,2,0.1427
2017,NUTS,2010,HU21,2,0.1556
2018,NUTS,2010,HU21,2,0.1711
2019,NUTS,2010,HU21,2,0.197
2011,NUTS,2010,HU22,2,0.143
2012,NUTS,2010,HU22,2,0.129
2013,NUTS,2010,HU22,2,0.1324
2014,NUTS,2010,HU22,2,0.123
2015,NUTS,2010,HU22,2,0.0938
2016,NUTS,2010,HU22,2,0.0858
2017,NUTS,2010,HU22,2,0.1224
2018,NUTS,2010,HU22,2,0.1577
2019,NUTS,2010,HU22,2,0.1756
2011,NUTS,2010,HU23,2,0.1276
2012,NUTS,2010,HU23,2,0.1703
2013,NUTS,2010,HU23,2,0.1822
2014,NUTS,2010,HU23,2,0.152
2015,NUTS,2010,HU23,2,0.1333
2016,NUTS,2010,HU23,2,0.1376
2017,NUTS,2010,HU23,2,0.1859
2018,NUTS,2010,HU23,2,0.2365
2019,NUTS,2010,HU23,2,0.176
2011,NUTS,2010,HU3,1,0.1509
2012,NUTS,2010,HU3,1,0.1677
2013,NUTS,2010,HU3,1,0.1858
2014,NUTS,2010,HU3,1,0.1574
2015,NUTS,2010,HU3,1,0.123
2016,NUTS,2010,HU3,1,0.1282
2017,NUTS,2010,HU3,1,0.1455
2018,NUTS,2010,HU3,1,0.1757
2019,NUTS,2010,HU3,1,0.1857
2011,NUTS,2010,HU31,2,0.1143
2012,NUTS,2010,HU31,2,0.1157
2013,NUTS,2010,HU31,2,0.1887
2014,NUTS,2010,HU31,2,0.1246
2015,NUTS,2010,HU31,2,0.0895
2016,NUTS,2010,HU31,2,0.093
2017,NUTS,2010,HU31,2,0.0943
2018,NUTS,2010,HU31,2,0.1097
2019,NUTS,2010,HU31,2,0.1243
2011,NUTS,2010,HU32,2,0.1444
2012,NUTS,2010,HU32,2,0.1774
2013,NUTS,2010,HU32,2,0.1379
2014,NUTS,2010,HU32,2,0.1337
2015,NUTS,2010,HU32,2,0.1291
2016,NUTS,2010,HU32,2,0.1325
2017,NUTS,2010,HU32,2,0.1473
2018,NUTS,2010,HU32,2,0.1796
2019,NUTS,2010,HU32,2,0.1609
2011,NUTS,2010,HU33,2,0.1907
2012,NUTS,2010,HU33,2,0.202
2013,NUTS,2010,HU33,2,0.2371
2014,NUTS,2010,HU33,2,0.2131
2015,NUTS,2010,HU33,2,0.1447
2016,NUTS,2010,HU33,2,0.1528
2017,NUTS,2010,HU33,2,0.1875
2018,NUTS,2010,HU33,2,0.2298
2019,NUTS,2010,HU33,2,0.2666
2011,NUTS,2010,IE,0,0.4648
2013,NUTS,2010,IE,0,0.5719
2015,NUTS,2010,IE,0,0.6261
2017,NUTS,2010,IE,0,0.6771
2019,NUTS,2010,IE,0,0.6894
2011,NUTS,2010,IE0,1,0.4577
2013,NUTS,2010,IE0,1,0.5625
2015,NUTS,2010,IE0,1,0.6134
2017,NUTS,2010,IE0,1,0.6631
2011,NUTS,2010,IE01,2,0.3945
2013,NUTS,2010,IE01,2,0.3978
2015,NUTS,2010,IE01,2,0.4224
2017,NUTS,2010,IE01,2,1.1214
2011,NUTS,2010,IE02,2,0.479
2013,NUTS,2010,IE02,2,0.6188
2015,NUTS,2010,IE02,2,0.6767
2017,NUTS,2010,IE02,2,0.5985
2011,NUTS,2010,IS,0,0.6256
2013,NUTS,2010,IS,0,0.9167
2015,NUTS,2010,IS,0,1.069
2016,NUTS,2010,IS,0,1.0568
2017,NUTS,2010,IS,0,1.0191
2018,NUTS,2010,IS,0,1.0078
2011,NUTS,2010,IT,0,0.3017
2012,NUTS,2010,IT,0,0.3203
2013,NUTS,2010,IT,0,0.3319
2014,NUTS,2010,IT,0,0.3458
2015,NUTS,2010,IT,0,0.3803
2016,NUTS,2010,IT,0,0.4502
2017,NUTS,2010,IT,0,0.539
2018,NUTS,2010,IT,0,0.6412
2019,NUTS,2010,IT,0,0.6955
2011,NUTS,2010,ITC,1,0.4192
2012,NUTS,2010,ITC,1,0.4401
2013,NUTS,2010,ITC,1,0.4462
2014,NUTS,2010,ITC,1,0.4719
2015,NUTS,2010,ITC,1,0.5108
2016,NUTS,2010,ITC,1,0.5876
2017,NUTS,2010,ITC,1,0.6768
2018,NUTS,2010,ITC,1,0.7909
2019,NUTS,2010,ITC,1,0.8516
2011,NUTS,2010,ITC1,2,0.3647
2012,NUTS,2010,ITC1,2,0.3996
2013,NUTS,2010,ITC1,2,0.4338
2014,NUTS,2010,ITC1,2,0.4587
2015,NUTS,2010,ITC1,2,0.5226
2016,NUTS,2010,ITC1,2,0.5715
2017,NUTS,2010,ITC1,2,0.6399
2018,NUTS,2010,ITC1,2,0.7364
2019,NUTS,2010,ITC1,2,0.7675
2011,NUTS,2010,ITC2,2,0.1579
2012,NUTS,2010,ITC2,2,0.1502
2013,NUTS,2010,ITC2,2,0.1209
2014,NUTS,2010,ITC2,2,0.1164
2015,NUTS,2010,ITC2,2,0.1418
2016,NUTS,2010,ITC2,2,0.1848
2017,NUTS,2010,ITC2,2,0.1667
2018,NUTS,2010,ITC2,2,0.2122
2019,NUTS,2010,ITC2,2,0.1577
2011,NUTS,2010,ITC3,2,0.2455
2012,NUTS,2010,ITC3,2,0.2464
2013,NUTS,2010,ITC3,2,0.2479
2014,NUTS,2010,ITC3,2,0.2439
2015,NUTS,2010,ITC3,2,0.2619
2016,NUTS,2010,ITC3,2,0.3338
2017,NUTS,2010,ITC3,2,0.3401
2018,NUTS,2010,ITC3,2,0.3755
2019,NUTS,2010,ITC3,2,0.4653
2011,NUTS,2010,ITC4,2,0.4761
2012,NUTS,2010,ITC4,2,0.4926
2013,NUTS,2010,ITC4,2,0.4858
2014,NUTS,2010,ITC4,2,0.5166
2015,NUTS,2010,ITC4,2,0.5482
2016,NUTS,2010,ITC4,2,0.6372
2017,NUTS,2010,ITC4,2,0.7481
2018,NUTS,2010,ITC4,2,0.8837
2019,NUTS,2010,ITC4,2,0.954
2011,NUTS,2010,ITF,1,0.0975
2012,NUTS,2010,ITF,1,0.111
2013,NUTS,2010,ITF,1,0.1349
2014,NUTS,2010,ITF,1,0.1376
2015,NUTS,2010,ITF,1,0.1676
2016,NUTS,2010,ITF,1,0.1793
2017,NUTS,2010,ITF,1,0.2617
