year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_t_fte_total
2008,NUTS,2010,PL51,2,4691.0
2009,NUTS,2010,PL51,2,4486.0
2010,NUTS,2010,PL51,2,4010.0
2012,NUTS,2010,PL51,2,4811.0
2013,NUTS,2010,PL51,2,4817.0
2014,NUTS,2010,PL51,2,4895.0
2015,NUTS,2010,PL51,2,4949.0
2016,NUTS,2010,PL51,2,4550.0
2017,NUTS,2010,PL51,2,6070.0
2018,NUTS,2010,PL51,2,6224.0
2019,NUTS,2010,PL51,2,6097.0
2007,NUTS,2010,PL52,2,733.0
2008,NUTS,2010,PL52,2,684.0
2009,NUTS,2010,PL52,2,704.0
2012,NUTS,2010,PL52,2,723.0
2013,NUTS,2010,PL52,2,594.0
2014,NUTS,2010,PL52,2,624.0
2015,NUTS,2010,PL52,2,645.0
2016,NUTS,2010,PL52,2,555.0
2017,NUTS,2010,PL52,2,716.0
2018,NUTS,2010,PL52,2,756.0
2019,NUTS,2010,PL52,2,848.0
2000,NUTS,2010,PL6,1,6609.0
2001,NUTS,2010,PL6,1,6655.0
2002,NUTS,2010,PL6,1,6237.0
2003,NUTS,2010,PL6,1,6015.0
2004,NUTS,2010,PL6,1,6316.0
2005,NUTS,2010,PL6,1,6681.0
2006,NUTS,2010,PL6,1,6220.0
2007,NUTS,2010,PL6,1,6126.0
2008,NUTS,2010,PL6,1,6253.0
2009,NUTS,2010,PL6,1,5797.0
2010,NUTS,2010,PL6,1,6150.0
2011,NUTS,2010,PL6,1,6107.0
2012,NUTS,2010,PL6,1,6170.0
2013,NUTS,2010,PL6,1,6013.0
2014,NUTS,2010,PL6,1,6031.0
2015,NUTS,2010,PL6,1,6027.0
2016,NUTS,2010,PL6,1,6453.0
2017,NUTS,2010,PL6,1,8614.0
2018,NUTS,2010,PL6,1,9539.0
2019,NUTS,2010,PL6,1,9506.0
2005,NUTS,2010,PL61,2,2231.0
2006,NUTS,2010,PL61,2,2311.0
2007,NUTS,2010,PL61,2,2481.0
2008,NUTS,2010,PL61,2,2581.0
2009,NUTS,2010,PL61,2,2028.0
2012,NUTS,2010,PL61,2,2162.0
2013,NUTS,2010,PL61,2,2091.0
2014,NUTS,2010,PL61,2,2079.0
2015,NUTS,2010,PL61,2,2167.0
2016,NUTS,2010,PL61,2,1932.0
2018,NUTS,2010,PL61,2,3728.0
2005,NUTS,2010,PL62,2,943.0
2006,NUTS,2010,PL62,2,927.0
2007,NUTS,2010,PL62,2,901.0
2008,NUTS,2010,PL62,2,1021.0
2012,NUTS,2010,PL62,2,1075.0
2013,NUTS,2010,PL62,2,1002.0
2014,NUTS,2010,PL62,2,1102.0
2015,NUTS,2010,PL62,2,1020.0
2016,NUTS,2010,PL62,2,1164.0
2000,NUTS,2010,PL63,2,3225.0
2001,NUTS,2010,PL63,2,3057.0
2002,NUTS,2010,PL63,2,2968.0
2003,NUTS,2010,PL63,2,2959.0
2004,NUTS,2010,PL63,2,3180.0
2005,NUTS,2010,PL63,2,3507.0
2006,NUTS,2010,PL63,2,2982.0
2007,NUTS,2010,PL63,2,2744.0
2008,NUTS,2010,PL63,2,2651.0
2009,NUTS,2010,PL63,2,2796.0
2010,NUTS,2010,PL63,2,2877.0
2011,NUTS,2010,PL63,2,2889.0
2012,NUTS,2010,PL63,2,2933.0
2013,NUTS,2010,PL63,2,2920.0
2014,NUTS,2010,PL63,2,2850.0
2015,NUTS,2010,PL63,2,2841.0
2016,NUTS,2010,PL63,2,3357.0
2017,NUTS,2010,PL63,2,4366.0
2019,NUTS,2010,PL63,2,4288.0
2017,NUTS,2010,PL7,1,4437.0
2018,NUTS,2010,PL7,1,4177.0
2019,NUTS,2010,PL7,1,5091.0
2016,NUTS,2010,PL71,2,3351.0
2017,NUTS,2010,PL71,2,3850.0
2018,NUTS,2010,PL71,2,3435.0
2019,NUTS,2010,PL71,2,4266.0
2017,NUTS,2010,PL72,2,587.0
2018,NUTS,2010,PL72,2,742.0
2019,NUTS,2010,PL72,2,825.0
2016,NUTS,2010,PL8,1,5765.0
2017,NUTS,2010,PL8,1,6669.0
2018,NUTS,2010,PL8,1,8513.0
2019,NUTS,2010,PL8,1,8945.0
2016,NUTS,2010,PL81,2,3117.0
2017,NUTS,2010,PL81,2,3640.0
2019,NUTS,2010,PL81,2,5865.0
2016,NUTS,2010,PL82,2,1501.0
2017,NUTS,2010,PL82,2,1536.0
2016,NUTS,2010,PL84,2,1147.0
2017,NUTS,2010,PL84,2,1493.0
2016,NUTS,2010,PL9,1,13208.0
2017,NUTS,2010,PL9,1,17342.0
2018,NUTS,2010,PL9,1,18018.0
2019,NUTS,2010,PL9,1,18576.0
2016,NUTS,2010,PL91,2,12700.0
2017,NUTS,2010,PL91,2,16799.0
2018,NUTS,2010,PL91,2,17428.0
2019,NUTS,2010,PL91,2,17956.0
2016,NUTS,2010,PL92,2,508.0
2017,NUTS,2010,PL92,2,543.0
2018,NUTS,2010,PL92,2,589.0
2019,NUTS,2010,PL92,2,621.0
2007,NUTS,2010,PLZ,1,42595.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,2330.0
1983,NUTS,2010,PT,0,2565.0
1984,NUTS,2010,PT,0,2799.0
1985,NUTS,2010,PT,0,3299.0
1986,NUTS,2010,PT,0,3799.0
1987,NUTS,2010,PT,0,3991.0
1988,NUTS,2010,PT,0,4182.0
1989,NUTS,2010,PT,0,4511.0
1990,NUTS,2010,PT,0,4840.0
1991,NUTS,2010,PT,0,5544.0
1992,NUTS,2010,PT,0,6249.0
1993,NUTS,2010,PT,0,6326.0
1994,NUTS,2010,PT,0,6405.0
1995,NUTS,2010,PT,0,6484.0
1996,NUTS,2010,PT,0,7463.0
1997,NUTS,2010,PT,0,8442.0
1998,NUTS,2010,PT,0,8814.0
1999,NUTS,2010,PT,0,9187.0
2000,NUTS,2010,PT,0,9680.0
2001,NUTS,2010,PT,0,10173.0
2002,NUTS,2010,PT,0,10660.0
2003,NUTS,2010,PT,0,11147.0
2004,NUTS,2010,PT,0,11414.0
2005,NUTS,2010,PT,0,11680.0
2006,NUTS,2010,PT,0,12854.0
2007,NUTS,2010,PT,0,14027.0
2008,NUTS,2010,PT,0,24412.0
2009,NUTS,2010,PT,0,24965.0
2010,NUTS,2010,PT,0,25092.0
2011,NUTS,2010,PT,0,24491.0
2012,NUTS,2010,PT,0,24513.0
2013,NUTS,2010,PT,0,27753.0
2014,NUTS,2010,PT,0,26870.0
2015,NUTS,2010,PT,0,27001.0
2016,NUTS,2010,PT,0,28265.0
2017,NUTS,2010,PT,0,30078.0
2018,NUTS,2010,PT,0,31451.0
2019,NUTS,2010,PT,0,31556.0
2020,NUTS,2010,PT,0,31505.0
1988,NUTS,2010,PT1,1,4123.0
1990,NUTS,2010,PT1,1,4746.0
1992,NUTS,2010,PT1,1,6158.0
1995,NUTS,2010,PT1,1,6285.0
1997,NUTS,2010,PT1,1,8212.0
1999,NUTS,2010,PT1,1,8914.0
2000,NUTS,2010,PT1,1,9382.0
2001,NUTS,2010,PT1,1,9851.0
2002,NUTS,2010,PT1,1,10359.0
2003,NUTS,2010,PT1,1,10867.0
2004,NUTS,2010,PT1,1,11138.0
2005,NUTS,2010,PT1,1,11410.0
2006,NUTS,2010,PT1,1,12560.0
2007,NUTS,2010,PT1,1,13710.0
2008,NUTS,2010,PT1,1,23909.0
2009,NUTS,2010,PT1,1,24562.0
2010,NUTS,2010,PT1,1,24705.0
2011,NUTS,2010,PT1,1,24123.0
2012,NUTS,2010,PT1,1,24179.0
2013,NUTS,2010,PT1,1,27317.0
2014,NUTS,2010,PT1,1,26424.0
2015,NUTS,2010,PT1,1,26570.0
2016,NUTS,2010,PT1,1,27820.0
2017,NUTS,2010,PT1,1,29595.0
2018,NUTS,2010,PT1,1,30954.0
2019,NUTS,2010,PT1,1,31094.0
2020,NUTS,2010,PT1,1,31053.0
1988,NUTS,2010,PT11,2,1132.0
1990,NUTS,2010,PT11,2,1244.0
1992,NUTS,2010,PT11,2,1623.0
1995,NUTS,2010,PT11,2,1854.0
1997,NUTS,2010,PT11,2,2157.0
1999,NUTS,2010,PT11,2,2314.0
2000,NUTS,2010,PT11,2,2374.0
2001,NUTS,2010,PT11,2,2433.0
2002,NUTS,2010,PT11,2,2706.0
2003,NUTS,2010,PT11,2,2978.0
2004,NUTS,2010,PT11,2,3047.0
2005,NUTS,2010,PT11,2,3115.0
2006,NUTS,2010,PT11,2,3434.0
2007,NUTS,2010,PT11,2,3752.0
2008,NUTS,2010,PT11,2,6536.0
2009,NUTS,2010,PT11,2,7164.0
2010,NUTS,2010,PT11,2,7146.0
2011,NUTS,2010,PT11,2,7518.0
2012,NUTS,2010,PT11,2,7236.0
2013,NUTS,2010,PT11,2,8857.0
2014,NUTS,2010,PT11,2,8564.0
2015,NUTS,2010,PT11,2,8458.0
2016,NUTS,2010,PT11,2,9070.0
2017,NUTS,2010,PT11,2,9628.0
2018,NUTS,2010,PT11,2,10186.0
2019,NUTS,2010,PT11,2,10336.0
2020,NUTS,2010,PT11,2,10801.0
1988,NUTS,2010,PT15,2,31.0
1990,NUTS,2010,PT15,2,43.0
1992,NUTS,2010,PT15,2,96.0
1995,NUTS,2010,PT15,2,153.0
1997,NUTS,2010,PT15,2,270.0
1999,NUTS,2010,PT15,2,267.0
2000,NUTS,2010,PT15,2,301.0
2001,NUTS,2010,PT15,2,336.0
2002,NUTS,2010,PT15,2,355.0
2003,NUTS,2010,PT15,2,374.0
2004,NUTS,2010,PT15,2,372.0
2005,NUTS,2010,PT15,2,370.0
2006,NUTS,2010,PT15,2,423.0
2007,NUTS,2010,PT15,2,477.0
2008,NUTS,2010,PT15,2,861.0
2009,NUTS,2010,PT15,2,843.0
2010,NUTS,2010,PT15,2,711.0
2011,NUTS,2010,PT15,2,719.0
2012,NUTS,2010,PT15,2,632.0
2013,NUTS,2010,PT15,2,622.0
2014,NUTS,2010,PT15,2,686.0
2015,NUTS,2010,PT15,2,664.0
2016,NUTS,2010,PT15,2,683.0
2017,NUTS,2010,PT15,2,613.0
2018,NUTS,2010,PT15,2,647.0
2019,NUTS,2010,PT15,2,712.0
2020,NUTS,2010,PT15,2,675.0
2000,NUTS,2010,PT16,2,2097.0
2001,NUTS,2010,PT16,2,2253.0
2002,NUTS,2010,PT16,2,2313.0
2003,NUTS,2010,PT16,2,2373.0
2004,NUTS,2010,PT16,2,2430.0
2005,NUTS,2010,PT16,2,2488.0
2006,NUTS,2010,PT16,2,2749.0
2007,NUTS,2010,PT16,2,3011.0
2008,NUTS,2010,PT16,2,5298.0
2009,NUTS,2010,PT16,2,5046.0
2010,NUTS,2010,PT16,2,5226.0
2011,NUTS,2010,PT16,2,5120.0
2012,NUTS,2010,PT16,2,5172.0
2013,NUTS,2010,PT16,2,5595.0
2014,NUTS,2010,PT16,2,5248.0
2015,NUTS,2010,PT16,2,5146.0
2016,NUTS,2010,PT16,2,5325.0
2017,NUTS,2010,PT16,2,5755.0
2018,NUTS,2010,PT16,2,6120.0
2019,NUTS,2010,PT16,2,6071.0
2020,NUTS,2010,PT16,2,5983.0
2000,NUTS,2010,PT17,2,4222.0
2001,NUTS,2010,PT17,2,4416.0
2002,NUTS,2010,PT17,2,4519.0
2003,NUTS,2010,PT17,2,4623.0
2004,NUTS,2010,PT17,2,4784.0
2005,NUTS,2010,PT17,2,4945.0
2006,NUTS,2010,PT17,2,5429.0
2007,NUTS,2010,PT17,2,5913.0
2008,NUTS,2010,PT17,2,10307.0
2009,NUTS,2010,PT17,2,10619.0
2010,NUTS,2010,PT17,2,10871.0
2011,NUTS,2010,PT17,2,10069.0
2012,NUTS,2010,PT17,2,10440.0
2013,NUTS,2010,PT17,2,11601.0
2014,NUTS,2010,PT17,2,11344.0
2015,NUTS,2010,PT17,2,11668.0
2016,NUTS,2010,PT17,2,12066.0
2017,NUTS,2010,PT17,2,12866.0
2018,NUTS,2010,PT17,2,13254.0
2019,NUTS,2010,PT17,2,13226.0
2020,NUTS,2010,PT17,2,12879.0
2000,NUTS,2010,PT18,2,389.0
2001,NUTS,2010,PT18,2,414.0
2002,NUTS,2010,PT18,2,466.0
2003,NUTS,2010,PT18,2,519.0
2004,NUTS,2010,PT18,2,506.0
2005,NUTS,2010,PT18,2,492.0
2006,NUTS,2010,PT18,2,524.0
2007,NUTS,2010,PT18,2,556.0
2008,NUTS,2010,PT18,2,906.0
2009,NUTS,2010,PT18,2,889.0
2010,NUTS,2010,PT18,2,751.0
2011,NUTS,2010,PT18,2,698.0
2012,NUTS,2010,PT18,2,699.0
2013,NUTS,2010,PT18,2,643.0
2014,NUTS,2010,PT18,2,582.0
2015,NUTS,2010,PT18,2,635.0
2016,NUTS,2010,PT18,2,676.0
2017,NUTS,2010,PT18,2,732.0
2018,NUTS,2010,PT18,2,746.0
2019,NUTS,2010,PT18,2,749.0
2020,NUTS,2010,PT18,2,716.0
1988,NUTS,2010,PT2,1,53.0
1990,NUTS,2010,PT2,1,86.0
1992,NUTS,2010,PT2,1,72.0
1995,NUTS,2010,PT2,1,149.0
1997,NUTS,2010,PT2,1,151.0
1999,NUTS,2010,PT2,1,199.0
2000,NUTS,2010,PT2,1,226.0
2001,NUTS,2010,PT2,1,252.0
2002,NUTS,2010,PT2,1,228.0
2003,NUTS,2010,PT2,1,205.0
2004,NUTS,2010,PT2,1,195.0
2005,NUTS,2010,PT2,1,185.0
2006,NUTS,2010,PT2,1,187.0
2007,NUTS,2010,PT2,1,189.0
2008,NUTS,2010,PT2,1,289.0
2009,NUTS,2010,PT2,1,247.0
2010,NUTS,2010,PT2,1,215.0
2011,NUTS,2010,PT2,1,242.0
2012,NUTS,2010,PT2,1,200.0
2013,NUTS,2010,PT2,1,251.0
2014,NUTS,2010,PT2,1,252.0
2015,NUTS,2010,PT2,1,234.0
2016,NUTS,2010,PT2,1,236.0
2017,NUTS,2010,PT2,1,270.0
2018,NUTS,2010,PT2,1,263.0
2019,NUTS,2010,PT2,1,256.0
2020,NUTS,2010,PT2,1,248.0
1988,NUTS,2010,PT20,2,53.0
1990,NUTS,2010,PT20,2,86.0
1992,NUTS,2010,PT20,2,72.0
1995,NUTS,2010,PT20,2,149.0
1997,NUTS,2010,PT20,2,151.0
1999,NUTS,2010,PT20,2,199.0
2000,NUTS,2010,PT20,2,226.0
2001,NUTS,2010,PT20,2,252.0
2002,NUTS,2010,PT20,2,228.0
2003,NUTS,2010,PT20,2,205.0
2004,NUTS,2010,PT20,2,195.0
2005,NUTS,2010,PT20,2,185.0
2006,NUTS,2010,PT20,2,187.0
2007,NUTS,2010,PT20,2,189.0
2008,NUTS,2010,PT20,2,289.0
2009,NUTS,2010,PT20,2,247.0
2010,NUTS,2010,PT20,2,215.0
2011,NUTS,2010,PT20,2,242.0
2012,NUTS,2010,PT20,2,200.0
2013,NUTS,2010,PT20,2,251.0
2014,NUTS,2010,PT20,2,252.0
2015,NUTS,2010,PT20,2,234.0
2016,NUTS,2010,PT20,2,236.0
2017,NUTS,2010,PT20,2,270.0
2018,NUTS,2010,PT20,2,263.0
2019,NUTS,2010,PT20,2,256.0
2020,NUTS,2010,PT20,2,248.0
1988,NUTS,2010,PT3,1,6.0
1990,NUTS,2010,PT3,1,9.0
1992,NUTS,2010,PT3,1,18.0
1995,NUTS,2010,PT3,1,50.0
1997,NUTS,2010,PT3,1,80.0
1999,NUTS,2010,PT3,1,74.0
2000,NUTS,2010,PT3,1,72.0
2001,NUTS,2010,PT3,1,70.0
2002,NUTS,2010,PT3,1,73.0
2003,NUTS,2010,PT3,1,75.0
2004,NUTS,2010,PT3,1,80.0
2005,NUTS,2010,PT3,1,86.0
2006,NUTS,2010,PT3,1,107.0
2007,NUTS,2010,PT3,1,129.0
2008,NUTS,2010,PT3,1,214.0
2009,NUTS,2010,PT3,1,156.0
2010,NUTS,2010,PT3,1,171.0
2011,NUTS,2010,PT3,1,127.0
2012,NUTS,2010,PT3,1,134.0
2013,NUTS,2010,PT3,1,184.0
2014,NUTS,2010,PT3,1,194.0
2015,NUTS,2010,PT3,1,198.0
2016,NUTS,2010,PT3,1,209.0
2017,NUTS,2010,PT3,1,213.0
2018,NUTS,2010,PT3,1,233.0
2019,NUTS,2010,PT3,1,207.0
2020,NUTS,2010,PT3,1,203.0
1988,NUTS,2010,PT30,2,6.0
1990,NUTS,2010,PT30,2,9.0
1992,NUTS,2010,PT30,2,18.0
1995,NUTS,2010,PT30,2,50.0
1997,NUTS,2010,PT30,2,80.0
1999,NUTS,2010,PT30,2,74.0
2000,NUTS,2010,PT30,2,72.0
2001,NUTS,2010,PT30,2,70.0
2002,NUTS,2010,PT30,2,73.0
2003,NUTS,2010,PT30,2,75.0
2004,NUTS,2010,PT30,2,80.0
2005,NUTS,2010,PT30,2,86.0
2006,NUTS,2010,PT30,2,107.0
2007,NUTS,2010,PT30,2,129.0
2008,NUTS,2010,PT30,2,214.0
2009,NUTS,2010,PT30,2,156.0
2010,NUTS,2010,PT30,2,171.0
2011,NUTS,2010,PT30,2,127.0
2012,NUTS,2010,PT30,2,134.0
2013,NUTS,2010,PT30,2,184.0
2014,NUTS,2010,PT30,2,194.0
2015,NUTS,2010,PT30,2,198.0
2016,NUTS,2010,PT30,2,209.0
2017,NUTS,2010,PT30,2,213.0
2018,NUTS,2010,PT30,2,233.0
2019,NUTS,2010,PT30,2,207.0
2020,NUTS,2010,PT30,2,203.0
1993,NUTS,2010,RO,0,1991.0
1994,NUTS,2010,RO,0,1755.0
1995,NUTS,2010,RO,0,2349.0
1996,NUTS,2010,RO,0,3554.0
1997,NUTS,2010,RO,0,4318.0
1998,NUTS,2010,RO,0,5826.0
1999,NUTS,2010,RO,0,3315.0
2000,NUTS,2010,RO,0,3780.0
2001,NUTS,2010,RO,0,4288.0
2002,NUTS,2010,RO,0,5470.0
2003,NUTS,2010,RO,0,6537.0
2004,NUTS,2010,RO,0,6917.0
2005,NUTS,2010,RO,0,6803.0
2006,NUTS,2010,RO,0,7101.0
2007,NUTS,2010,RO,0,6931.0
2008,NUTS,2010,RO,0,8433.0
2009,NUTS,2010,RO,0,8824.0
2010,NUTS,2010,RO,0,9054.0
2011,NUTS,2010,RO,0,8879.0
2012,NUTS,2010,RO,0,8710.0
2013,NUTS,2010,RO,0,9523.0
2014,NUTS,2010,RO,0,8966.0
2015,NUTS,2010,RO,0,9008.0
2016,NUTS,2010,RO,0,8627.0
2017,NUTS,2010,RO,0,8416.0
2018,NUTS,2010,RO,0,7695.0
2019,NUTS,2010,RO,0,7600.0
2020,NUTS,2010,RO,0,8862.0
2001,NUTS,2010,RO1,1,990.0
2002,NUTS,2010,RO1,1,1559.0
2003,NUTS,2010,RO1,1,1059.0
2004,NUTS,2010,RO1,1,1554.0
2005,NUTS,2010,RO1,1,1180.0
2006,NUTS,2010,RO1,1,1550.0
2007,NUTS,2010,RO1,1,1891.0
2008,NUTS,2010,RO1,1,2364.0
2009,NUTS,2010,RO1,1,2322.0
2010,NUTS,2010,RO1,1,2809.0
2011,NUTS,2010,RO1,1,2792.0
2012,NUTS,2010,RO1,1,2567.0
2013,NUTS,2010,RO1,1,2358.0
2014,NUTS,2010,RO1,1,2226.0
2015,NUTS,2010,RO1,1,2071.0
2016,NUTS,2010,RO1,1,2005.0
2017,NUTS,2010,RO1,1,1996.0
2018,NUTS,2010,RO1,1,2311.0
2019,NUTS,2010,RO1,1,2437.0
2001,NUTS,2010,RO11,2,879.0
2002,NUTS,2010,RO11,2,1235.0
2003,NUTS,2010,RO11,2,500.0
2004,NUTS,2010,RO11,2,998.0
2005,NUTS,2010,RO11,2,738.0
2006,NUTS,2010,RO11,2,1099.0
2007,NUTS,2010,RO11,2,1335.0
2008,NUTS,2010,RO11,2,1535.0
2009,NUTS,2010,RO11,2,1550.0
2010,NUTS,2010,RO11,2,1472.0
2011,NUTS,2010,RO11,2,1084.0
2012,NUTS,2010,RO11,2,881.0
2013,NUTS,2010,RO11,2,827.0
2014,NUTS,2010,RO11,2,1034.0
2015,NUTS,2010,RO11,2,851.0
2016,NUTS,2010,RO11,2,807.0
2017,NUTS,2010,RO11,2,763.0
2018,NUTS,2010,RO11,2,828.0
2019,NUTS,2010,RO11,2,911.0
2001,NUTS,2010,RO12,2,111.0
2002,NUTS,2010,RO12,2,324.0
2003,NUTS,2010,RO12,2,559.0
2004,NUTS,2010,RO12,2,556.0
2005,NUTS,2010,RO12,2,442.0
2006,NUTS,2010,RO12,2,451.0
2007,NUTS,2010,RO12,2,556.0
2008,NUTS,2010,RO12,2,829.0
2009,NUTS,2010,RO12,2,772.0
2010,NUTS,2010,RO12,2,1337.0
2011,NUTS,2010,RO12,2,1708.0
2012,NUTS,2010,RO12,2,1686.0
2013,NUTS,2010,RO12,2,1531.0
2014,NUTS,2010,RO12,2,1192.0
2015,NUTS,2010,RO12,2,1220.0
2016,NUTS,2010,RO12,2,1198.0
2017,NUTS,2010,RO12,2,1233.0
2018,NUTS,2010,RO12,2,1483.0
2019,NUTS,2010,RO12,2,1526.0
2001,NUTS,2010,RO2,1,1435.0
2002,NUTS,2010,RO2,1,1248.0
2003,NUTS,2010,RO2,1,990.0
2004,NUTS,2010,RO2,1,1135.0
2005,NUTS,2010,RO2,1,833.0
2006,NUTS,2010,RO2,1,1042.0
2007,NUTS,2010,RO2,1,1328.0
2008,NUTS,2010,RO2,1,1593.0
2009,NUTS,2010,RO2,1,1600.0
2010,NUTS,2010,RO2,1,1181.0
2011,NUTS,2010,RO2,1,1127.0
2012,NUTS,2010,RO2,1,1253.0
2013,NUTS,2010,RO2,1,1313.0
2014,NUTS,2010,RO2,1,1381.0
2015,NUTS,2010,RO2,1,1416.0
2016,NUTS,2010,RO2,1,1392.0
2017,NUTS,2010,RO2,1,1430.0
2018,NUTS,2010,RO2,1,1386.0
2019,NUTS,2010,RO2,1,1405.0
2001,NUTS,2010,RO21,2,1265.0
2002,NUTS,2010,RO21,2,1068.0
2003,NUTS,2010,RO21,2,810.0
2004,NUTS,2010,RO21,2,876.0
2005,NUTS,2010,RO21,2,647.0
2006,NUTS,2010,RO21,2,802.0
2007,NUTS,2010,RO21,2,998.0
2008,NUTS,2010,RO21,2,1371.0
2009,NUTS,2010,RO21,2,1237.0
2010,NUTS,2010,RO21,2,919.0
2011,NUTS,2010,RO21,2,847.0
2012,NUTS,2010,RO21,2,963.0
2013,NUTS,2010,RO21,2,1061.0
2014,NUTS,2010,RO21,2,1151.0
2015,NUTS,2010,RO21,2,1158.0
2016,NUTS,2010,RO21,2,1050.0
2017,NUTS,2010,RO21,2,1026.0
2018,NUTS,2010,RO21,2,907.0
2019,NUTS,2010,RO21,2,997.0
2001,NUTS,2010,RO22,2,170.0
2002,NUTS,2010,RO22,2,180.0
2003,NUTS,2010,RO22,2,180.0
2004,NUTS,2010,RO22,2,259.0
2005,NUTS,2010,RO22,2,186.0
2006,NUTS,2010,RO22,2,240.0
2007,NUTS,2010,RO22,2,330.0
2008,NUTS,2010,RO22,2,222.0
2009,NUTS,2010,RO22,2,363.0
2010,NUTS,2010,RO22,2,262.0
2011,NUTS,2010,RO22,2,280.0
2012,NUTS,2010,RO22,2,290.0
2013,NUTS,2010,RO22,2,252.0
2014,NUTS,2010,RO22,2,230.0
2015,NUTS,2010,RO22,2,258.0
2016,NUTS,2010,RO22,2,342.0
2017,NUTS,2010,RO22,2,404.0
2018,NUTS,2010,RO22,2,479.0
2019,NUTS,2010,RO22,2,408.0
2001,NUTS,2010,RO3,1,1326.0
2002,NUTS,2010,RO3,1,1810.0
2003,NUTS,2010,RO3,1,3122.0
2004,NUTS,2010,RO3,1,2891.0
2005,NUTS,2010,RO3,1,4022.0
2006,NUTS,2010,RO3,1,3491.0
2007,NUTS,2010,RO3,1,2644.0
2008,NUTS,2010,RO3,1,3499.0
2009,NUTS,2010,RO3,1,3569.0
2010,NUTS,2010,RO3,1,3234.0
2011,NUTS,2010,RO3,1,2175.0
2012,NUTS,2010,RO3,1,2398.0
2013,NUTS,2010,RO3,1,3208.0
2014,NUTS,2010,RO3,1,2899.0
2015,NUTS,2010,RO3,1,3449.0
2016,NUTS,2010,RO3,1,3349.0
2017,NUTS,2010,RO3,1,3125.0
2018,NUTS,2010,RO3,1,2942.0
2019,NUTS,2010,RO3,1,2791.0
2001,NUTS,2010,RO31,2,15.0
2002,NUTS,2010,RO31,2,93.0
2003,NUTS,2010,RO31,2,273.0
2004,NUTS,2010,RO31,2,247.0
2005,NUTS,2010,RO31,2,222.0
2006,NUTS,2010,RO31,2,328.0
2007,NUTS,2010,RO31,2,361.0
2008,NUTS,2010,RO31,2,292.0
2009,NUTS,2010,RO31,2,305.0
2010,NUTS,2010,RO31,2,259.0
2011,NUTS,2010,RO31,2,206.0
2012,NUTS,2010,RO31,2,211.0
2013,NUTS,2010,RO31,2,207.0
2014,NUTS,2010,RO31,2,200.0
2015,NUTS,2010,RO31,2,221.0
2016,NUTS,2010,RO31,2,220.0
2017,NUTS,2010,RO31,2,152.0
2018,NUTS,2010,RO31,2,162.0
2019,NUTS,2010,RO31,2,162.0
2001,NUTS,2010,RO32,2,1311.0
2002,NUTS,2010,RO32,2,1717.0
2003,NUTS,2010,RO32,2,2849.0
2004,NUTS,2010,RO32,2,2644.0
2005,NUTS,2010,RO32,2,3800.0
2006,NUTS,2010,RO32,2,3163.0
2007,NUTS,2010,RO32,2,2283.0
2008,NUTS,2010,RO32,2,3207.0
2009,NUTS,2010,RO32,2,3264.0
2010,NUTS,2010,RO32,2,2975.0
2011,NUTS,2010,RO32,2,1969.0
2012,NUTS,2010,RO32,2,2187.0
2013,NUTS,2010,RO32,2,3001.0
2014,NUTS,2010,RO32,2,2699.0
2015,NUTS,2010,RO32,2,3228.0
2016,NUTS,2010,RO32,2,3129.0
