year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_fte_rse_pnp_f
2004,NUTS,2010,ITC2,2,0.0468
2005,NUTS,2010,ITC2,2,0.0255
2007,NUTS,2010,ITC2,2,0.0551
2008,NUTS,2010,ITC2,2,0.0257
2009,NUTS,2010,ITC2,2,0.0336
2010,NUTS,2010,ITC2,2,0.0436
2011,NUTS,2010,ITC2,2,0.0274
2012,NUTS,2010,ITC2,2,0.0386
2013,NUTS,2010,ITC2,2,0.049
2014,NUTS,2010,ITC2,2,0.0258
2015,NUTS,2010,ITC2,2,0.0312
2016,NUTS,2010,ITC2,2,0.0242
2017,NUTS,2010,ITC2,2,0.0263
2018,NUTS,2010,ITC2,2,0.0326
2019,NUTS,2010,ITC2,2,0.0533
2003,NUTS,2010,ITC3,2,0.0043
2004,NUTS,2010,ITC3,2,0.0095
2005,NUTS,2010,ITC3,2,0.009
2007,NUTS,2010,ITC3,2,0.0218
2008,NUTS,2010,ITC3,2,0.0226
2009,NUTS,2010,ITC3,2,0.0133
2010,NUTS,2010,ITC3,2,0.0124
2011,NUTS,2010,ITC3,2,0.0194
2012,NUTS,2010,ITC3,2,0.0189
2013,NUTS,2010,ITC3,2,0.0195
2014,NUTS,2010,ITC3,2,0.0172
2015,NUTS,2010,ITC3,2,0.0195
2016,NUTS,2010,ITC3,2,0.0198
2017,NUTS,2010,ITC3,2,0.0174
2018,NUTS,2010,ITC3,2,0.0182
2019,NUTS,2010,ITC3,2,0.0297
2003,NUTS,2010,ITC4,2,0.0317
2004,NUTS,2010,ITC4,2,0.0251
2005,NUTS,2010,ITC4,2,0.0244
2007,NUTS,2010,ITC4,2,0.0455
2008,NUTS,2010,ITC4,2,0.045
2009,NUTS,2010,ITC4,2,0.0498
2010,NUTS,2010,ITC4,2,0.0526
2011,NUTS,2010,ITC4,2,0.0474
2012,NUTS,2010,ITC4,2,0.0454
2013,NUTS,2010,ITC4,2,0.0493
2014,NUTS,2010,ITC4,2,0.0427
2015,NUTS,2010,ITC4,2,0.0475
2016,NUTS,2010,ITC4,2,0.054
2017,NUTS,2010,ITC4,2,0.035
2018,NUTS,2010,ITC4,2,0.0348
2019,NUTS,2010,ITC4,2,0.0387
2003,NUTS,2010,ITF,1,0.0038
2004,NUTS,2010,ITF,1,0.0039
2005,NUTS,2010,ITF,1,0.01
2007,NUTS,2010,ITF,1,0.0121
2008,NUTS,2010,ITF,1,0.012
2009,NUTS,2010,ITF,1,0.0128
2010,NUTS,2010,ITF,1,0.0064
2011,NUTS,2010,ITF,1,0.0074
2012,NUTS,2010,ITF,1,0.007
2013,NUTS,2010,ITF,1,0.0074
2014,NUTS,2010,ITF,1,0.0142
2017,NUTS,2010,ITF,1,0.0112
2018,NUTS,2010,ITF,1,0.0117
2019,NUTS,2010,ITF,1,0.0122
2003,NUTS,2010,ITF1,2,0.0022
2004,NUTS,2010,ITF1,2,0.0022
2005,NUTS,2010,ITF1,2,0.0026
2007,NUTS,2010,ITF1,2,0.0031
2008,NUTS,2010,ITF1,2,0.003
2009,NUTS,2010,ITF1,2,0.0
2010,NUTS,2010,ITF1,2,0.0001
2011,NUTS,2010,ITF1,2,0.0021
2012,NUTS,2010,ITF1,2,0.0022
2013,NUTS,2010,ITF1,2,0.0037
2014,NUTS,2010,ITF1,2,0.0022
2015,NUTS,2010,ITF1,2,0.0032
2016,NUTS,2010,ITF1,2,0.006
2017,NUTS,2010,ITF1,2,0.007
2018,NUTS,2010,ITF1,2,0.0049
2019,NUTS,2010,ITF1,2,0.007
2003,NUTS,2010,ITF2,2,0.0102
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,0.0367
2007,NUTS,2010,ITF2,2,0.0072
2008,NUTS,2010,ITF2,2,0.0
2009,NUTS,2010,ITF2,2,0.0005
2017,NUTS,2010,ITF2,2,0.0026
2018,NUTS,2010,ITF2,2,0.006
2019,NUTS,2010,ITF2,2,0.0002
2003,NUTS,2010,ITF3,2,0.0061
2004,NUTS,2010,ITF3,2,0.0059
2005,NUTS,2010,ITF3,2,0.0067
2007,NUTS,2010,ITF3,2,0.0139
2008,NUTS,2010,ITF3,2,0.0141
2009,NUTS,2010,ITF3,2,0.0168
2010,NUTS,2010,ITF3,2,0.0105
2011,NUTS,2010,ITF3,2,0.011
2012,NUTS,2010,ITF3,2,0.0102
2013,NUTS,2010,ITF3,2,0.0095
2014,NUTS,2010,ITF3,2,0.0224
2015,NUTS,2010,ITF3,2,0.0214
2016,NUTS,2010,ITF3,2,0.0183
2017,NUTS,2010,ITF3,2,0.0151
2018,NUTS,2010,ITF3,2,0.0134
2019,NUTS,2010,ITF3,2,0.0138
2003,NUTS,2010,ITF4,2,0.0035
2004,NUTS,2010,ITF4,2,0.004
2005,NUTS,2010,ITF4,2,0.0226
2007,NUTS,2010,ITF4,2,0.0223
2008,NUTS,2010,ITF4,2,0.0229
2009,NUTS,2010,ITF4,2,0.0233
2010,NUTS,2010,ITF4,2,0.0089
2011,NUTS,2010,ITF4,2,0.0104
2012,NUTS,2010,ITF4,2,0.0094
2013,NUTS,2010,ITF4,2,0.011
2014,NUTS,2010,ITF4,2,0.0191
2015,NUTS,2010,ITF4,2,0.0178
2016,NUTS,2010,ITF4,2,0.0195
2017,NUTS,2010,ITF4,2,0.0151
2018,NUTS,2010,ITF4,2,0.0197
2019,NUTS,2010,ITF4,2,0.0203
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,0.0031
2005,NUTS,2010,ITF5,2,0.0015
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0003
2012,NUTS,2010,ITF5,2,0.0041
2013,NUTS,2010,ITF5,2,0.0038
2015,NUTS,2010,ITF5,2,0.0029
2017,NUTS,2010,ITF5,2,0.003
2018,NUTS,2010,ITF5,2,0.0025
2019,NUTS,2010,ITF5,2,0.003
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0005
2005,NUTS,2010,ITF6,2,0.0005
2007,NUTS,2010,ITF6,2,0.0
2008,NUTS,2010,ITF6,2,0.0
2009,NUTS,2010,ITF6,2,0.0
2010,NUTS,2010,ITF6,2,0.0001
2011,NUTS,2010,ITF6,2,0.0007
2015,NUTS,2010,ITF6,2,0.0005
2016,NUTS,2010,ITF6,2,0.0009
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,0.0003
2019,NUTS,2010,ITF6,2,0.0005
2003,NUTS,2010,ITG,1,0.0013
2004,NUTS,2010,ITG,1,0.0013
2005,NUTS,2010,ITG,1,0.0039
2007,NUTS,2010,ITG,1,0.0055
2008,NUTS,2010,ITG,1,0.0075
2009,NUTS,2010,ITG,1,0.0054
2010,NUTS,2010,ITG,1,0.0098
2011,NUTS,2010,ITG,1,0.007
2012,NUTS,2010,ITG,1,0.0071
2013,NUTS,2010,ITG,1,0.0093
2014,NUTS,2010,ITG,1,0.0067
2015,NUTS,2010,ITG,1,0.0085
2016,NUTS,2010,ITG,1,0.0091
2017,NUTS,2010,ITG,1,0.0095
2018,NUTS,2010,ITG,1,0.0065
2019,NUTS,2010,ITG,1,0.0079
2003,NUTS,2010,ITG1,2,0.0012
2004,NUTS,2010,ITG1,2,0.0019
2005,NUTS,2010,ITG1,2,0.0053
2007,NUTS,2010,ITG1,2,0.0077
2008,NUTS,2010,ITG1,2,0.011
2009,NUTS,2010,ITG1,2,0.0072
2010,NUTS,2010,ITG1,2,0.0139
2011,NUTS,2010,ITG1,2,0.0096
2012,NUTS,2010,ITG1,2,0.0102
2013,NUTS,2010,ITG1,2,0.0128
2014,NUTS,2010,ITG1,2,0.0089
2015,NUTS,2010,ITG1,2,0.0113
2016,NUTS,2010,ITG1,2,0.0109
2017,NUTS,2010,ITG1,2,0.012
2018,NUTS,2010,ITG1,2,0.0081
2019,NUTS,2010,ITG1,2,0.0105
2003,NUTS,2010,ITG2,2,0.0016
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0009
2007,NUTS,2010,ITG2,2,0.0005
2008,NUTS,2010,ITG2,2,0.0
2009,NUTS,2010,ITG2,2,0.0013
2010,NUTS,2010,ITG2,2,0.0014
2011,NUTS,2010,ITG2,2,0.0018
2012,NUTS,2010,ITG2,2,0.0009
2013,NUTS,2010,ITG2,2,0.002
2014,NUTS,2010,ITG2,2,0.0023
2015,NUTS,2010,ITG2,2,0.0028
2016,NUTS,2010,ITG2,2,0.0054
2017,NUTS,2010,ITG2,2,0.004
2018,NUTS,2010,ITG2,2,0.0033
2019,NUTS,2010,ITG2,2,0.0029
2003,NUTS,2010,ITH,1,0.0059
2004,NUTS,2010,ITH,1,0.0116
2005,NUTS,2010,ITH,1,0.0129
2007,NUTS,2010,ITH,1,0.0174
2008,NUTS,2010,ITH,1,0.0114
2009,NUTS,2010,ITH,1,0.0124
2010,NUTS,2010,ITH,1,0.0084
2011,NUTS,2010,ITH,1,0.006
2012,NUTS,2010,ITH,1,0.0073
2013,NUTS,2010,ITH,1,0.0092
2014,NUTS,2010,ITH,1,0.0171
2015,NUTS,2010,ITH,1,0.0196
2016,NUTS,2010,ITH,1,0.0176
2017,NUTS,2010,ITH,1,0.0179
2018,NUTS,2010,ITH,1,0.0158
2019,NUTS,2010,ITH,1,0.0188
2003,NUTS,2010,ITH1,2,0.0392
2004,NUTS,2010,ITH1,2,0.0567
2005,NUTS,2010,ITH1,2,0.0558
2007,NUTS,2010,ITH1,2,0.1003
2008,NUTS,2010,ITH1,2,0.0475
2009,NUTS,2010,ITH1,2,0.0661
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.0006
2012,NUTS,2010,ITH1,2,0.0014
2013,NUTS,2010,ITH1,2,0.0006
2014,NUTS,2010,ITH1,2,0.1416
2015,NUTS,2010,ITH1,2,0.1403
2016,NUTS,2010,ITH1,2,0.1169
2017,NUTS,2010,ITH1,2,0.1473
2018,NUTS,2010,ITH1,2,0.1214
2019,NUTS,2010,ITH1,2,0.1412
2003,NUTS,2010,ITH2,2,0.016
2004,NUTS,2010,ITH2,2,0.0078
2005,NUTS,2010,ITH2,2,0.0169
2007,NUTS,2010,ITH2,2,0.0228
2008,NUTS,2010,ITH2,2,0.037
2009,NUTS,2010,ITH2,2,0.0286
2010,NUTS,2010,ITH2,2,0.0428
2011,NUTS,2010,ITH2,2,0.0312
2012,NUTS,2010,ITH2,2,0.0276
2013,NUTS,2010,ITH2,2,0.0233
2014,NUTS,2010,ITH2,2,0.0237
2015,NUTS,2010,ITH2,2,0.0196
2016,NUTS,2010,ITH2,2,0.0203
2017,NUTS,2010,ITH2,2,0.0123
2018,NUTS,2010,ITH2,2,0.0115
2019,NUTS,2010,ITH2,2,0.0118
2003,NUTS,2010,ITH3,2,0.0045
2004,NUTS,2010,ITH3,2,0.0137
2005,NUTS,2010,ITH3,2,0.0168
2007,NUTS,2010,ITH3,2,0.0204
2008,NUTS,2010,ITH3,2,0.0088
2009,NUTS,2010,ITH3,2,0.0134
2010,NUTS,2010,ITH3,2,0.0104
2011,NUTS,2010,ITH3,2,0.007
2012,NUTS,2010,ITH3,2,0.0074
2013,NUTS,2010,ITH3,2,0.0106
2014,NUTS,2010,ITH3,2,0.0111
2015,NUTS,2010,ITH3,2,0.0155
2016,NUTS,2010,ITH3,2,0.0138
2017,NUTS,2010,ITH3,2,0.0116
2018,NUTS,2010,ITH3,2,0.0109
2019,NUTS,2010,ITH3,2,0.0173
2003,NUTS,2010,ITH4,2,0.0033
2004,NUTS,2010,ITH4,2,0.0053
2005,NUTS,2010,ITH4,2,0.0057
2007,NUTS,2010,ITH4,2,0.0131
2008,NUTS,2010,ITH4,2,0.014
2009,NUTS,2010,ITH4,2,0.0102
2010,NUTS,2010,ITH4,2,0.0143
2011,NUTS,2010,ITH4,2,0.0097
2012,NUTS,2010,ITH4,2,0.0133
2013,NUTS,2010,ITH4,2,0.0145
2014,NUTS,2010,ITH4,2,0.0181
2015,NUTS,2010,ITH4,2,0.0242
2016,NUTS,2010,ITH4,2,0.0148
2017,NUTS,2010,ITH4,2,0.019
2018,NUTS,2010,ITH4,2,0.0163
2019,NUTS,2010,ITH4,2,0.0156
2005,NUTS,2010,ITH5,2,0.0052
2007,NUTS,2010,ITH5,2,0.0055
2008,NUTS,2010,ITH5,2,0.0063
2009,NUTS,2010,ITH5,2,0.0038
2010,NUTS,2010,ITH5,2,0.0019
2011,NUTS,2010,ITH5,2,0.0017
2012,NUTS,2010,ITH5,2,0.004
2013,NUTS,2010,ITH5,2,0.0058
2014,NUTS,2010,ITH5,2,0.0062
2015,NUTS,2010,ITH5,2,0.0072
2016,NUTS,2010,ITH5,2,0.0092
2017,NUTS,2010,ITH5,2,0.0082
2018,NUTS,2010,ITH5,2,0.0075
2019,NUTS,2010,ITH5,2,0.0062
2003,NUTS,2010,ITI,1,0.0055
2004,NUTS,2010,ITI,1,0.008
2005,NUTS,2010,ITI,1,0.0286
2007,NUTS,2010,ITI,1,0.0207
2008,NUTS,2010,ITI,1,0.0227
2009,NUTS,2010,ITI,1,0.0215
2010,NUTS,2010,ITI,1,0.0298
2011,NUTS,2010,ITI,1,0.028
2012,NUTS,2010,ITI,1,0.0277
2013,NUTS,2010,ITI,1,0.0284
2014,NUTS,2010,ITI,1,0.0261
2017,NUTS,2010,ITI,1,0.0338
2018,NUTS,2010,ITI,1,0.0325
2019,NUTS,2010,ITI,1,0.0367
2003,NUTS,2010,ITI1,2,0.0025
2004,NUTS,2010,ITI1,2,0.0024
2005,NUTS,2010,ITI1,2,0.0079
2007,NUTS,2010,ITI1,2,0.0083
2008,NUTS,2010,ITI1,2,0.0094
2009,NUTS,2010,ITI1,2,0.011
2010,NUTS,2010,ITI1,2,0.0102
2011,NUTS,2010,ITI1,2,0.0104
2012,NUTS,2010,ITI1,2,0.0134
2013,NUTS,2010,ITI1,2,0.012
2014,NUTS,2010,ITI1,2,0.0119
2015,NUTS,2010,ITI1,2,0.0166
2016,NUTS,2010,ITI1,2,0.017
2017,NUTS,2010,ITI1,2,0.0159
2018,NUTS,2010,ITI1,2,0.0175
2019,NUTS,2010,ITI1,2,0.0186
2003,NUTS,2010,ITI2,2,0.0015
2004,NUTS,2010,ITI2,2,0.0
2005,NUTS,2010,ITI2,2,0.0057
2007,NUTS,2010,ITI2,2,0.002
2008,NUTS,2010,ITI2,2,0.0019
2009,NUTS,2010,ITI2,2,0.0007
2010,NUTS,2010,ITI2,2,0.0012
2011,NUTS,2010,ITI2,2,0.0006
2012,NUTS,2010,ITI2,2,0.0008
2013,NUTS,2010,ITI2,2,0.0003
2014,NUTS,2010,ITI2,2,0.0003
2017,NUTS,2010,ITI2,2,0.0008
2018,NUTS,2010,ITI2,2,0.0032
2019,NUTS,2010,ITI2,2,0.0024
2005,NUTS,2010,ITI3,2,0.0008
2007,NUTS,2010,ITI3,2,0.0
2008,NUTS,2010,ITI3,2,0.0004
2009,NUTS,2010,ITI3,2,0.0001
2010,NUTS,2010,ITI3,2,0.0011
2011,NUTS,2010,ITI3,2,0.0005
2012,NUTS,2010,ITI3,2,0.0004
2013,NUTS,2010,ITI3,2,0.0002
2014,NUTS,2010,ITI3,2,0.0007
2015,NUTS,2010,ITI3,2,0.0004
2016,NUTS,2010,ITI3,2,0.001
2017,NUTS,2010,ITI3,2,0.0018
2018,NUTS,2010,ITI3,2,0.0021
2019,NUTS,2010,ITI3,2,0.0023
2003,NUTS,2010,ITI4,2,0.01
2004,NUTS,2010,ITI4,2,0.0153
2005,NUTS,2010,ITI4,2,0.0557
2007,NUTS,2010,ITI4,2,0.0397
2008,NUTS,2010,ITI4,2,0.0431
2009,NUTS,2010,ITI4,2,0.0394
2010,NUTS,2010,ITI4,2,0.0571
2011,NUTS,2010,ITI4,2,0.0532
2012,NUTS,2010,ITI4,2,0.0499
2013,NUTS,2010,ITI4,2,0.0523
2014,NUTS,2010,ITI4,2,0.0465
2015,NUTS,2010,ITI4,2,0.053
2016,NUTS,2010,ITI4,2,0.0497
2017,NUTS,2010,ITI4,2,0.0594
2018,NUTS,2010,ITI4,2,0.0554
2019,NUTS,2010,ITI4,2,0.0636
1998,NUTS,2010,KR,0,0.0006
2002,NUTS,2010,LV,0,0.0
2003,NUTS,2010,LV,0,0.0
2011,NUTS,2010,ME,0,0.0059
2013,NUTS,2010,ME,0,0.0119
2014,NUTS,2010,ME,0,0.0124
2015,NUTS,2010,ME,0,0.0096
2017,NUTS,2010,ME,0,0.0051
2018,NUTS,2010,ME,0,0.0087
2019,NUTS,2010,ME,0,0.001
2015,NUTS,2010,MK,0,0.0032
2016,NUTS,2010,MK,0,0.0124
2017,NUTS,2010,MK,0,0.0088
2018,NUTS,2010,MK,0,0.0079
2019,NUTS,2010,MK,0,0.005
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
2000,NUTS,2010,PL,0,0.0001
2003,NUTS,2010,PL,0,0.0002
2004,NUTS,2010,PL,0,0.0003
2005,NUTS,2010,PL,0,0.0008
2006,NUTS,2010,PL,0,0.0009
2007,NUTS,2010,PL,0,0.0003
2008,NUTS,2010,PL,0,0.0001
2009,NUTS,2010,PL,0,0.0001
2010,NUTS,2010,PL,0,0.0003
2011,NUTS,2010,PL,0,0.0004
2012,NUTS,2010,PL,0,0.001
2013,NUTS,2010,PL,0,0.0008
2014,NUTS,2010,PL,0,0.0007
2015,NUTS,2010,PL,0,0.0007
2016,NUTS,2010,PL,0,0.0041
2017,NUTS,2010,PL,0,0.0058
2018,NUTS,2010,PL,0,0.0057
2019,NUTS,2010,PL,0,0.0046
2003,NUTS,2010,PL1,1,0.0013
2004,NUTS,2010,PL1,1,0.0014
2005,NUTS,2010,PL1,1,0.0023
2006,NUTS,2010,PL1,1,0.0027
2007,NUTS,2010,PL1,1,0.0009
2008,NUTS,2010,PL1,1,0.0004
2009,NUTS,2010,PL1,1,0.0
2011,NUTS,2010,PL1,1,0.0016
2013,NUTS,2010,PL1,1,0.0018
2014,NUTS,2010,PL1,1,0.0014
2015,NUTS,2010,PL1,1,0.0015
2003,NUTS,2010,PL11,2,0.0002
2004,NUTS,2010,PL11,2,0.0001
2005,NUTS,2010,PL11,2,0.0015
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,0.0
2009,NUTS,2010,PL11,2,0.0001
2013,NUTS,2010,PL11,2,0.0019
2003,NUTS,2010,PL12,2,0.0011
2004,NUTS,2010,PL12,2,0.0014
2005,NUTS,2010,PL12,2,0.0014
2007,NUTS,2010,PL12,2,0.0009
2008,NUTS,2010,PL12,2,0.0004
2009,NUTS,2010,PL12,2,0.0
2010,NUTS,2010,PL12,2,0.0004
2012,NUTS,2010,PL12,2,0.0021
2013,NUTS,2010,PL12,2,0.0017
2003,NUTS,2010,PL2,1,0.0006
2004,NUTS,2010,PL2,1,0.0002
2005,NUTS,2010,PL2,1,0.0006
2006,NUTS,2010,PL2,1,0.0012
2007,NUTS,2010,PL2,1,0.0003
2008,NUTS,2010,PL2,1,0.0003
2009,NUTS,2010,PL2,1,0.0002
2010,NUTS,2010,PL2,1,0.0001
2011,NUTS,2010,PL2,1,0.0002
2013,NUTS,2010,PL2,1,0.0012
2014,NUTS,2010,PL2,1,0.001
2015,NUTS,2010,PL2,1,0.0006
2016,NUTS,2010,PL2,1,0.0031
2017,NUTS,2010,PL2,1,0.0061
2018,NUTS,2010,PL2,1,0.0053
2019,NUTS,2010,PL2,1,0.0026
2005,NUTS,2010,PL21,2,0.0009
2008,NUTS,2010,PL21,2,0.0002
2009,NUTS,2010,PL21,2,0.0006
2010,NUTS,2010,PL21,2,0.0003
2011,NUTS,2010,PL21,2,0.0006
2015,NUTS,2010,PL21,2,0.0015
2017,NUTS,2010,PL21,2,0.007
2018,NUTS,2010,PL21,2,0.0046
2019,NUTS,2010,PL21,2,0.0029
2005,NUTS,2010,PL22,2,0.0004
2008,NUTS,2010,PL22,2,0.0004
2009,NUTS,2010,PL22,2,0.0
2010,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,0.0054
2018,NUTS,2010,PL22,2,0.0059
2019,NUTS,2010,PL22,2,0.0024
2006,NUTS,2010,PL3,1,0.0
2009,NUTS,2010,PL3,1,0.0
2013,NUTS,2010,PL3,1,0.0002
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2005,NUTS,2010,PL4,1,0.0002
2006,NUTS,2010,PL4,1,0.0007
2007,NUTS,2010,PL4,1,0.0002
2009,NUTS,2010,PL4,1,0.0001
2015,NUTS,2010,PL4,1,0.0008
2016,NUTS,2010,PL4,1,0.0023
2018,NUTS,2010,PL4,1,0.0015
2019,NUTS,2010,PL4,1,0.001
2005,NUTS,2010,PL41,2,0.0003
2006,NUTS,2010,PL41,2,0.0012
2007,NUTS,2010,PL41,2,0.0004
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.0
2011,NUTS,2010,PL41,2,0.0
2018,NUTS,2010,PL41,2,0.0023
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,0.0008
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2014,NUTS,2010,PL5,1,0.0004
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2015,NUTS,2010,PL51,2,0.0004
2016,NUTS,2010,PL51,2,0.0018
2019,NUTS,2010,PL51,2,0.0019
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2012,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,0.0009
2005,NUTS,2010,PL6,1,0.002
2006,NUTS,2010,PL6,1,0.0007
2011,NUTS,2010,PL6,1,0.0
2013,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,0.0029
2019,NUTS,2010,PL6,1,0.0048
2007,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2012,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,0.0027
2005,NUTS,2010,PL63,2,0.0058
2006,NUTS,2010,PL63,2,0.002
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2016,NUTS,2010,PL63,2,0.0011
2017,NUTS,2010,PL63,2,0.0026
2018,NUTS,2010,PL63,2,0.003
2019,NUTS,2010,PL63,2,0.0031
2016,NUTS,2010,PL7,1,0.0026
2018,NUTS,2010,PL7,1,0.0076
2019,NUTS,2010,PL71,2,0.009
2016,NUTS,2010,PL8,1,0.0008
2018,NUTS,2010,PL82,2,0.0009
2016,NUTS,2010,PL9,1,0.0144
2017,NUTS,2010,PL9,1,0.0156
2018,NUTS,2010,PL9,1,0.0109
2019,NUTS,2010,PL9,1,0.0123
2018,NUTS,2010,PL91,2,0.0179
2019,NUTS,2010,PL91,2,0.0197
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
1995,NUTS,2010,PT,0,0.0296
1997,NUTS,2010,PT,0,0.0351
1999,NUTS,2010,PT,0,0.0371
2000,NUTS,2010,PT,0,0.0414
2001,NUTS,2010,PT,0,0.0457
2002,NUTS,2010,PT,0,0.0519
2003,NUTS,2010,PT,0,0.0583
2004,NUTS,2010,PT,0,0.0571
