year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_fte_total_rse_f
2016,NUTS,2010,HR03,2,0.3614
2017,NUTS,2010,HR03,2,0.3361
2018,NUTS,2010,HR03,2,0.3325
2019,NUTS,2010,HR03,2,0.4001
2020,NUTS,2010,HR03,2,0.4263
2008,NUTS,2010,HR04,2,0.4694
2009,NUTS,2010,HR04,2,0.4797
2010,NUTS,2010,HR04,2,0.5175
2011,NUTS,2010,HR04,2,0.522
2012,NUTS,2010,HR04,2,0.5366
2013,NUTS,2010,HR04,2,0.5264
2014,NUTS,2010,HR04,2,0.4985
2015,NUTS,2010,HR04,2,0.5014
2016,NUTS,2010,HR04,2,0.5879
2017,NUTS,2010,HR04,2,0.5814
2018,NUTS,2010,HR04,2,0.5896
2019,NUTS,2010,HR04,2,0.612
2006,NUTS,2010,HU,0,0.3091
2007,NUTS,2010,HU,0,0.3126
2008,NUTS,2010,HU,0,0.3266
2009,NUTS,2010,HU,0,0.3286
2010,NUTS,2010,HU,0,0.3455
2011,NUTS,2010,HU,0,0.3688
2012,NUTS,2010,HU,0,0.3574
2013,NUTS,2010,HU,0,0.3531
2014,NUTS,2010,HU,0,0.3473
2015,NUTS,2010,HU,0,0.3341
2016,NUTS,2010,HU,0,0.3275
2017,NUTS,2010,HU,0,0.3615
2018,NUTS,2010,HU,0,0.4328
2019,NUTS,2010,HU,0,0.4939
2006,NUTS,2010,HU1,1,0.6066
2007,NUTS,2010,HU1,1,0.6066
2008,NUTS,2010,HU1,1,0.6506
2009,NUTS,2010,HU1,1,0.6988
2010,NUTS,2010,HU1,1,0.7528
2011,NUTS,2010,HU1,1,0.792
2012,NUTS,2010,HU1,1,0.74
2013,NUTS,2010,HU1,1,0.737
2014,NUTS,2010,HU1,1,0.7363
2015,NUTS,2010,HU1,1,0.7145
2016,NUTS,2010,HU1,1,0.7004
2017,NUTS,2010,HU1,1,0.7789
2018,NUTS,2010,HU1,1,0.9226
2019,NUTS,2010,HU1,1,1.0366
2006,NUTS,2010,HU10,2,0.6066
2007,NUTS,2010,HU10,2,0.6066
2008,NUTS,2010,HU10,2,0.6506
2009,NUTS,2010,HU10,2,0.6988
2010,NUTS,2010,HU10,2,0.7528
2011,NUTS,2010,HU10,2,0.792
2012,NUTS,2010,HU10,2,0.74
2013,NUTS,2010,HU10,2,0.737
2014,NUTS,2010,HU10,2,0.7363
2015,NUTS,2010,HU10,2,0.7145
2016,NUTS,2010,HU10,2,0.7004
2017,NUTS,2010,HU11,2,1.1584
2018,NUTS,2010,HU11,2,1.3813
2019,NUTS,2010,HU11,2,1.6146
2017,NUTS,2010,HU12,2,0.1842
2018,NUTS,2010,HU12,2,0.2343
2019,NUTS,2010,HU12,2,0.2043
2006,NUTS,2010,HU2,1,0.1367
2007,NUTS,2010,HU2,1,0.1316
2008,NUTS,2010,HU2,1,0.125
2009,NUTS,2010,HU2,1,0.1334
2010,NUTS,2010,HU2,1,0.1454
2011,NUTS,2010,HU2,1,0.1641
2012,NUTS,2010,HU2,1,0.1756
2013,NUTS,2010,HU2,1,0.1759
2014,NUTS,2010,HU2,1,0.1679
2015,NUTS,2010,HU2,1,0.1557
2016,NUTS,2010,HU2,1,0.1497
2017,NUTS,2010,HU2,1,0.1722
2018,NUTS,2010,HU2,1,0.2144
2019,NUTS,2010,HU2,1,0.2433
2006,NUTS,2010,HU21,2,0.1231
2007,NUTS,2010,HU21,2,0.1061
2008,NUTS,2010,HU21,2,0.1065
2009,NUTS,2010,HU21,2,0.1177
2010,NUTS,2010,HU21,2,0.1155
2011,NUTS,2010,HU21,2,0.1367
2012,NUTS,2010,HU21,2,0.1822
2013,NUTS,2010,HU21,2,0.2003
2014,NUTS,2010,HU21,2,0.1892
2015,NUTS,2010,HU21,2,0.1825
2016,NUTS,2010,HU21,2,0.1778
2017,NUTS,2010,HU21,2,0.1933
2018,NUTS,2010,HU21,2,0.2305
2019,NUTS,2010,HU21,2,0.24
2006,NUTS,2010,HU22,2,0.1091
2007,NUTS,2010,HU22,2,0.1132
2008,NUTS,2010,HU22,2,0.1194
2009,NUTS,2010,HU22,2,0.1275
2010,NUTS,2010,HU22,2,0.1351
2011,NUTS,2010,HU22,2,0.1287
2012,NUTS,2010,HU22,2,0.1267
2013,NUTS,2010,HU22,2,0.1501
2014,NUTS,2010,HU22,2,0.127
2015,NUTS,2010,HU22,2,0.1235
2016,NUTS,2010,HU22,2,0.1056
2017,NUTS,2010,HU22,2,0.1201
2018,NUTS,2010,HU22,2,0.1515
2019,NUTS,2010,HU22,2,0.1886
2006,NUTS,2010,HU23,2,0.1879
2007,NUTS,2010,HU23,2,0.1904
2008,NUTS,2010,HU23,2,0.1566
2009,NUTS,2010,HU23,2,0.1606
2010,NUTS,2010,HU23,2,0.1935
2011,NUTS,2010,HU23,2,0.244
2012,NUTS,2010,HU23,2,0.2299
2013,NUTS,2010,HU23,2,0.1764
2014,NUTS,2010,HU23,2,0.1894
2015,NUTS,2010,HU23,2,0.1594
2016,NUTS,2010,HU23,2,0.167
2017,NUTS,2010,HU23,2,0.2083
2018,NUTS,2010,HU23,2,0.2713
2019,NUTS,2010,HU23,2,0.3177
2006,NUTS,2010,HU3,1,0.1826
2007,NUTS,2010,HU3,1,0.1932
2008,NUTS,2010,HU3,1,0.1945
2009,NUTS,2010,HU3,1,0.2224
2010,NUTS,2010,HU3,1,0.2177
2011,NUTS,2010,HU3,1,0.2369
2012,NUTS,2010,HU3,1,0.2247
2013,NUTS,2010,HU3,1,0.22
2014,NUTS,2010,HU3,1,0.2033
2015,NUTS,2010,HU3,1,0.1953
2016,NUTS,2010,HU3,1,0.1881
2017,NUTS,2010,HU3,1,0.1969
2018,NUTS,2010,HU3,1,0.2429
2019,NUTS,2010,HU3,1,0.2746
2006,NUTS,2010,HU31,2,0.0965
2007,NUTS,2010,HU31,2,0.1056
2008,NUTS,2010,HU31,2,0.0974
2009,NUTS,2010,HU31,2,0.1164
2010,NUTS,2010,HU31,2,0.1257
2011,NUTS,2010,HU31,2,0.1414
2012,NUTS,2010,HU31,2,0.1235
2013,NUTS,2010,HU31,2,0.1214
2014,NUTS,2010,HU31,2,0.1059
2015,NUTS,2010,HU31,2,0.1036
2016,NUTS,2010,HU31,2,0.0998
2017,NUTS,2010,HU31,2,0.1105
2018,NUTS,2010,HU31,2,0.1217
2019,NUTS,2010,HU31,2,0.1565
2006,NUTS,2010,HU32,2,0.213
2007,NUTS,2010,HU32,2,0.2255
2008,NUTS,2010,HU32,2,0.2293
2009,NUTS,2010,HU32,2,0.2419
2010,NUTS,2010,HU32,2,0.2387
2011,NUTS,2010,HU32,2,0.2417
2012,NUTS,2010,HU32,2,0.2478
2013,NUTS,2010,HU32,2,0.2254
2014,NUTS,2010,HU32,2,0.2036
2015,NUTS,2010,HU32,2,0.2008
2016,NUTS,2010,HU32,2,0.1988
2017,NUTS,2010,HU32,2,0.2096
2018,NUTS,2010,HU32,2,0.2622
2019,NUTS,2010,HU32,2,0.2761
2006,NUTS,2010,HU33,2,0.2261
2007,NUTS,2010,HU33,2,0.2341
2008,NUTS,2010,HU33,2,0.2389
2009,NUTS,2010,HU33,2,0.2908
2010,NUTS,2010,HU33,2,0.2726
2011,NUTS,2010,HU33,2,0.3112
2012,NUTS,2010,HU33,2,0.2833
2013,NUTS,2010,HU33,2,0.2959
2014,NUTS,2010,HU33,2,0.285
2015,NUTS,2010,HU33,2,0.2672
2016,NUTS,2010,HU33,2,0.2499
2017,NUTS,2010,HU33,2,0.2558
2018,NUTS,2010,HU33,2,0.3278
2019,NUTS,2010,HU33,2,0.3722
2002,NUTS,2010,IE,0,0.3397
2003,NUTS,2010,IE,0,0.3682
2004,NUTS,2010,IE,0,0.378
2005,NUTS,2010,IE,0,0.3795
2006,NUTS,2010,IE,0,0.3981
2007,NUTS,2010,IE,0,0.4073
2008,NUTS,2010,IE,0,0.4627
2009,NUTS,2010,IE,0,0.5106
2010,NUTS,2010,IE,0,0.5315
2011,NUTS,2010,IE,0,0.5305
2012,NUTS,2010,IE,0,0.6447
2013,NUTS,2010,IE,0,0.9351
2015,NUTS,2010,IE,0,0.8277
2017,NUTS,2010,IE,0,0.9251
2019,NUTS,2010,IE,0,0.8272
2002,NUTS,2010,IE0,1,0.3535
2003,NUTS,2010,IE0,1,0.3832
2004,NUTS,2010,IE0,1,0.3981
2005,NUTS,2010,IE0,1,0.3913
2006,NUTS,2010,IE0,1,0.411
2007,NUTS,2010,IE0,1,0.4026
2008,NUTS,2010,IE0,1,0.4568
2009,NUTS,2010,IE0,1,0.5031
2010,NUTS,2010,IE0,1,0.5226
2011,NUTS,2010,IE0,1,0.521
2013,NUTS,2010,IE0,1,0.5522
2017,NUTS,2010,IE0,1,0.8797
2002,NUTS,2010,IE01,2,0.1943
2003,NUTS,2010,IE01,2,0.2224
2004,NUTS,2010,IE01,2,0.3028
2005,NUTS,2010,IE01,2,0.3629
2013,NUTS,2010,IE01,2,0.4004
2017,NUTS,2010,IE01,2,1.2985
2002,NUTS,2010,IE02,2,0.4025
2003,NUTS,2010,IE02,2,0.4342
2004,NUTS,2010,IE02,2,0.429
2005,NUTS,2010,IE02,2,0.4005
2013,NUTS,2010,IE02,2,0.6027
2017,NUTS,2010,IE02,2,0.821
2003,NUTS,2010,IS,0,0.9714
2005,NUTS,2010,IS,0,1.0745
2006,NUTS,2010,IS,0,1.1655
2007,NUTS,2010,IS,0,1.0453
2008,NUTS,2010,IS,0,1.0784
2009,NUTS,2010,IS,0,1.3161
2011,NUTS,2010,IS,0,1.0545
2003,NUTS,2010,IT,0,0.2431
2004,NUTS,2010,IT,0,0.2398
2005,NUTS,2010,IT,0,0.3067
2006,NUTS,2010,IT,0,0.3261
2007,NUTS,2010,IT,0,0.3489
2008,NUTS,2010,IT,0,0.3473
2009,NUTS,2010,IT,0,0.3855
2010,NUTS,2010,IT,0,0.397
2011,NUTS,2010,IT,0,0.4059
2012,NUTS,2010,IT,0,0.43
2013,NUTS,2010,IT,0,0.4626
2014,NUTS,2010,IT,0,0.4679
2015,NUTS,2010,IT,0,0.4966
2016,NUTS,2010,IT,0,0.5111
2017,NUTS,2010,IT,0,0.5166
2018,NUTS,2010,IT,0,0.5471
2019,NUTS,2010,IT,0,0.5801
2003,NUTS,2010,ITC,1,0.2292
2004,NUTS,2010,ITC,1,0.2275
2005,NUTS,2010,ITC,1,0.2798
2007,NUTS,2010,ITC,1,0.3266
2008,NUTS,2010,ITC,1,0.3329
2009,NUTS,2010,ITC,1,0.3664
2010,NUTS,2010,ITC,1,0.3758
2011,NUTS,2010,ITC,1,0.3833
2012,NUTS,2010,ITC,1,0.4077
2013,NUTS,2010,ITC,1,0.4242
2014,NUTS,2010,ITC,1,0.4275
2015,NUTS,2010,ITC,1,0.4736
2016,NUTS,2010,ITC,1,0.4846
2017,NUTS,2010,ITC,1,0.4853
2018,NUTS,2010,ITC,1,0.5129
2019,NUTS,2010,ITC,1,0.5458
2003,NUTS,2010,ITC1,2,0.1834
2004,NUTS,2010,ITC1,2,0.2021
2005,NUTS,2010,ITC1,2,0.253
2007,NUTS,2010,ITC1,2,0.2854
2008,NUTS,2010,ITC1,2,0.2886
2009,NUTS,2010,ITC1,2,0.3354
2010,NUTS,2010,ITC1,2,0.3352
2011,NUTS,2010,ITC1,2,0.3114
2012,NUTS,2010,ITC1,2,0.3424
2013,NUTS,2010,ITC1,2,0.3828
2014,NUTS,2010,ITC1,2,0.3846
2015,NUTS,2010,ITC1,2,0.4527
2016,NUTS,2010,ITC1,2,0.4116
2017,NUTS,2010,ITC1,2,0.4253
2018,NUTS,2010,ITC1,2,0.4463
2019,NUTS,2010,ITC1,2,0.4651
2003,NUTS,2010,ITC2,2,0.1097
2004,NUTS,2010,ITC2,2,0.1915
2005,NUTS,2010,ITC2,2,0.166
2007,NUTS,2010,ITC2,2,0.2292
2008,NUTS,2010,ITC2,2,0.0984
2009,NUTS,2010,ITC2,2,0.1943
2010,NUTS,2010,ITC2,2,0.168
2011,NUTS,2010,ITC2,2,0.181
2012,NUTS,2010,ITC2,2,0.1799
2013,NUTS,2010,ITC2,2,0.2303
2014,NUTS,2010,ITC2,2,0.2044
2015,NUTS,2010,ITC2,2,0.2051
2016,NUTS,2010,ITC2,2,0.2254
2017,NUTS,2010,ITC2,2,0.2922
2018,NUTS,2010,ITC2,2,0.2047
2019,NUTS,2010,ITC2,2,0.2293
2003,NUTS,2010,ITC3,2,0.2799
2004,NUTS,2010,ITC3,2,0.2705
2005,NUTS,2010,ITC3,2,0.3567
2007,NUTS,2010,ITC3,2,0.3489
2008,NUTS,2010,ITC3,2,0.4042
2009,NUTS,2010,ITC3,2,0.385
2010,NUTS,2010,ITC3,2,0.3928
2011,NUTS,2010,ITC3,2,0.3694
2012,NUTS,2010,ITC3,2,0.4465
2013,NUTS,2010,ITC3,2,0.4924
2014,NUTS,2010,ITC3,2,0.4757
2015,NUTS,2010,ITC3,2,0.5606
2016,NUTS,2010,ITC3,2,0.5265
2017,NUTS,2010,ITC3,2,0.5327
2018,NUTS,2010,ITC3,2,0.5215
2019,NUTS,2010,ITC3,2,0.6198
2003,NUTS,2010,ITC4,2,0.2446
2004,NUTS,2010,ITC4,2,0.2329
2005,NUTS,2010,ITC4,2,0.2818
2007,NUTS,2010,ITC4,2,0.3429
2008,NUTS,2010,ITC4,2,0.3452
2009,NUTS,2010,ITC4,2,0.3797
2010,NUTS,2010,ITC4,2,0.3942
2011,NUTS,2010,ITC4,2,0.4216
2012,NUTS,2010,ITC4,2,0.4343
2013,NUTS,2010,ITC4,2,0.4346
2014,NUTS,2010,ITC4,2,0.4419
2015,NUTS,2010,ITC4,2,0.4734
2016,NUTS,2010,ITC4,2,0.5139
2017,NUTS,2010,ITC4,2,0.5069
2018,NUTS,2010,ITC4,2,0.544
2019,NUTS,2010,ITC4,2,0.5733
2003,NUTS,2010,ITF,1,0.2117
2004,NUTS,2010,ITF,1,0.1986
2005,NUTS,2010,ITF,1,0.2713
2007,NUTS,2010,ITF,1,0.2935
2008,NUTS,2010,ITF,1,0.3105
2009,NUTS,2010,ITF,1,0.3391
2010,NUTS,2010,ITF,1,0.3422
2011,NUTS,2010,ITF,1,0.3467
2012,NUTS,2010,ITF,1,0.3724
2013,NUTS,2010,ITF,1,0.4047
2014,NUTS,2010,ITF,1,0.4406
2017,NUTS,2010,ITF,1,0.4659
2018,NUTS,2010,ITF,1,0.4809
2019,NUTS,2010,ITF,1,0.5317
2003,NUTS,2010,ITF1,2,0.2139
2004,NUTS,2010,ITF1,2,0.2338
2005,NUTS,2010,ITF1,2,0.2801
2007,NUTS,2010,ITF1,2,0.2908
2008,NUTS,2010,ITF1,2,0.2747
2009,NUTS,2010,ITF1,2,0.3055
2010,NUTS,2010,ITF1,2,0.29
2011,NUTS,2010,ITF1,2,0.2837
2012,NUTS,2010,ITF1,2,0.2721
2013,NUTS,2010,ITF1,2,0.2903
2014,NUTS,2010,ITF1,2,0.2902
2015,NUTS,2010,ITF1,2,0.3537
2016,NUTS,2010,ITF1,2,0.3806
2017,NUTS,2010,ITF1,2,0.4219
2018,NUTS,2010,ITF1,2,0.3752
2019,NUTS,2010,ITF1,2,0.3952
2003,NUTS,2010,ITF2,2,0.1094
2004,NUTS,2010,ITF2,2,0.0924
2005,NUTS,2010,ITF2,2,0.2089
2007,NUTS,2010,ITF2,2,0.1832
2008,NUTS,2010,ITF2,2,0.1638
2009,NUTS,2010,ITF2,2,0.1955
2012,NUTS,2010,ITF2,2,0.2172
2013,NUTS,2010,ITF2,2,0.2598
2014,NUTS,2010,ITF2,2,0.2655
2017,NUTS,2010,ITF2,2,0.4501
2018,NUTS,2010,ITF2,2,0.4711
2019,NUTS,2010,ITF2,2,0.5728
2003,NUTS,2010,ITF3,2,0.2815
2004,NUTS,2010,ITF3,2,0.2428
2005,NUTS,2010,ITF3,2,0.3
2007,NUTS,2010,ITF3,2,0.3278
2008,NUTS,2010,ITF3,2,0.3788
2009,NUTS,2010,ITF3,2,0.4244
2010,NUTS,2010,ITF3,2,0.4193
2011,NUTS,2010,ITF3,2,0.4596
2012,NUTS,2010,ITF3,2,0.5136
2013,NUTS,2010,ITF3,2,0.5301
2014,NUTS,2010,ITF3,2,0.5884
2015,NUTS,2010,ITF3,2,0.6207
2016,NUTS,2010,ITF3,2,0.6309
2017,NUTS,2010,ITF3,2,0.6014
2018,NUTS,2010,ITF3,2,0.6313
2019,NUTS,2010,ITF3,2,0.7254
2003,NUTS,2010,ITF4,2,0.1921
2004,NUTS,2010,ITF4,2,0.1827
2005,NUTS,2010,ITF4,2,0.303
2007,NUTS,2010,ITF4,2,0.3204
2008,NUTS,2010,ITF4,2,0.332
2009,NUTS,2010,ITF4,2,0.3567
2010,NUTS,2010,ITF4,2,0.3594
2011,NUTS,2010,ITF4,2,0.3307
2012,NUTS,2010,ITF4,2,0.3269
2013,NUTS,2010,ITF4,2,0.3452
2014,NUTS,2010,ITF4,2,0.3863
2015,NUTS,2010,ITF4,2,0.3965
2016,NUTS,2010,ITF4,2,0.3893
2017,NUTS,2010,ITF4,2,0.4035
2018,NUTS,2010,ITF4,2,0.4064
2019,NUTS,2010,ITF4,2,0.4343
2003,NUTS,2010,ITF5,2,0.183
2004,NUTS,2010,ITF5,2,0.1771
2005,NUTS,2010,ITF5,2,0.2093
2007,NUTS,2010,ITF5,2,0.3207
2008,NUTS,2010,ITF5,2,0.2844
2009,NUTS,2010,ITF5,2,0.2305
2012,NUTS,2010,ITF5,2,0.3312
2013,NUTS,2010,ITF5,2,0.3119
2014,NUTS,2010,ITF5,2,0.3327
2015,NUTS,2010,ITF5,2,0.3532
2017,NUTS,2010,ITF5,2,0.3249
2018,NUTS,2010,ITF5,2,0.3368
2019,NUTS,2010,ITF5,2,0.3773
2003,NUTS,2010,ITF6,2,0.0972
2004,NUTS,2010,ITF6,2,0.098
2005,NUTS,2010,ITF6,2,0.1617
2007,NUTS,2010,ITF6,2,0.1632
2008,NUTS,2010,ITF6,2,0.1609
2009,NUTS,2010,ITF6,2,0.1809
2010,NUTS,2010,ITF6,2,0.1991
2011,NUTS,2010,ITF6,2,0.1947
2012,NUTS,2010,ITF6,2,0.2307
2013,NUTS,2010,ITF6,2,0.3393
2014,NUTS,2010,ITF6,2,0.3527
2015,NUTS,2010,ITF6,2,0.3594
2016,NUTS,2010,ITF6,2,0.3238
2017,NUTS,2010,ITF6,2,0.2963
2018,NUTS,2010,ITF6,2,0.3593
2019,NUTS,2010,ITF6,2,0.3567
2003,NUTS,2010,ITG,1,0.2289
2004,NUTS,2010,ITG,1,0.2097
2005,NUTS,2010,ITG,1,0.2906
2007,NUTS,2010,ITG,1,0.2989
2008,NUTS,2010,ITG,1,0.3037
2009,NUTS,2010,ITG,1,0.3259
2010,NUTS,2010,ITG,1,0.3316
2011,NUTS,2010,ITG,1,0.3316
2012,NUTS,2010,ITG,1,0.3653
2013,NUTS,2010,ITG,1,0.4194
2014,NUTS,2010,ITG,1,0.4499
2015,NUTS,2010,ITG,1,0.437
2016,NUTS,2010,ITG,1,0.3763
2017,NUTS,2010,ITG,1,0.3708
2018,NUTS,2010,ITG,1,0.3796
2019,NUTS,2010,ITG,1,0.3989
2003,NUTS,2010,ITG1,2,0.2271
2004,NUTS,2010,ITG1,2,0.2156
2005,NUTS,2010,ITG1,2,0.3036
2007,NUTS,2010,ITG1,2,0.2924
2008,NUTS,2010,ITG1,2,0.3016
2009,NUTS,2010,ITG1,2,0.3177
2010,NUTS,2010,ITG1,2,0.332
2011,NUTS,2010,ITG1,2,0.3218
2012,NUTS,2010,ITG1,2,0.3508
2013,NUTS,2010,ITG1,2,0.4117
2014,NUTS,2010,ITG1,2,0.4436
2015,NUTS,2010,ITG1,2,0.4204
2016,NUTS,2010,ITG1,2,0.3927
2017,NUTS,2010,ITG1,2,0.3796
2018,NUTS,2010,ITG1,2,0.4056
2019,NUTS,2010,ITG1,2,0.4321
2003,NUTS,2010,ITG2,2,0.2328
2004,NUTS,2010,ITG2,2,0.1972
2005,NUTS,2010,ITG2,2,0.2614
2007,NUTS,2010,ITG2,2,0.3134
2008,NUTS,2010,ITG2,2,0.3083
2009,NUTS,2010,ITG2,2,0.3436
2010,NUTS,2010,ITG2,2,0.3308
2011,NUTS,2010,ITG2,2,0.3519
2012,NUTS,2010,ITG2,2,0.3948
2013,NUTS,2010,ITG2,2,0.4354
2014,NUTS,2010,ITG2,2,0.4632
2015,NUTS,2010,ITG2,2,0.4707
2016,NUTS,2010,ITG2,2,0.3423
2017,NUTS,2010,ITG2,2,0.352
2018,NUTS,2010,ITG2,2,0.3277
2019,NUTS,2010,ITG2,2,0.3341
2003,NUTS,2010,ITH,1,0.1635
2004,NUTS,2010,ITH,1,0.1819
2005,NUTS,2010,ITH,1,0.2411
2007,NUTS,2010,ITH,1,0.3131
2008,NUTS,2010,ITH,1,0.3008
2009,NUTS,2010,ITH,1,0.3416
2010,NUTS,2010,ITH,1,0.355
2011,NUTS,2010,ITH,1,0.3633
2012,NUTS,2010,ITH,1,0.3822
2013,NUTS,2010,ITH,1,0.427
2014,NUTS,2010,ITH,1,0.4313
2015,NUTS,2010,ITH,1,0.4288
2016,NUTS,2010,ITH,1,0.4661
2017,NUTS,2010,ITH,1,0.4869
2018,NUTS,2010,ITH,1,0.5197
2019,NUTS,2010,ITH,1,0.5322
2003,NUTS,2010,ITH1,2,0.0711
2004,NUTS,2010,ITH1,2,0.0997
2005,NUTS,2010,ITH1,2,0.1032
2007,NUTS,2010,ITH1,2,0.1564
2008,NUTS,2010,ITH1,2,0.126
2009,NUTS,2010,ITH1,2,0.1347
2010,NUTS,2010,ITH1,2,0.1363
2011,NUTS,2010,ITH1,2,0.1876
2012,NUTS,2010,ITH1,2,0.1687
2013,NUTS,2010,ITH1,2,0.2036
2014,NUTS,2010,ITH1,2,0.2459
2015,NUTS,2010,ITH1,2,0.2372
2016,NUTS,2010,ITH1,2,0.2798
2017,NUTS,2010,ITH1,2,0.3105
2018,NUTS,2010,ITH1,2,0.3354
2019,NUTS,2010,ITH1,2,0.3782
2003,NUTS,2010,ITH2,2,0.262
2004,NUTS,2010,ITH2,2,0.2797
2005,NUTS,2010,ITH2,2,0.3198
2007,NUTS,2010,ITH2,2,0.4023
2008,NUTS,2010,ITH2,2,0.3397
2009,NUTS,2010,ITH2,2,0.3983
2010,NUTS,2010,ITH2,2,0.4028
2011,NUTS,2010,ITH2,2,0.44
2012,NUTS,2010,ITH2,2,0.4842
2013,NUTS,2010,ITH2,2,0.5703
2014,NUTS,2010,ITH2,2,0.568
2015,NUTS,2010,ITH2,2,0.5748
2016,NUTS,2010,ITH2,2,0.6338
2017,NUTS,2010,ITH2,2,0.6085
2018,NUTS,2010,ITH2,2,0.6717
2019,NUTS,2010,ITH2,2,0.6774
2003,NUTS,2010,ITH3,2,0.1253
2004,NUTS,2010,ITH3,2,0.1494
2005,NUTS,2010,ITH3,2,0.1894
2007,NUTS,2010,ITH3,2,0.2194
2008,NUTS,2010,ITH3,2,0.2183
2009,NUTS,2010,ITH3,2,0.3061
2010,NUTS,2010,ITH3,2,0.2871
2011,NUTS,2010,ITH3,2,0.292
2012,NUTS,2010,ITH3,2,0.3019
2013,NUTS,2010,ITH3,2,0.3311
2014,NUTS,2010,ITH3,2,0.3318
2015,NUTS,2010,ITH3,2,0.3367
2016,NUTS,2010,ITH3,2,0.3537
2017,NUTS,2010,ITH3,2,0.3666
2018,NUTS,2010,ITH3,2,0.3983
2019,NUTS,2010,ITH3,2,0.4179
2003,NUTS,2010,ITH4,2,0.1651
2004,NUTS,2010,ITH4,2,0.1875
2005,NUTS,2010,ITH4,2,0.2537
2007,NUTS,2010,ITH4,2,0.3007
2008,NUTS,2010,ITH4,2,0.357
2009,NUTS,2010,ITH4,2,0.3785
2010,NUTS,2010,ITH4,2,0.402
2011,NUTS,2010,ITH4,2,0.4673
2012,NUTS,2010,ITH4,2,0.4992
2013,NUTS,2010,ITH4,2,0.4884
2014,NUTS,2010,ITH4,2,0.5297
2015,NUTS,2010,ITH4,2,0.5546
2016,NUTS,2010,ITH4,2,0.5561
2017,NUTS,2010,ITH4,2,0.5794
2018,NUTS,2010,ITH4,2,0.5898
2019,NUTS,2010,ITH4,2,0.5884
2005,NUTS,2010,ITH5,2,0.2983
2007,NUTS,2010,ITH5,2,0.4188
2008,NUTS,2010,ITH5,2,0.3875
2009,NUTS,2010,ITH5,2,0.3862
2010,NUTS,2010,ITH5,2,0.4325
2011,NUTS,2010,ITH5,2,0.4215
2012,NUTS,2010,ITH5,2,0.4483
2013,NUTS,2010,ITH5,2,0.5187
2014,NUTS,2010,ITH5,2,0.5159
2015,NUTS,2010,ITH5,2,0.4969
2016,NUTS,2010,ITH5,2,0.5592
2017,NUTS,2010,ITH5,2,0.594
2018,NUTS,2010,ITH5,2,0.6327
2019,NUTS,2010,ITH5,2,0.6373
2003,NUTS,2010,ITI,1,0.3627
2004,NUTS,2010,ITI,1,0.3533
2005,NUTS,2010,ITI,1,0.4359
2007,NUTS,2010,ITI,1,0.4652
2008,NUTS,2010,ITI,1,0.4459
2009,NUTS,2010,ITI,1,0.4901
2010,NUTS,2010,ITI,1,0.5071
2011,NUTS,2010,ITI,1,0.5246
2012,NUTS,2010,ITI,1,0.5419
2013,NUTS,2010,ITI,1,0.5652
2014,NUTS,2010,ITI,1,0.5392
2017,NUTS,2010,ITI,1,0.6128
2018,NUTS,2010,ITI,1,0.6555
2019,NUTS,2010,ITI,1,0.6912
2003,NUTS,2010,ITI1,2,0.2223
2004,NUTS,2010,ITI1,2,0.2309
2005,NUTS,2010,ITI1,2,0.3313
2007,NUTS,2010,ITI1,2,0.3737
2008,NUTS,2010,ITI1,2,0.3923
2009,NUTS,2010,ITI1,2,0.4314
2010,NUTS,2010,ITI1,2,0.444
2011,NUTS,2010,ITI1,2,0.4707
2012,NUTS,2010,ITI1,2,0.5096
2013,NUTS,2010,ITI1,2,0.5131
2014,NUTS,2010,ITI1,2,0.4755
2015,NUTS,2010,ITI1,2,0.5191
2016,NUTS,2010,ITI1,2,0.5333
2017,NUTS,2010,ITI1,2,0.5412
2018,NUTS,2010,ITI1,2,0.6226
2019,NUTS,2010,ITI1,2,0.6268
2003,NUTS,2010,ITI2,2,0.217
2004,NUTS,2010,ITI2,2,0.201
2005,NUTS,2010,ITI2,2,0.346
2007,NUTS,2010,ITI2,2,0.3447
2008,NUTS,2010,ITI2,2,0.3059
2009,NUTS,2010,ITI2,2,0.3001
2010,NUTS,2010,ITI2,2,0.3083
2011,NUTS,2010,ITI2,2,0.3366
2012,NUTS,2010,ITI2,2,0.3772
2013,NUTS,2010,ITI2,2,0.3648
2014,NUTS,2010,ITI2,2,0.3802
