year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_fte_total_rse_f
2020,NUTS,2010,PT11,2,0.966
2001,NUTS,2010,PT15,2,0.2974
2003,NUTS,2010,PT15,2,0.2496
2004,NUTS,2010,PT15,2,0.2462
2005,NUTS,2010,PT15,2,0.2558
2006,NUTS,2010,PT15,2,0.2693
2007,NUTS,2010,PT15,2,0.2925
2008,NUTS,2010,PT15,2,0.4747
2009,NUTS,2010,PT15,2,0.5125
2010,NUTS,2010,PT15,2,0.4546
2011,NUTS,2010,PT15,2,0.4569
2012,NUTS,2010,PT15,2,0.4449
2013,NUTS,2010,PT15,2,0.3825
2014,NUTS,2010,PT15,2,0.3695
2015,NUTS,2010,PT15,2,0.3484
2016,NUTS,2010,PT15,2,0.3409
2017,NUTS,2010,PT15,2,0.2938
2018,NUTS,2010,PT15,2,0.3127
2019,NUTS,2010,PT15,2,0.3701
2020,NUTS,2010,PT15,2,0.3971
2001,NUTS,2010,PT16,2,0.2911
2003,NUTS,2010,PT16,2,0.2622
2004,NUTS,2010,PT16,2,0.277
2005,NUTS,2010,PT16,2,0.2881
2006,NUTS,2010,PT16,2,0.33
2007,NUTS,2010,PT16,2,0.369
2008,NUTS,2010,PT16,2,0.5516
2009,NUTS,2010,PT16,2,0.5542
2010,NUTS,2010,PT16,2,0.6126
2011,NUTS,2010,PT16,2,0.7534
2012,NUTS,2010,PT16,2,0.7502
2013,NUTS,2010,PT16,2,0.6471
2014,NUTS,2010,PT16,2,0.6403
2015,NUTS,2010,PT16,2,0.6167
2016,NUTS,2010,PT16,2,0.6527
2017,NUTS,2010,PT16,2,0.7248
2018,NUTS,2010,PT16,2,0.7598
2019,NUTS,2010,PT16,2,0.7795
2020,NUTS,2010,PT16,2,0.8167
2001,NUTS,2010,PT17,2,0.6176
2003,NUTS,2010,PT17,2,0.7783
2004,NUTS,2010,PT17,2,0.7842
2005,NUTS,2010,PT17,2,0.7926
2006,NUTS,2010,PT17,2,0.9056
2007,NUTS,2010,PT17,2,0.989
2008,NUTS,2010,PT17,2,1.3142
2009,NUTS,2010,PT17,2,1.3405
2010,NUTS,2010,PT17,2,1.3663
2011,NUTS,2010,PT17,2,1.383
2012,NUTS,2010,PT17,2,1.4007
2013,NUTS,2010,PT17,2,1.2509
2014,NUTS,2010,PT17,2,1.1821
2015,NUTS,2010,PT17,2,1.1774
2016,NUTS,2010,PT17,2,1.2051
2017,NUTS,2010,PT17,2,1.2508
2018,NUTS,2010,PT17,2,1.2682
2019,NUTS,2010,PT17,2,1.2589
2020,NUTS,2010,PT17,2,1.3225
2001,NUTS,2010,PT18,2,0.1505
2003,NUTS,2010,PT18,2,0.2236
2004,NUTS,2010,PT18,2,0.2249
2005,NUTS,2010,PT18,2,0.2179
2006,NUTS,2010,PT18,2,0.2344
2007,NUTS,2010,PT18,2,0.2621
2008,NUTS,2010,PT18,2,0.4585
2009,NUTS,2010,PT18,2,0.3556
2010,NUTS,2010,PT18,2,0.2883
2011,NUTS,2010,PT18,2,0.3007
2012,NUTS,2010,PT18,2,0.3162
2013,NUTS,2010,PT18,2,0.2766
2014,NUTS,2010,PT18,2,0.2736
2015,NUTS,2010,PT18,2,0.31
2016,NUTS,2010,PT18,2,0.3425
2017,NUTS,2010,PT18,2,0.3656
2018,NUTS,2010,PT18,2,0.3884
2019,NUTS,2010,PT18,2,0.4018
2020,NUTS,2010,PT18,2,0.4252
2001,NUTS,2010,PT2,1,0.3167
2003,NUTS,2010,PT2,1,0.3547
2004,NUTS,2010,PT2,1,0.3713
2005,NUTS,2010,PT2,1,0.399
2006,NUTS,2010,PT2,1,0.3535
2007,NUTS,2010,PT2,1,0.3221
2008,NUTS,2010,PT2,1,0.4319
2009,NUTS,2010,PT2,1,0.3623
2010,NUTS,2010,PT2,1,0.3308
2011,NUTS,2010,PT2,1,0.393
2012,NUTS,2010,PT2,1,0.3572
2013,NUTS,2010,PT2,1,0.2709
2014,NUTS,2010,PT2,1,0.2819
2015,NUTS,2010,PT2,1,0.2175
2016,NUTS,2010,PT2,1,0.2232
2017,NUTS,2010,PT2,1,0.2257
2018,NUTS,2010,PT2,1,0.2284
2019,NUTS,2010,PT2,1,0.2144
2020,NUTS,2010,PT2,1,0.2191
2001,NUTS,2010,PT20,2,0.3167
2003,NUTS,2010,PT20,2,0.3547
2004,NUTS,2010,PT20,2,0.3713
2005,NUTS,2010,PT20,2,0.399
2006,NUTS,2010,PT20,2,0.3535
2007,NUTS,2010,PT20,2,0.3221
2008,NUTS,2010,PT20,2,0.4319
2009,NUTS,2010,PT20,2,0.3623
2010,NUTS,2010,PT20,2,0.3308
2011,NUTS,2010,PT20,2,0.393
2012,NUTS,2010,PT20,2,0.3572
2013,NUTS,2010,PT20,2,0.2709
2014,NUTS,2010,PT20,2,0.2819
2015,NUTS,2010,PT20,2,0.2175
2016,NUTS,2010,PT20,2,0.2232
2017,NUTS,2010,PT20,2,0.2257
2018,NUTS,2010,PT20,2,0.2284
2019,NUTS,2010,PT20,2,0.2144
2020,NUTS,2010,PT20,2,0.2191
2001,NUTS,2010,PT3,1,0.2008
2003,NUTS,2010,PT3,1,0.1577
2004,NUTS,2010,PT3,1,0.151
2005,NUTS,2010,PT3,1,0.1471
2006,NUTS,2010,PT3,1,0.1598
2007,NUTS,2010,PT3,1,0.1669
2008,NUTS,2010,PT3,1,0.231
2009,NUTS,2010,PT3,1,0.179
2010,NUTS,2010,PT3,1,0.1682
2011,NUTS,2010,PT3,1,0.2315
2012,NUTS,2010,PT3,1,0.1957
2013,NUTS,2010,PT3,1,0.1863
2014,NUTS,2010,PT3,1,0.1888
2015,NUTS,2010,PT3,1,0.2153
2016,NUTS,2010,PT3,1,0.2466
2017,NUTS,2010,PT3,1,0.2768
2018,NUTS,2010,PT3,1,0.2935
2019,NUTS,2010,PT3,1,0.2338
2020,NUTS,2010,PT3,1,0.2444
2001,NUTS,2010,PT30,2,0.2008
2003,NUTS,2010,PT30,2,0.1577
2004,NUTS,2010,PT30,2,0.151
2005,NUTS,2010,PT30,2,0.1471
2006,NUTS,2010,PT30,2,0.1598
2007,NUTS,2010,PT30,2,0.1669
2008,NUTS,2010,PT30,2,0.231
2009,NUTS,2010,PT30,2,0.179
2010,NUTS,2010,PT30,2,0.1682
2011,NUTS,2010,PT30,2,0.2315
2012,NUTS,2010,PT30,2,0.1957
2013,NUTS,2010,PT30,2,0.1863
2014,NUTS,2010,PT30,2,0.1888
2015,NUTS,2010,PT30,2,0.2153
2016,NUTS,2010,PT30,2,0.2466
2017,NUTS,2010,PT30,2,0.2768
2018,NUTS,2010,PT30,2,0.2935
2019,NUTS,2010,PT30,2,0.2338
2020,NUTS,2010,PT30,2,0.2444
1999,NUTS,2010,RO,0,0.2331
2000,NUTS,2010,RO,0,0.1981
2001,NUTS,2010,RO,0,0.1937
2002,NUTS,2010,RO,0,0.2286
2003,NUTS,2010,RO,0,0.2405
2004,NUTS,2010,RO,0,0.2412
2005,NUTS,2010,RO,0,0.2729
2006,NUTS,2010,RO,0,0.2149
2007,NUTS,2010,RO,0,0.2071
2008,NUTS,2010,RO,0,0.2232
2009,NUTS,2010,RO,0,0.2767
2010,NUTS,2010,RO,0,0.2899
2011,NUTS,2010,RO,0,0.2441
2012,NUTS,2010,RO,0,0.2651
2013,NUTS,2010,RO,0,0.278
2014,NUTS,2010,RO,0,0.2663
2015,NUTS,2010,RO,0,0.2555
2016,NUTS,2010,RO,0,0.263
2017,NUTS,2010,RO,0,0.2506
2018,NUTS,2010,RO,0,0.2456
2019,NUTS,2010,RO,0,0.2489
2002,NUTS,2010,RO1,1,0.0967
2003,NUTS,2010,RO1,1,0.1095
2004,NUTS,2010,RO1,1,0.1167
2005,NUTS,2010,RO1,1,0.0965
2006,NUTS,2010,RO1,1,0.1043
2007,NUTS,2010,RO1,1,0.1
2008,NUTS,2010,RO1,1,0.1338
2009,NUTS,2010,RO1,1,0.1627
2010,NUTS,2010,RO1,1,0.1986
2011,NUTS,2010,RO1,1,0.1432
2012,NUTS,2010,RO1,1,0.1555
2013,NUTS,2010,RO1,1,0.1292
2014,NUTS,2010,RO1,1,0.1494
2015,NUTS,2010,RO1,1,0.1328
2016,NUTS,2010,RO1,1,0.1318
2017,NUTS,2010,RO1,1,0.1194
2018,NUTS,2010,RO1,1,0.1348
2019,NUTS,2010,RO1,1,0.1414
2002,NUTS,2010,RO11,2,0.0608
2003,NUTS,2010,RO11,2,0.0738
2004,NUTS,2010,RO11,2,0.1162
2005,NUTS,2010,RO11,2,0.0942
2006,NUTS,2010,RO11,2,0.1247
2007,NUTS,2010,RO11,2,0.1115
2008,NUTS,2010,RO11,2,0.162
2009,NUTS,2010,RO11,2,0.1875
2010,NUTS,2010,RO11,2,0.1817
2011,NUTS,2010,RO11,2,0.1409
2012,NUTS,2010,RO11,2,0.1441
2013,NUTS,2010,RO11,2,0.1162
2014,NUTS,2010,RO11,2,0.1354
2015,NUTS,2010,RO11,2,0.1212
2016,NUTS,2010,RO11,2,0.1242
2017,NUTS,2010,RO11,2,0.1118
2018,NUTS,2010,RO11,2,0.1163
2019,NUTS,2010,RO11,2,0.1275
2002,NUTS,2010,RO12,2,0.1359
2003,NUTS,2010,RO12,2,0.1495
2004,NUTS,2010,RO12,2,0.1172
2005,NUTS,2010,RO12,2,0.0993
2006,NUTS,2010,RO12,2,0.0801
2007,NUTS,2010,RO12,2,0.086
2008,NUTS,2010,RO12,2,0.1006
2009,NUTS,2010,RO12,2,0.1338
2010,NUTS,2010,RO12,2,0.2216
2011,NUTS,2010,RO12,2,0.1464
2012,NUTS,2010,RO12,2,0.172
2013,NUTS,2010,RO12,2,0.1471
2014,NUTS,2010,RO12,2,0.1689
2015,NUTS,2010,RO12,2,0.1483
2016,NUTS,2010,RO12,2,0.1417
2017,NUTS,2010,RO12,2,0.1294
2018,NUTS,2010,RO12,2,0.1607
2019,NUTS,2010,RO12,2,0.16
2002,NUTS,2010,RO2,1,0.0885
2003,NUTS,2010,RO2,1,0.0766
2004,NUTS,2010,RO2,1,0.086
2005,NUTS,2010,RO2,1,0.0762
2006,NUTS,2010,RO2,1,0.0841
2007,NUTS,2010,RO2,1,0.0904
2008,NUTS,2010,RO2,1,0.0981
2009,NUTS,2010,RO2,1,0.0896
2010,NUTS,2010,RO2,1,0.0908
2011,NUTS,2010,RO2,1,0.0887
2012,NUTS,2010,RO2,1,0.0941
2013,NUTS,2010,RO2,1,0.1026
2014,NUTS,2010,RO2,1,0.0949
2015,NUTS,2010,RO2,1,0.1004
2016,NUTS,2010,RO2,1,0.0995
2017,NUTS,2010,RO2,1,0.0996
2018,NUTS,2010,RO2,1,0.1009
2019,NUTS,2010,RO2,1,0.1121
2002,NUTS,2010,RO21,2,0.0999
2003,NUTS,2010,RO21,2,0.0832
2004,NUTS,2010,RO21,2,0.0957
2005,NUTS,2010,RO21,2,0.0811
2006,NUTS,2010,RO21,2,0.0899
2007,NUTS,2010,RO21,2,0.0936
2008,NUTS,2010,RO21,2,0.118
2009,NUTS,2010,RO21,2,0.1024
2010,NUTS,2010,RO21,2,0.102
2011,NUTS,2010,RO21,2,0.1073
2012,NUTS,2010,RO21,2,0.1099
2013,NUTS,2010,RO21,2,0.1288
2014,NUTS,2010,RO21,2,0.1177
2015,NUTS,2010,RO21,2,0.1242
2016,NUTS,2010,RO21,2,0.117
2017,NUTS,2010,RO21,2,0.1137
2018,NUTS,2010,RO21,2,0.1087
2019,NUTS,2010,RO21,2,0.1298
2002,NUTS,2010,RO22,2,0.0696
2003,NUTS,2010,RO22,2,0.0664
2004,NUTS,2010,RO22,2,0.0709
2005,NUTS,2010,RO22,2,0.0679
2006,NUTS,2010,RO22,2,0.075
2007,NUTS,2010,RO22,2,0.085
2008,NUTS,2010,RO22,2,0.0652
2009,NUTS,2010,RO22,2,0.0686
2010,NUTS,2010,RO22,2,0.0725
2011,NUTS,2010,RO22,2,0.0576
2012,NUTS,2010,RO22,2,0.067
2013,NUTS,2010,RO22,2,0.0554
2014,NUTS,2010,RO22,2,0.0512
2015,NUTS,2010,RO22,2,0.0562
2016,NUTS,2010,RO22,2,0.0676
2017,NUTS,2010,RO22,2,0.0739
2018,NUTS,2010,RO22,2,0.0865
2019,NUTS,2010,RO22,2,0.0795
2002,NUTS,2010,RO3,1,0.5368
2003,NUTS,2010,RO3,1,0.5656
2004,NUTS,2010,RO3,1,0.5373
2005,NUTS,2010,RO3,1,0.7387
2006,NUTS,2010,RO3,1,0.5077
2007,NUTS,2010,RO3,1,0.4603
2008,NUTS,2010,RO3,1,0.493
2009,NUTS,2010,RO3,1,0.464
2010,NUTS,2010,RO3,1,0.4592
2011,NUTS,2010,RO3,1,0.3767
2012,NUTS,2010,RO3,1,0.4262
2013,NUTS,2010,RO3,1,0.4604
2014,NUTS,2010,RO3,1,0.4542
2015,NUTS,2010,RO3,1,0.4349
2016,NUTS,2010,RO3,1,0.4797
2017,NUTS,2010,RO3,1,0.455
2018,NUTS,2010,RO3,1,0.4346
2019,NUTS,2010,RO3,1,0.4337
2002,NUTS,2010,RO31,2,0.1276
2003,NUTS,2010,RO31,2,0.1101
2004,NUTS,2010,RO31,2,0.1055
2005,NUTS,2010,RO31,2,0.1169
2006,NUTS,2010,RO31,2,0.1161
2007,NUTS,2010,RO31,2,0.136
2008,NUTS,2010,RO31,2,0.1148
2009,NUTS,2010,RO31,2,0.1041
2010,NUTS,2010,RO31,2,0.1116
2011,NUTS,2010,RO31,2,0.0579
2012,NUTS,2010,RO31,2,0.0854
2013,NUTS,2010,RO31,2,0.1257
2014,NUTS,2010,RO31,2,0.1095
2015,NUTS,2010,RO31,2,0.0867
2016,NUTS,2010,RO31,2,0.0952
2017,NUTS,2010,RO31,2,0.076
2018,NUTS,2010,RO31,2,0.0722
2019,NUTS,2010,RO31,2,0.0749
2002,NUTS,2010,RO32,2,1.1808
2003,NUTS,2010,RO32,2,1.3069
2004,NUTS,2010,RO32,2,1.1764
2005,NUTS,2010,RO32,2,1.5872
2006,NUTS,2010,RO32,2,1.0207
2007,NUTS,2010,RO32,2,0.8991
2008,NUTS,2010,RO32,2,0.9996
2009,NUTS,2010,RO32,2,0.9206
2010,NUTS,2010,RO32,2,0.8613
2011,NUTS,2010,RO32,2,0.7145
2012,NUTS,2010,RO32,2,0.8035
2013,NUTS,2010,RO32,2,0.8443
2014,NUTS,2010,RO32,2,0.8486
2015,NUTS,2010,RO32,2,0.8002
2016,NUTS,2010,RO32,2,0.8541
2017,NUTS,2010,RO32,2,0.8389
2018,NUTS,2010,RO32,2,0.7959
2019,NUTS,2010,RO32,2,0.7751
2002,NUTS,2010,RO4,1,0.094
2003,NUTS,2010,RO4,1,0.1252
2004,NUTS,2010,RO4,1,0.1397
2005,NUTS,2010,RO4,1,0.0991
2006,NUTS,2010,RO4,1,0.097
2007,NUTS,2010,RO4,1,0.1114
2008,NUTS,2010,RO4,1,0.0897
2009,NUTS,2010,RO4,1,0.1016
2010,NUTS,2010,RO4,1,0.1406
2011,NUTS,2010,RO4,1,0.1618
2012,NUTS,2010,RO4,1,0.1524
2013,NUTS,2010,RO4,1,0.1762
2014,NUTS,2010,RO4,1,0.1294
2015,NUTS,2010,RO4,1,0.1641
2016,NUTS,2010,RO4,1,0.152
2017,NUTS,2010,RO4,1,0.142
2018,NUTS,2010,RO4,1,0.1265
2019,NUTS,2010,RO4,1,0.1272
2002,NUTS,2010,RO41,2,0.0962
2003,NUTS,2010,RO41,2,0.107
2004,NUTS,2010,RO41,2,0.089
2005,NUTS,2010,RO41,2,0.0953
2006,NUTS,2010,RO41,2,0.0964
2007,NUTS,2010,RO41,2,0.1076
2008,NUTS,2010,RO41,2,0.0872
2009,NUTS,2010,RO41,2,0.0874
2010,NUTS,2010,RO41,2,0.0864
2011,NUTS,2010,RO41,2,0.1416
2012,NUTS,2010,RO41,2,0.1282
2013,NUTS,2010,RO41,2,0.1414
2014,NUTS,2010,RO41,2,0.1048
2015,NUTS,2010,RO41,2,0.1345
2016,NUTS,2010,RO41,2,0.1386
2017,NUTS,2010,RO41,2,0.1288
2018,NUTS,2010,RO41,2,0.0574
2019,NUTS,2010,RO41,2,0.0587
2002,NUTS,2010,RO42,2,0.091
2003,NUTS,2010,RO42,2,0.1509
2004,NUTS,2010,RO42,2,0.2093
2005,NUTS,2010,RO42,2,0.1042
2006,NUTS,2010,RO42,2,0.0978
2007,NUTS,2010,RO42,2,0.1161
2008,NUTS,2010,RO42,2,0.0928
2009,NUTS,2010,RO42,2,0.1197
2010,NUTS,2010,RO42,2,0.2092
2011,NUTS,2010,RO42,2,0.1882
2012,NUTS,2010,RO42,2,0.1853
2013,NUTS,2010,RO42,2,0.2194
2014,NUTS,2010,RO42,2,0.161
2015,NUTS,2010,RO42,2,0.1988
2016,NUTS,2010,RO42,2,0.1673
2017,NUTS,2010,RO42,2,0.1576
2018,NUTS,2010,RO42,2,0.2105
2019,NUTS,2010,RO42,2,0.207
2010,NUTS,2010,RS,0,0.5408
2011,NUTS,2010,RS,0,0.6201
2012,NUTS,2010,RS,0,0.6427
2013,NUTS,2010,RS,0,0.6536
2014,NUTS,2010,RS,0,0.6224
2015,NUTS,2010,RS,0,0.6971
2016,NUTS,2010,RS,0,0.662
2017,NUTS,2010,RS,0,0.6371
2018,NUTS,2010,RS,0,0.6497
2019,NUTS,2010,RS,0,0.6417
2020,NUTS,2010,RS,0,0.6705
2018,NUTS,2010,RS1,1,0.9112
2019,NUTS,2010,RS1,1,0.9081
2020,NUTS,2010,RS1,1,0.9479
2018,NUTS,2010,RS11,2,1.2749
2019,NUTS,2010,RS11,2,1.2826
2020,NUTS,2010,RS11,2,1.3555
2018,NUTS,2010,RS12,2,0.523
2019,NUTS,2010,RS12,2,0.5092
2020,NUTS,2010,RS12,2,0.517
2018,NUTS,2010,RS2,1,0.246
2019,NUTS,2010,RS2,1,0.229
2020,NUTS,2010,RS2,1,0.2352
2018,NUTS,2010,RS21,2,0.1689
2019,NUTS,2010,RS21,2,0.1505
2020,NUTS,2010,RS21,2,0.1737
2018,NUTS,2010,RS22,2,0.358
2019,NUTS,2010,RS22,2,0.3414
2020,NUTS,2010,RS22,2,0.3238
2005,NUTS,2010,SE,0,0.7827
2007,NUTS,2010,SE,0,0.6356
2009,NUTS,2010,SE,0,0.6792
2011,NUTS,2010,SE,0,0.6957
2013,NUTS,2010,SE,0,0.8351
2015,NUTS,2010,SE,0,0.8226
2017,NUTS,2010,SE,0,0.9148
2019,NUTS,2010,SE,0,1.0065
1997,NUTS,2010,SI,0,0.3323
1998,NUTS,2010,SI,0,0.3557
1999,NUTS,2010,SI,0,0.3774
2000,NUTS,2010,SI,0,0.3784
2001,NUTS,2010,SI,0,0.381
2002,NUTS,2010,SI,0,0.3965
2003,NUTS,2010,SI,0,0.3005
2004,NUTS,2010,SI,0,0.3074
2005,NUTS,2010,SI,0,0.4201
2006,NUTS,2010,SI,0,0.4546
2007,NUTS,2010,SI,0,0.4875
2008,NUTS,2010,SI,0,0.5251
2009,NUTS,2010,SI,0,0.5764
2010,NUTS,2010,SI,0,0.6219
2011,NUTS,2010,SI,0,0.742
2012,NUTS,2010,SI,0,0.7295
2013,NUTS,2010,SI,0,0.7524
2014,NUTS,2010,SI,0,0.7359
2015,NUTS,2010,SI,0,0.66
2016,NUTS,2010,SI,0,0.6476
2017,NUTS,2010,SI,0,0.6629
2018,NUTS,2010,SI,0,0.7195
2019,NUTS,2010,SI,0,0.7661
1999,NUTS,2010,SI0,1,0.3639
2000,NUTS,2010,SI0,1,0.3697
2001,NUTS,2010,SI0,1,0.3711
2002,NUTS,2010,SI0,1,0.3798
2003,NUTS,2010,SI0,1,0.2942
2004,NUTS,2010,SI0,1,0.2966
2005,NUTS,2010,SI0,1,0.4097
2006,NUTS,2010,SI0,1,0.4436
2007,NUTS,2010,SI0,1,0.4726
2008,NUTS,2010,SI0,1,0.5132
2009,NUTS,2010,SI0,1,0.5584
2010,NUTS,2010,SI0,1,0.6028
2011,NUTS,2010,SI0,1,0.7195
2012,NUTS,2010,SI0,1,0.7123
2013,NUTS,2010,SI0,1,0.7335
2014,NUTS,2010,SI0,1,0.7121
2015,NUTS,2010,SI0,1,0.6446
2016,NUTS,2010,SI0,1,0.6355
2017,NUTS,2010,SI0,1,0.6491
2018,NUTS,2010,SI0,1,0.7029
2019,NUTS,2010,SI0,1,0.7536
2013,NUTS,2010,SI03,2,0.3365
2014,NUTS,2010,SI03,2,0.3103
2015,NUTS,2010,SI03,2,0.2768
2016,NUTS,2010,SI03,2,0.2819
2017,NUTS,2010,SI03,2,0.2933
2018,NUTS,2010,SI03,2,0.3299
2019,NUTS,2010,SI03,2,0.3594
2013,NUTS,2010,SI04,2,1.1518
2014,NUTS,2010,SI04,2,1.1346
2015,NUTS,2010,SI04,2,1.0269
2016,NUTS,2010,SI04,2,0.9995
2017,NUTS,2010,SI04,2,1.026
2018,NUTS,2010,SI04,2,1.1079
2019,NUTS,2010,SI04,2,1.1687
1997,NUTS,2010,SK,0,0.3681
1998,NUTS,2010,SK,0,0.3836
1999,NUTS,2010,SK,0,0.364
2000,NUTS,2010,SK,0,0.4016
2001,NUTS,2010,SK,0,0.391
2002,NUTS,2010,SK,0,0.3869
2003,NUTS,2010,SK,0,0.4006
2004,NUTS,2010,SK,0,0.4546
2005,NUTS,2010,SK,0,0.4575
2006,NUTS,2010,SK,0,0.492
2007,NUTS,2010,SK,0,0.4957
2008,NUTS,2010,SK,0,0.5
2009,NUTS,2010,SK,0,0.506
2010,NUTS,2010,SK,0,0.5791
2011,NUTS,2010,SK,0,0.5945
2012,NUTS,2010,SK,0,0.582
2013,NUTS,2010,SK,0,0.5585
2014,NUTS,2010,SK,0,0.5462
2015,NUTS,2010,SK,0,0.5274
2016,NUTS,2010,SK,0,0.4806
2017,NUTS,2010,SK,0,0.5037
2018,NUTS,2010,SK,0,0.5269
2019,NUTS,2010,SK,0,0.5407
2020,NUTS,2010,SK,0,0.569
2000,NUTS,2010,SK01,2,1.4844
2001,NUTS,2010,SK01,2,1.4009
2002,NUTS,2010,SK01,2,1.5285
2003,NUTS,2010,SK01,2,1.5387
2004,NUTS,2010,SK01,2,1.7869
2005,NUTS,2010,SK01,2,1.6671
2006,NUTS,2010,SK01,2,1.8893
2007,NUTS,2010,SK01,2,1.8664
2008,NUTS,2010,SK01,2,1.815
2009,NUTS,2010,SK01,2,1.9108
2010,NUTS,2010,SK01,2,2.3781
2011,NUTS,2010,SK01,2,2.47
2012,NUTS,2010,SK01,2,2.314
2013,NUTS,2010,SK01,2,2.193
2014,NUTS,2010,SK01,2,2.0697
2015,NUTS,2010,SK01,2,1.9887
2016,NUTS,2010,SK01,2,1.8374
2017,NUTS,2010,SK01,2,1.8656
2018,NUTS,2010,SK01,2,1.9869
2019,NUTS,2010,SK01,2,2.0621
2020,NUTS,2010,SK01,2,2.2569
2000,NUTS,2010,SK02,2,0.149
2001,NUTS,2010,SK02,2,0.1548
2002,NUTS,2010,SK02,2,0.1478
2003,NUTS,2010,SK02,2,0.1561
2004,NUTS,2010,SK02,2,0.1842
2005,NUTS,2010,SK02,2,0.2003
2006,NUTS,2010,SK02,2,0.1998
2007,NUTS,2010,SK02,2,0.2151
2008,NUTS,2010,SK02,2,0.2134
2009,NUTS,2010,SK02,2,0.2359
2010,NUTS,2010,SK02,2,0.2697
2011,NUTS,2010,SK02,2,0.267
2012,NUTS,2010,SK02,2,0.2727
2013,NUTS,2010,SK02,2,0.297
2014,NUTS,2010,SK02,2,0.3186
2015,NUTS,2010,SK02,2,0.303
2016,NUTS,2010,SK02,2,0.2417
2017,NUTS,2010,SK02,2,0.2955
2018,NUTS,2010,SK02,2,0.2884
2019,NUTS,2010,SK02,2,0.2804
2020,NUTS,2010,SK02,2,0.2945
2000,NUTS,2010,SK03,2,0.1952
2001,NUTS,2010,SK03,2,0.1826
2002,NUTS,2010,SK03,2,0.1641
2003,NUTS,2010,SK03,2,0.1828
2004,NUTS,2010,SK03,2,0.207
2005,NUTS,2010,SK03,2,0.2058
2006,NUTS,2010,SK03,2,0.2101
2007,NUTS,2010,SK03,2,0.2099
2008,NUTS,2010,SK03,2,0.2346
2009,NUTS,2010,SK03,2,0.2699
2010,NUTS,2010,SK03,2,0.2777
2011,NUTS,2010,SK03,2,0.2856
2012,NUTS,2010,SK03,2,0.2835
2013,NUTS,2010,SK03,2,0.2464
2014,NUTS,2010,SK03,2,0.2785
2015,NUTS,2010,SK03,2,0.2659
2016,NUTS,2010,SK03,2,0.2815
2017,NUTS,2010,SK03,2,0.2604
2018,NUTS,2010,SK03,2,0.2748
2019,NUTS,2010,SK03,2,0.2906
2020,NUTS,2010,SK03,2,0.2788
2000,NUTS,2010,SK04,2,0.2779
2001,NUTS,2010,SK04,2,0.2991
2002,NUTS,2010,SK04,2,0.2575
2003,NUTS,2010,SK04,2,0.2679
2004,NUTS,2010,SK04,2,0.3036
2005,NUTS,2010,SK04,2,0.3343
2006,NUTS,2010,SK04,2,0.3339
2007,NUTS,2010,SK04,2,0.3415
2008,NUTS,2010,SK04,2,0.3706
2009,NUTS,2010,SK04,2,0.3825
2010,NUTS,2010,SK04,2,0.3829
2011,NUTS,2010,SK04,2,0.4076
2012,NUTS,2010,SK04,2,0.4303
2013,NUTS,2010,SK04,2,0.4289
2014,NUTS,2010,SK04,2,0.4108
2015,NUTS,2010,SK04,2,0.4098
2016,NUTS,2010,SK04,2,0.3505
2017,NUTS,2010,SK04,2,0.361
2018,NUTS,2010,SK04,2,0.3883
2019,NUTS,2010,SK04,2,0.3954
2020,NUTS,2010,SK04,2,0.4091
2006,NUTS,2010,TR,0,0.285
2007,NUTS,2010,TR,0,0.3254
2008,NUTS,2010,TR,0,0.3262
2009,NUTS,2010,TR,0,0.3378
2010,NUTS,2010,TR,0,0.3365
2011,NUTS,2010,TR,0,0.3451
2012,NUTS,2010,TR,0,0.3794
2013,NUTS,2010,TR,0,0.394
2014,NUTS,2010,TR,0,0.3895
2015,NUTS,2010,TR,0,0.4005
2016,NUTS,2010,TR,0,0.3999
2017,NUTS,2010,TR,0,0.4303
2018,NUTS,2010,TR,0,0.4658
2019,NUTS,2010,TR,0,0.5054
2020,NUTS,2010,TR,0,0.598
