year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_f_hc_rse
1998,NUTS,2010,AT,0,71.0
2002,NUTS,2010,AT,0,144.0
2004,NUTS,2010,AT,0,156.0
2006,NUTS,2010,AT,0,147.0
2007,NUTS,2010,AT,0,108.0
2009,NUTS,2010,AT,0,195.0
2011,NUTS,2010,AT,0,230.0
2013,NUTS,2010,AT,0,237.0
2015,NUTS,2010,AT,0,303.0
2017,NUTS,2010,AT,0,313.0
2019,NUTS,2010,AT,0,408.0
2007,NUTS,2010,AT1,1,89.0
2009,NUTS,2010,AT1,1,185.0
2011,NUTS,2010,AT1,1,204.0
2013,NUTS,2010,AT1,1,208.0
2015,NUTS,2010,AT1,1,277.0
2017,NUTS,2010,AT1,1,274.0
2019,NUTS,2010,AT1,1,354.0
2007,NUTS,2010,AT11,2,0.0
2009,NUTS,2010,AT11,2,0.0
2011,NUTS,2010,AT11,2,0.0
2013,NUTS,2010,AT11,2,0.0
2015,NUTS,2010,AT11,2,0.0
2017,NUTS,2010,AT11,2,0.0
2002,NUTS,2010,AT12,2,10.0
2004,NUTS,2010,AT12,2,11.0
2006,NUTS,2010,AT12,2,9.0
2007,NUTS,2010,AT12,2,10.0
2009,NUTS,2010,AT12,2,55.0
2011,NUTS,2010,AT12,2,68.0
2013,NUTS,2010,AT12,2,74.0
2015,NUTS,2010,AT12,2,81.0
2017,NUTS,2010,AT12,2,93.0
2002,NUTS,2010,AT13,2,84.0
2004,NUTS,2010,AT13,2,105.0
2006,NUTS,2010,AT13,2,107.0
2007,NUTS,2010,AT13,2,79.0
2009,NUTS,2010,AT13,2,130.0
2011,NUTS,2010,AT13,2,136.0
2013,NUTS,2010,AT13,2,134.0
2015,NUTS,2010,AT13,2,196.0
2017,NUTS,2010,AT13,2,181.0
2019,NUTS,2010,AT13,2,246.0
2006,NUTS,2010,AT2,1,17.0
2019,NUTS,2010,AT2,1,16.0
2006,NUTS,2010,AT21,2,0.0
2011,NUTS,2010,AT21,2,5.0
2002,NUTS,2010,AT22,2,22.0
2004,NUTS,2010,AT22,2,21.0
2006,NUTS,2010,AT22,2,17.0
2009,NUTS,2010,AT22,2,0.0
2002,NUTS,2010,AT3,1,24.0
2004,NUTS,2010,AT3,1,19.0
2007,NUTS,2010,AT3,1,16.0
2019,NUTS,2010,AT3,1,38.0
2002,NUTS,2010,AT31,2,6.0
2004,NUTS,2010,AT31,2,3.0
2006,NUTS,2010,AT31,2,10.0
2009,NUTS,2010,AT31,2,3.0
2011,NUTS,2010,AT31,2,12.0
2013,NUTS,2010,AT31,2,19.0
2015,NUTS,2010,AT31,2,3.0
2017,NUTS,2010,AT31,2,5.0
2019,NUTS,2010,AT31,2,12.0
2006,NUTS,2010,AT32,2,0.0
2009,NUTS,2010,AT32,2,0.0
2015,NUTS,2010,AT32,2,17.0
2017,NUTS,2010,AT32,2,27.0
2019,NUTS,2010,AT32,2,25.0
2002,NUTS,2010,AT33,2,14.0
2004,NUTS,2010,AT33,2,15.0
2006,NUTS,2010,AT33,2,4.0
2013,NUTS,2010,AT33,2,2.0
2019,NUTS,2010,AT33,2,1.0
2007,NUTS,2010,AT34,2,0.0
2009,NUTS,2010,AT34,2,0.0
2011,NUTS,2010,AT34,2,0.0
2013,NUTS,2010,AT34,2,0.0
2019,NUTS,2010,AT34,2,0.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,2.0
2013,NUTS,2010,BA,0,0.0
2014,NUTS,2010,BA,0,2.0
2019,NUTS,2010,BA,0,0.0
2002,NUTS,2010,BE,0,114.0
2003,NUTS,2010,BE,0,113.0
2004,NUTS,2010,BE,0,113.0
2005,NUTS,2010,BE,0,107.0
2006,NUTS,2010,BE,0,116.0
2007,NUTS,2010,BE,0,119.0
2008,NUTS,2010,BE,0,122.0
2009,NUTS,2010,BE,0,119.0
2010,NUTS,2010,BE,0,125.0
2011,NUTS,2010,BE,0,113.0
2012,NUTS,2010,BE,0,94.0
2013,NUTS,2010,BE,0,94.0
2014,NUTS,2010,BE,0,114.0
2015,NUTS,2010,BE,0,173.0
2016,NUTS,2010,BE,0,276.0
2017,NUTS,2010,BE,0,287.0
2018,NUTS,2010,BE,0,597.0
2019,NUTS,2010,BE,0,634.0
2002,NUTS,2010,BE1,1,36.0
2003,NUTS,2010,BE1,1,37.0
2004,NUTS,2010,BE1,1,33.0
2005,NUTS,2010,BE1,1,30.0
2006,NUTS,2010,BE1,1,40.0
2007,NUTS,2010,BE1,1,43.0
2008,NUTS,2010,BE1,1,43.0
2009,NUTS,2010,BE1,1,43.0
2010,NUTS,2010,BE1,1,41.0
2011,NUTS,2010,BE1,1,36.0
2012,NUTS,2010,BE1,1,69.0
2013,NUTS,2010,BE1,1,66.0
2014,NUTS,2010,BE1,1,77.0
2015,NUTS,2010,BE1,1,112.0
2016,NUTS,2010,BE1,1,125.0
2017,NUTS,2010,BE1,1,138.0
2018,NUTS,2010,BE1,1,452.0
2019,NUTS,2010,BE1,1,459.0
2002,NUTS,2010,BE10,2,36.0
2003,NUTS,2010,BE10,2,37.0
2004,NUTS,2010,BE10,2,33.0
2005,NUTS,2010,BE10,2,30.0
2006,NUTS,2010,BE10,2,40.0
2007,NUTS,2010,BE10,2,43.0
2008,NUTS,2010,BE10,2,43.0
2009,NUTS,2010,BE10,2,43.0
2010,NUTS,2010,BE10,2,41.0
2011,NUTS,2010,BE10,2,36.0
2012,NUTS,2010,BE10,2,69.0
2013,NUTS,2010,BE10,2,66.0
2014,NUTS,2010,BE10,2,77.0
2015,NUTS,2010,BE10,2,112.0
2016,NUTS,2010,BE10,2,125.0
2017,NUTS,2010,BE10,2,138.0
2018,NUTS,2010,BE10,2,452.0
2019,NUTS,2010,BE10,2,459.0
2002,NUTS,2010,BE2,1,78.0
2003,NUTS,2010,BE2,1,76.0
2004,NUTS,2010,BE2,1,80.0
2005,NUTS,2010,BE2,1,77.0
2006,NUTS,2010,BE2,1,76.0
2007,NUTS,2010,BE2,1,76.0
2008,NUTS,2010,BE2,1,79.0
2009,NUTS,2010,BE2,1,76.0
2010,NUTS,2010,BE2,1,84.0
2011,NUTS,2010,BE2,1,77.0
2012,NUTS,2010,BE2,1,25.0
2013,NUTS,2010,BE2,1,28.0
2014,NUTS,2010,BE2,1,35.0
2015,NUTS,2010,BE2,1,59.0
2016,NUTS,2010,BE2,1,141.0
2017,NUTS,2010,BE2,1,139.0
2018,NUTS,2010,BE2,1,135.0
2019,NUTS,2010,BE2,1,165.0
2002,NUTS,2010,BE3,1,0.0
2003,NUTS,2010,BE3,1,0.0
2004,NUTS,2010,BE3,1,0.0
2005,NUTS,2010,BE3,1,0.0
2006,NUTS,2010,BE3,1,0.0
2007,NUTS,2010,BE3,1,0.0
2008,NUTS,2010,BE3,1,0.0
2009,NUTS,2010,BE3,1,0.0
2010,NUTS,2010,BE3,1,0.0
2011,NUTS,2010,BE3,1,0.0
2014,NUTS,2010,BE3,1,2.0
2015,NUTS,2010,BE3,1,2.0
2016,NUTS,2010,BE3,1,10.0
2017,NUTS,2010,BE3,1,10.0
2018,NUTS,2010,BE3,1,10.0
2019,NUTS,2010,BE3,1,10.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1994,NUTS,2010,BG,0,12.0
1995,NUTS,2010,BG,0,14.0
1996,NUTS,2010,BG,0,93.0
1997,NUTS,2010,BG,0,63.0
1998,NUTS,2010,BG,0,65.0
1999,NUTS,2010,BG,0,36.0
2000,NUTS,2010,BG,0,16.0
2001,NUTS,2010,BG,0,48.0
2002,NUTS,2010,BG,0,14.0
2003,NUTS,2010,BG,0,33.0
2004,NUTS,2010,BG,0,27.0
2005,NUTS,2010,BG,0,104.0
2006,NUTS,2010,BG,0,62.0
2007,NUTS,2010,BG,0,69.0
2008,NUTS,2010,BG,0,54.0
2009,NUTS,2010,BG,0,34.0
2010,NUTS,2010,BG,0,50.0
2011,NUTS,2010,BG,0,51.0
2012,NUTS,2010,BG,0,79.0
2013,NUTS,2010,BG,0,63.0
2014,NUTS,2010,BG,0,64.0
2015,NUTS,2010,BG,0,68.0
2016,NUTS,2010,BG,0,23.0
2017,NUTS,2010,BG,0,71.0
2018,NUTS,2010,BG,0,65.0
2019,NUTS,2010,BG,0,77.0
2003,NUTS,2010,BG3,1,0.0
2004,NUTS,2010,BG3,1,4.0
2005,NUTS,2010,BG3,1,0.0
2006,NUTS,2010,BG3,1,0.0
2007,NUTS,2010,BG3,1,0.0
2010,NUTS,2010,BG3,1,0.0
2017,NUTS,2010,BG3,1,7.0
2003,NUTS,2010,BG31,2,0.0
2004,NUTS,2010,BG31,2,4.0
2005,NUTS,2010,BG31,2,0.0
2006,NUTS,2010,BG31,2,0.0
2007,NUTS,2010,BG31,2,0.0
2008,NUTS,2010,BG31,2,0.0
2009,NUTS,2010,BG31,2,0.0
2010,NUTS,2010,BG31,2,0.0
2011,NUTS,2010,BG31,2,0.0
2012,NUTS,2010,BG31,2,0.0
2013,NUTS,2010,BG31,2,0.0
2014,NUTS,2010,BG31,2,0.0
2017,NUTS,2010,BG31,2,0.0
2003,NUTS,2010,BG32,2,0.0
2004,NUTS,2010,BG32,2,0.0
2005,NUTS,2010,BG32,2,0.0
2006,NUTS,2010,BG32,2,0.0
2007,NUTS,2010,BG32,2,0.0
2008,NUTS,2010,BG32,2,0.0
2009,NUTS,2010,BG32,2,0.0
2010,NUTS,2010,BG32,2,0.0
2011,NUTS,2010,BG32,2,0.0
2012,NUTS,2010,BG32,2,0.0
2013,NUTS,2010,BG32,2,0.0
2014,NUTS,2010,BG32,2,0.0
2015,NUTS,2010,BG32,2,0.0
2016,NUTS,2010,BG32,2,0.0
2017,NUTS,2010,BG32,2,0.0
2018,NUTS,2010,BG32,2,0.0
2019,NUTS,2010,BG32,2,0.0
2003,NUTS,2010,BG33,2,0.0
2004,NUTS,2010,BG33,2,0.0
2005,NUTS,2010,BG33,2,0.0
2006,NUTS,2010,BG33,2,0.0
2007,NUTS,2010,BG33,2,0.0
2008,NUTS,2010,BG33,2,0.0
2009,NUTS,2010,BG33,2,0.0
2010,NUTS,2010,BG33,2,0.0
2011,NUTS,2010,BG33,2,0.0
2012,NUTS,2010,BG33,2,0.0
2016,NUTS,2010,BG33,2,0.0
2003,NUTS,2010,BG34,2,0.0
2004,NUTS,2010,BG34,2,0.0
2005,NUTS,2010,BG34,2,0.0
2006,NUTS,2010,BG34,2,0.0
2007,NUTS,2010,BG34,2,0.0
2010,NUTS,2010,BG34,2,0.0
2013,NUTS,2010,BG34,2,0.0
2016,NUTS,2010,BG34,2,0.0
2003,NUTS,2010,BG4,1,33.0
2004,NUTS,2010,BG4,1,23.0
2005,NUTS,2010,BG4,1,104.0
2006,NUTS,2010,BG4,1,62.0
2007,NUTS,2010,BG4,1,69.0
2010,NUTS,2010,BG4,1,50.0
2017,NUTS,2010,BG4,1,64.0
1999,NUTS,2010,BG41,2,36.0
2000,NUTS,2010,BG41,2,16.0
2003,NUTS,2010,BG41,2,33.0
2005,NUTS,2010,BG41,2,88.0
2009,NUTS,2010,BG41,2,30.0
2011,NUTS,2010,BG41,2,46.0
2013,NUTS,2010,BG41,2,60.0
2015,NUTS,2010,BG41,2,64.0
2016,NUTS,2010,BG41,2,13.0
2018,NUTS,2010,BG41,2,41.0
2019,NUTS,2010,BG41,2,58.0
2003,NUTS,2010,BG42,2,0.0
2005,NUTS,2010,BG42,2,16.0
2014,NUTS,2010,BG42,2,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1998,NUTS,2010,CY,0,12.0
1999,NUTS,2010,CY,0,12.0
2000,NUTS,2010,CY,0,14.0
2001,NUTS,2010,CY,0,17.0
2002,NUTS,2010,CY,0,20.0
2003,NUTS,2010,CY,0,21.0
2004,NUTS,2010,CY,0,16.0
2005,NUTS,2010,CY,0,25.0
2006,NUTS,2010,CY,0,31.0
2007,NUTS,2010,CY,0,31.0
2008,NUTS,2010,CY,0,33.0
2009,NUTS,2010,CY,0,42.0
2010,NUTS,2010,CY,0,41.0
2011,NUTS,2010,CY,0,37.0
2012,NUTS,2010,CY,0,40.0
2013,NUTS,2010,CY,0,36.0
2014,NUTS,2010,CY,0,43.0
2015,NUTS,2010,CY,0,40.0
2016,NUTS,2010,CY,0,33.0
2017,NUTS,2010,CY,0,43.0
2018,NUTS,2010,CY,0,45.0
2019,NUTS,2010,CY,0,71.0
1999,NUTS,2010,CZ,0,13.0
2000,NUTS,2010,CZ,0,117.0
2001,NUTS,2010,CZ,0,35.0
2002,NUTS,2010,CZ,0,33.0
2003,NUTS,2010,CZ,0,59.0
2004,NUTS,2010,CZ,0,24.0
2005,NUTS,2010,CZ,0,38.0
2006,NUTS,2010,CZ,0,29.0
2007,NUTS,2010,CZ,0,29.0
2008,NUTS,2010,CZ,0,35.0
2009,NUTS,2010,CZ,0,73.0
2010,NUTS,2010,CZ,0,82.0
2011,NUTS,2010,CZ,0,79.0
2012,NUTS,2010,CZ,0,77.0
2013,NUTS,2010,CZ,0,75.0
2014,NUTS,2010,CZ,0,100.0
2015,NUTS,2010,CZ,0,91.0
2016,NUTS,2010,CZ,0,81.0
2017,NUTS,2010,CZ,0,89.0
2018,NUTS,2010,CZ,0,76.0
2019,NUTS,2010,CZ,0,114.0
2020,NUTS,2010,CZ,0,110.0
1999,NUTS,2010,CZ0,1,13.0
2000,NUTS,2010,CZ0,1,117.0
2001,NUTS,2010,CZ0,1,35.0
2002,NUTS,2010,CZ0,1,33.0
2003,NUTS,2010,CZ0,1,59.0
2004,NUTS,2010,CZ0,1,24.0
2005,NUTS,2010,CZ0,1,38.0
2006,NUTS,2010,CZ0,1,29.0
2007,NUTS,2010,CZ0,1,29.0
2008,NUTS,2010,CZ0,1,35.0
2009,NUTS,2010,CZ0,1,73.0
2010,NUTS,2010,CZ0,1,82.0
2011,NUTS,2010,CZ0,1,79.0
2012,NUTS,2010,CZ0,1,77.0
2013,NUTS,2010,CZ0,1,75.0
2014,NUTS,2010,CZ0,1,100.0
2015,NUTS,2010,CZ0,1,92.0
2016,NUTS,2010,CZ0,1,81.0
2017,NUTS,2010,CZ0,1,89.0
2018,NUTS,2010,CZ0,1,76.0
2019,NUTS,2010,CZ0,1,114.0
2020,NUTS,2010,CZ0,1,110.0
2001,NUTS,2010,CZ01,2,26.0
2002,NUTS,2010,CZ01,2,12.0
2003,NUTS,2010,CZ01,2,25.0
2004,NUTS,2010,CZ01,2,12.0
2005,NUTS,2010,CZ01,2,30.0
2006,NUTS,2010,CZ01,2,22.0
2007,NUTS,2010,CZ01,2,18.0
2008,NUTS,2010,CZ01,2,21.0
2009,NUTS,2010,CZ01,2,50.0
2010,NUTS,2010,CZ01,2,59.0
2011,NUTS,2010,CZ01,2,57.0
2012,NUTS,2010,CZ01,2,53.0
2013,NUTS,2010,CZ01,2,53.0
2014,NUTS,2010,CZ01,2,58.0
2015,NUTS,2010,CZ01,2,50.0
2016,NUTS,2010,CZ01,2,52.0
2017,NUTS,2010,CZ01,2,49.0
2018,NUTS,2010,CZ01,2,41.0
2019,NUTS,2010,CZ01,2,57.0
2020,NUTS,2010,CZ01,2,65.0
2001,NUTS,2010,CZ02,2,0.0
2002,NUTS,2010,CZ02,2,1.0
2003,NUTS,2010,CZ02,2,2.0
2004,NUTS,2010,CZ02,2,0.0
2005,NUTS,2010,CZ02,2,0.0
2006,NUTS,2010,CZ02,2,0.0
2007,NUTS,2010,CZ02,2,1.0
2008,NUTS,2010,CZ02,2,1.0
2009,NUTS,2010,CZ02,2,1.0
2010,NUTS,2010,CZ02,2,0.0
2011,NUTS,2010,CZ02,2,2.0
2012,NUTS,2010,CZ02,2,2.0
2013,NUTS,2010,CZ02,2,5.0
2014,NUTS,2010,CZ02,2,10.0
2015,NUTS,2010,CZ02,2,8.0
2016,NUTS,2010,CZ02,2,1.0
2017,NUTS,2010,CZ02,2,0.0
2018,NUTS,2010,CZ02,2,1.0
2019,NUTS,2010,CZ02,2,1.0
2020,NUTS,2010,CZ02,2,3.0
2001,NUTS,2010,CZ03,2,5.0
2002,NUTS,2010,CZ03,2,4.0
2003,NUTS,2010,CZ03,2,9.0
2004,NUTS,2010,CZ03,2,8.0
2005,NUTS,2010,CZ03,2,6.0
2006,NUTS,2010,CZ03,2,6.0
2007,NUTS,2010,CZ03,2,2.0
2008,NUTS,2010,CZ03,2,3.0
2009,NUTS,2010,CZ03,2,14.0
2010,NUTS,2010,CZ03,2,11.0
2011,NUTS,2010,CZ03,2,8.0
2012,NUTS,2010,CZ03,2,10.0
2013,NUTS,2010,CZ03,2,7.0
2014,NUTS,2010,CZ03,2,14.0
2015,NUTS,2010,CZ03,2,21.0
2016,NUTS,2010,CZ03,2,17.0
2017,NUTS,2010,CZ03,2,24.0
2018,NUTS,2010,CZ03,2,25.0
2019,NUTS,2010,CZ03,2,20.0
2020,NUTS,2010,CZ03,2,20.0
2001,NUTS,2010,CZ04,2,1.0
2002,NUTS,2010,CZ04,2,3.0
2003,NUTS,2010,CZ04,2,3.0
2004,NUTS,2010,CZ04,2,1.0
2005,NUTS,2010,CZ04,2,0.0
2006,NUTS,2010,CZ04,2,0.0
2007,NUTS,2010,CZ04,2,0.0
2008,NUTS,2010,CZ04,2,0.0
2009,NUTS,2010,CZ04,2,0.0
2010,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,1.0
2019,NUTS,2010,CZ04,2,1.0
2020,NUTS,2010,CZ04,2,1.0
2001,NUTS,2010,CZ05,2,0.0
2002,NUTS,2010,CZ05,2,1.0
2003,NUTS,2010,CZ05,2,5.0
2004,NUTS,2010,CZ05,2,1.0
2005,NUTS,2010,CZ05,2,0.0
2006,NUTS,2010,CZ05,2,0.0
2007,NUTS,2010,CZ05,2,1.0
2008,NUTS,2010,CZ05,2,0.0
2009,NUTS,2010,CZ05,2,4.0
2010,NUTS,2010,CZ05,2,0.0
2011,NUTS,2010,CZ05,2,0.0
2012,NUTS,2010,CZ05,2,0.0
2013,NUTS,2010,CZ05,2,0.0
2014,NUTS,2010,CZ05,2,0.0
2015,NUTS,2010,CZ05,2,0.0
2016,NUTS,2010,CZ05,2,0.0
2017,NUTS,2010,CZ05,2,8.0
2019,NUTS,2010,CZ05,2,5.0
2020,NUTS,2010,CZ05,2,8.0
2001,NUTS,2010,CZ06,2,1.0
2002,NUTS,2010,CZ06,2,6.0
2003,NUTS,2010,CZ06,2,7.0
2004,NUTS,2010,CZ06,2,2.0
2005,NUTS,2010,CZ06,2,1.0
2006,NUTS,2010,CZ06,2,1.0
2007,NUTS,2010,CZ06,2,3.0
2008,NUTS,2010,CZ06,2,6.0
2009,NUTS,2010,CZ06,2,5.0
2010,NUTS,2010,CZ06,2,9.0
2011,NUTS,2010,CZ06,2,8.0
2012,NUTS,2010,CZ06,2,8.0
2013,NUTS,2010,CZ06,2,7.0
2014,NUTS,2010,CZ06,2,10.0
2015,NUTS,2010,CZ06,2,7.0
2016,NUTS,2010,CZ06,2,1.0
2017,NUTS,2010,CZ06,2,2.0
2018,NUTS,2010,CZ06,2,3.0
2019,NUTS,2010,CZ06,2,6.0
2020,NUTS,2010,CZ06,2,4.0
2001,NUTS,2010,CZ07,2,0.0
2002,NUTS,2010,CZ07,2,0.0
2003,NUTS,2010,CZ07,2,2.0
2004,NUTS,2010,CZ07,2,0.0
2005,NUTS,2010,CZ07,2,1.0
2006,NUTS,2010,CZ07,2,1.0
2007,NUTS,2010,CZ07,2,4.0
2008,NUTS,2010,CZ07,2,4.0
2009,NUTS,2010,CZ07,2,0.0
2010,NUTS,2010,CZ07,2,3.0
2011,NUTS,2010,CZ07,2,4.0
2012,NUTS,2010,CZ07,2,4.0
2013,NUTS,2010,CZ07,2,3.0
2014,NUTS,2010,CZ07,2,3.0
2015,NUTS,2010,CZ07,2,2.0
2016,NUTS,2010,CZ07,2,2.0
2017,NUTS,2010,CZ07,2,2.0
2018,NUTS,2010,CZ07,2,0.0
2019,NUTS,2010,CZ07,2,5.0
2020,NUTS,2010,CZ07,2,2.0
2001,NUTS,2010,CZ08,2,2.0
2002,NUTS,2010,CZ08,2,6.0
2003,NUTS,2010,CZ08,2,6.0
2004,NUTS,2010,CZ08,2,0.0
2005,NUTS,2010,CZ08,2,0.0
2006,NUTS,2010,CZ08,2,0.0
2007,NUTS,2010,CZ08,2,0.0
2008,NUTS,2010,CZ08,2,0.0
2009,NUTS,2010,CZ08,2,0.0
2010,NUTS,2010,CZ08,2,0.0
2011,NUTS,2010,CZ08,2,0.0
2012,NUTS,2010,CZ08,2,0.0
2013,NUTS,2010,CZ08,2,0.0
2014,NUTS,2010,CZ08,2,5.0
2015,NUTS,2010,CZ08,2,4.0
2016,NUTS,2010,CZ08,2,8.0
2017,NUTS,2010,CZ08,2,4.0
2018,NUTS,2010,CZ08,2,5.0
2019,NUTS,2010,CZ08,2,19.0
2020,NUTS,2010,CZ08,2,7.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1999,NUTS,2010,DK,0,130.0
2000,NUTS,2010,DK,0,98.0
2001,NUTS,2010,DK,0,85.0
2002,NUTS,2010,DK,0,82.0
2003,NUTS,2010,DK,0,72.0
2004,NUTS,2010,DK,0,87.0
