year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_f_hc_rse
2010,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES7,1,0.0
2003,NUTS,2010,ES7,1,0.0
2004,NUTS,2010,ES7,1,1.0
2005,NUTS,2010,ES7,1,1.0
2006,NUTS,2010,ES7,1,1.0
2007,NUTS,2010,ES7,1,1.0
2008,NUTS,2010,ES7,1,1.0
2009,NUTS,2010,ES7,1,1.0
2010,NUTS,2010,ES7,1,1.0
2011,NUTS,2010,ES7,1,2.0
2012,NUTS,2010,ES7,1,3.0
2013,NUTS,2010,ES7,1,3.0
2014,NUTS,2010,ES7,1,4.0
2015,NUTS,2010,ES7,1,4.0
2016,NUTS,2010,ES7,1,4.0
2017,NUTS,2010,ES7,1,4.0
2018,NUTS,2010,ES7,1,2.0
2002,NUTS,2010,ES70,2,0.0
2003,NUTS,2010,ES70,2,0.0
2004,NUTS,2010,ES70,2,1.0
2005,NUTS,2010,ES70,2,1.0
2006,NUTS,2010,ES70,2,1.0
2007,NUTS,2010,ES70,2,1.0
2008,NUTS,2010,ES70,2,1.0
2009,NUTS,2010,ES70,2,1.0
2010,NUTS,2010,ES70,2,1.0
2011,NUTS,2010,ES70,2,2.0
2012,NUTS,2010,ES70,2,3.0
2013,NUTS,2010,ES70,2,3.0
2014,NUTS,2010,ES70,2,4.0
2015,NUTS,2010,ES70,2,4.0
2016,NUTS,2010,ES70,2,4.0
2017,NUTS,2010,ES70,2,4.0
2018,NUTS,2010,ES70,2,2.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,5041.0
2001,NUTS,2010,EU27_2020,7,5221.0
2002,NUTS,2010,EU27_2020,7,6355.0
2003,NUTS,2010,EU27_2020,7,6500.0
2004,NUTS,2010,EU27_2020,7,6838.0
2005,NUTS,2010,EU27_2020,7,7580.0
2006,NUTS,2010,EU27_2020,7,8592.0
2007,NUTS,2010,EU27_2020,7,8469.0
2008,NUTS,2010,EU27_2020,7,8787.0
2009,NUTS,2010,EU27_2020,7,8789.0
2010,NUTS,2010,EU27_2020,7,8976.0
2011,NUTS,2010,EU27_2020,7,9582.0
2012,NUTS,2010,EU27_2020,7,9649.0
2013,NUTS,2010,EU27_2020,7,7008.0
2014,NUTS,2010,EU27_2020,7,7542.0
2015,NUTS,2010,EU27_2020,7,7766.0
2016,NUTS,2010,EU27_2020,7,8770.0
2017,NUTS,2010,EU27_2020,7,8754.0
2019,NUTS,2010,EU27_2020,7,10383.0
2004,NUTS,2010,FI,0,279.0
2005,NUTS,2010,FI,0,275.0
2006,NUTS,2010,FI,0,290.0
2007,NUTS,2010,FI,0,284.0
2008,NUTS,2010,FI,0,298.0
2009,NUTS,2010,FI,0,323.0
2010,NUTS,2010,FI,0,360.0
2011,NUTS,2010,FI,0,381.0
2012,NUTS,2010,FI,0,368.0
2013,NUTS,2010,FI,0,365.0
2014,NUTS,2010,FI,0,403.0
2015,NUTS,2010,FI,0,403.0
2016,NUTS,2010,FI,0,399.0
2017,NUTS,2010,FI,0,395.0
2018,NUTS,2010,FI,0,436.0
2019,NUTS,2010,FI,0,423.0
2000,NUTS,2010,FR,0,1806.0
2001,NUTS,2010,FR,0,1787.0
2002,NUTS,2010,FR,0,1924.0
2003,NUTS,2010,FR,0,1615.0
2004,NUTS,2010,FR,0,1723.0
2005,NUTS,2010,FR,0,1785.0
2006,NUTS,2010,FR,0,1865.0
2007,NUTS,2010,FR,0,1716.0
2008,NUTS,2010,FR,0,1788.0
2009,NUTS,2010,FR,0,1692.0
2010,NUTS,2010,FR,0,1187.0
2011,NUTS,2010,FR,0,1528.0
2012,NUTS,2010,FR,0,1671.0
2013,NUTS,2010,FR,0,1762.0
2014,NUTS,2010,FR,0,1911.0
2016,NUTS,2010,FR,0,2408.0
2017,NUTS,2010,FR,0,2416.0
2005,NUTS,2010,HR,0,3.0
2006,NUTS,2010,HR,0,1.0
2007,NUTS,2010,HR,0,0.0
2008,NUTS,2010,HR,0,2.0
2009,NUTS,2010,HR,0,3.0
2010,NUTS,2010,HR,0,3.0
2011,NUTS,2010,HR,0,5.0
2005,NUTS,2010,HR0,1,3.0
2006,NUTS,2010,HR0,1,1.0
2007,NUTS,2010,HR0,1,0.0
2008,NUTS,2010,HR0,1,2.0
2009,NUTS,2010,HR0,1,3.0
2010,NUTS,2010,HR0,1,3.0
2011,NUTS,2010,HR0,1,5.0
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,2.0
2009,NUTS,2010,HR03,2,3.0
2010,NUTS,2010,HR03,2,3.0
2011,NUTS,2010,HR03,2,5.0
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HR04,2,0.0
2014,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2001,NUTS,2010,IS,0,166.0
2003,NUTS,2010,IS,0,67.0
2005,NUTS,2010,IS,0,48.0
2006,NUTS,2010,IS,0,54.0
2007,NUTS,2010,IS,0,50.0
2008,NUTS,2010,IS,0,52.0
2009,NUTS,2010,IS,0,46.0
2011,NUTS,2010,IS,0,36.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
2002,NUTS,2010,IT,0,1330.0
2003,NUTS,2010,IT,0,1519.0
2004,NUTS,2010,IT,0,1757.0
2005,NUTS,2010,IT,0,2407.0
2006,NUTS,2010,IT,0,2897.0
2007,NUTS,2010,IT,0,2778.0
2008,NUTS,2010,IT,0,2834.0
2009,NUTS,2010,IT,0,2782.0
2010,NUTS,2010,IT,0,2848.0
2011,NUTS,2010,IT,0,2713.0
2012,NUTS,2010,IT,0,2786.0
2013,NUTS,2010,IT,0,3039.0
2014,NUTS,2010,IT,0,3201.0
2015,NUTS,2010,IT,0,3455.0
2016,NUTS,2010,IT,0,3467.0
2017,NUTS,2010,IT,0,3181.0
2018,NUTS,2010,IT,0,3229.0
2019,NUTS,2010,IT,0,3886.0
2003,NUTS,2010,ITC,1,957.0
2004,NUTS,2010,ITC,1,965.0
2005,NUTS,2010,ITC,1,994.0
2007,NUTS,2010,ITC,1,1282.0
2008,NUTS,2010,ITC,1,1299.0
2009,NUTS,2010,ITC,1,1374.0
2010,NUTS,2010,ITC,1,1491.0
2011,NUTS,2010,ITC,1,1426.0
2012,NUTS,2010,ITC,1,1483.0
2013,NUTS,2010,ITC,1,1667.0
2014,NUTS,2010,ITC,1,1505.0
2015,NUTS,2010,ITC,1,1621.0
2016,NUTS,2010,ITC,1,1727.0
2017,NUTS,2010,ITC,1,1306.0
2018,NUTS,2010,ITC,1,1397.0
2019,NUTS,2010,ITC,1,1528.0
2003,NUTS,2010,ITC1,2,124.0
2004,NUTS,2010,ITC1,2,204.0
2005,NUTS,2010,ITC1,2,242.0
2007,NUTS,2010,ITC1,2,158.0
2008,NUTS,2010,ITC1,2,153.0
2009,NUTS,2010,ITC1,2,195.0
2010,NUTS,2010,ITC1,2,259.0
2011,NUTS,2010,ITC1,2,246.0
2012,NUTS,2010,ITC1,2,341.0
2013,NUTS,2010,ITC1,2,397.0
2014,NUTS,2010,ITC1,2,354.0
2015,NUTS,2010,ITC1,2,362.0
2016,NUTS,2010,ITC1,2,336.0
2017,NUTS,2010,ITC1,2,305.0
2018,NUTS,2010,ITC1,2,325.0
2019,NUTS,2010,ITC1,2,356.0
2003,NUTS,2010,ITC2,2,4.0
2004,NUTS,2010,ITC2,2,15.0
2005,NUTS,2010,ITC2,2,9.0
2007,NUTS,2010,ITC2,2,14.0
2008,NUTS,2010,ITC2,2,7.0
2009,NUTS,2010,ITC2,2,9.0
2010,NUTS,2010,ITC2,2,12.0
2011,NUTS,2010,ITC2,2,8.0
2012,NUTS,2010,ITC2,2,11.0
2013,NUTS,2010,ITC2,2,16.0
2014,NUTS,2010,ITC2,2,9.0
2015,NUTS,2010,ITC2,2,11.0
2016,NUTS,2010,ITC2,2,8.0
2017,NUTS,2010,ITC2,2,8.0
2018,NUTS,2010,ITC2,2,12.0
2019,NUTS,2010,ITC2,2,16.0
2003,NUTS,2010,ITC3,2,28.0
2004,NUTS,2010,ITC3,2,30.0
2005,NUTS,2010,ITC3,2,34.0
2007,NUTS,2010,ITC3,2,69.0
2008,NUTS,2010,ITC3,2,78.0
2009,NUTS,2010,ITC3,2,46.0
2010,NUTS,2010,ITC3,2,49.0
2011,NUTS,2010,ITC3,2,68.0
2012,NUTS,2010,ITC3,2,87.0
2013,NUTS,2010,ITC3,2,86.0
2014,NUTS,2010,ITC3,2,66.0
2015,NUTS,2010,ITC3,2,88.0
2016,NUTS,2010,ITC3,2,71.0
2017,NUTS,2010,ITC3,2,61.0
2018,NUTS,2010,ITC3,2,66.0
2019,NUTS,2010,ITC3,2,155.0
2003,NUTS,2010,ITC4,2,801.0
2004,NUTS,2010,ITC4,2,716.0
2005,NUTS,2010,ITC4,2,709.0
2007,NUTS,2010,ITC4,2,1041.0
2008,NUTS,2010,ITC4,2,1061.0
2009,NUTS,2010,ITC4,2,1124.0
2010,NUTS,2010,ITC4,2,1171.0
2011,NUTS,2010,ITC4,2,1104.0
2012,NUTS,2010,ITC4,2,1044.0
2013,NUTS,2010,ITC4,2,1168.0
2014,NUTS,2010,ITC4,2,1076.0
2015,NUTS,2010,ITC4,2,1160.0
2016,NUTS,2010,ITC4,2,1312.0
2017,NUTS,2010,ITC4,2,932.0
2018,NUTS,2010,ITC4,2,994.0
2019,NUTS,2010,ITC4,2,1001.0
2003,NUTS,2010,ITF,1,106.0
2004,NUTS,2010,ITF,1,137.0
2005,NUTS,2010,ITF,1,204.0
2007,NUTS,2010,ITF,1,206.0
2008,NUTS,2010,ITF,1,239.0
2009,NUTS,2010,ITF,1,216.0
2010,NUTS,2010,ITF,1,149.0
2011,NUTS,2010,ITF,1,204.0
2012,NUTS,2010,ITF,1,164.0
2013,NUTS,2010,ITF,1,173.0
2014,NUTS,2010,ITF,1,244.0
2017,NUTS,2010,ITF,1,204.0
2018,NUTS,2010,ITF,1,226.0
2019,NUTS,2010,ITF,1,222.0
2003,NUTS,2010,ITF1,2,4.0
2004,NUTS,2010,ITF1,2,5.0
2005,NUTS,2010,ITF1,2,6.0
2007,NUTS,2010,ITF1,2,8.0
2008,NUTS,2010,ITF1,2,8.0
2009,NUTS,2010,ITF1,2,0.0
2010,NUTS,2010,ITF1,2,1.0
2011,NUTS,2010,ITF1,2,5.0
2012,NUTS,2010,ITF1,2,6.0
2013,NUTS,2010,ITF1,2,13.0
2014,NUTS,2010,ITF1,2,5.0
2015,NUTS,2010,ITF1,2,6.0
2016,NUTS,2010,ITF1,2,14.0
2017,NUTS,2010,ITF1,2,18.0
2018,NUTS,2010,ITF1,2,14.0
2019,NUTS,2010,ITF1,2,20.0
2003,NUTS,2010,ITF2,2,18.0
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,16.0
2007,NUTS,2010,ITF2,2,3.0
2008,NUTS,2010,ITF2,2,0.0
2009,NUTS,2010,ITF2,2,2.0
2017,NUTS,2010,ITF2,2,2.0
2018,NUTS,2010,ITF2,2,4.0
2019,NUTS,2010,ITF2,2,1.0
2003,NUTS,2010,ITF3,2,48.0
2004,NUTS,2010,ITF3,2,71.0
2005,NUTS,2010,ITF3,2,80.0
2007,NUTS,2010,ITF3,2,91.0
2008,NUTS,2010,ITF3,2,117.0
2009,NUTS,2010,ITF3,2,103.0
2010,NUTS,2010,ITF3,2,89.0
2011,NUTS,2010,ITF3,2,89.0
2012,NUTS,2010,ITF3,2,81.0
2013,NUTS,2010,ITF3,2,95.0
2014,NUTS,2010,ITF3,2,142.0
2015,NUTS,2010,ITF3,2,156.0
2016,NUTS,2010,ITF3,2,118.0
2017,NUTS,2010,ITF3,2,102.0
2018,NUTS,2010,ITF3,2,98.0
2019,NUTS,2010,ITF3,2,92.0
2003,NUTS,2010,ITF4,2,32.0
2004,NUTS,2010,ITF4,2,51.0
2005,NUTS,2010,ITF4,2,98.0
2007,NUTS,2010,ITF4,2,103.0
2008,NUTS,2010,ITF4,2,113.0
2009,NUTS,2010,ITF4,2,109.0
2010,NUTS,2010,ITF4,2,58.0
2011,NUTS,2010,ITF4,2,97.0
2012,NUTS,2010,ITF4,2,70.0
2013,NUTS,2010,ITF4,2,60.0
2014,NUTS,2010,ITF4,2,95.0
2015,NUTS,2010,ITF4,2,87.0
2016,NUTS,2010,ITF4,2,100.0
2017,NUTS,2010,ITF4,2,79.0
2018,NUTS,2010,ITF4,2,105.0
2019,NUTS,2010,ITF4,2,105.0
2003,NUTS,2010,ITF5,2,3.0
2004,NUTS,2010,ITF5,2,6.0
2005,NUTS,2010,ITF5,2,2.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,2.0
2012,NUTS,2010,ITF5,2,4.0
2013,NUTS,2010,ITF5,2,4.0
2015,NUTS,2010,ITF5,2,2.0
2017,NUTS,2010,ITF5,2,3.0
2018,NUTS,2010,ITF5,2,2.0
2019,NUTS,2010,ITF5,2,3.0
2003,NUTS,2010,ITF6,2,1.0
2004,NUTS,2010,ITF6,2,4.0
2005,NUTS,2010,ITF6,2,2.0
2007,NUTS,2010,ITF6,2,1.0
2008,NUTS,2010,ITF6,2,1.0
2009,NUTS,2010,ITF6,2,0.0
2010,NUTS,2010,ITF6,2,1.0
2011,NUTS,2010,ITF6,2,11.0
2015,NUTS,2010,ITF6,2,7.0
2016,NUTS,2010,ITF6,2,12.0
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,3.0
2019,NUTS,2010,ITF6,2,1.0
2003,NUTS,2010,ITG,1,19.0
2004,NUTS,2010,ITG,1,40.0
2005,NUTS,2010,ITG,1,65.0
2007,NUTS,2010,ITG,1,75.0
2008,NUTS,2010,ITG,1,93.0
2009,NUTS,2010,ITG,1,105.0
2010,NUTS,2010,ITG,1,146.0
2011,NUTS,2010,ITG,1,108.0
2012,NUTS,2010,ITG,1,113.0
2013,NUTS,2010,ITG,1,97.0
2014,NUTS,2010,ITG,1,101.0
2015,NUTS,2010,ITG,1,109.0
2016,NUTS,2010,ITG,1,116.0
2017,NUTS,2010,ITG,1,114.0
2018,NUTS,2010,ITG,1,93.0
2019,NUTS,2010,ITG,1,99.0
2003,NUTS,2010,ITG1,2,14.0
2004,NUTS,2010,ITG1,2,36.0
2005,NUTS,2010,ITG1,2,61.0
2007,NUTS,2010,ITG1,2,75.0
2008,NUTS,2010,ITG1,2,93.0
2009,NUTS,2010,ITG1,2,98.0
2010,NUTS,2010,ITG1,2,142.0
2011,NUTS,2010,ITG1,2,101.0
2012,NUTS,2010,ITG1,2,109.0
2013,NUTS,2010,ITG1,2,92.0
2014,NUTS,2010,ITG1,2,95.0
2015,NUTS,2010,ITG1,2,100.0
2016,NUTS,2010,ITG1,2,103.0
2017,NUTS,2010,ITG1,2,104.0
2018,NUTS,2010,ITG1,2,84.0
2019,NUTS,2010,ITG1,2,88.0
2003,NUTS,2010,ITG2,2,5.0
2004,NUTS,2010,ITG2,2,4.0
2005,NUTS,2010,ITG2,2,4.0
2007,NUTS,2010,ITG2,2,0.0
2008,NUTS,2010,ITG2,2,0.0
2009,NUTS,2010,ITG2,2,7.0
2010,NUTS,2010,ITG2,2,4.0
2011,NUTS,2010,ITG2,2,7.0
2012,NUTS,2010,ITG2,2,4.0
2013,NUTS,2010,ITG2,2,5.0
2014,NUTS,2010,ITG2,2,6.0
2015,NUTS,2010,ITG2,2,9.0
2016,NUTS,2010,ITG2,2,13.0
2017,NUTS,2010,ITG2,2,10.0
2018,NUTS,2010,ITG2,2,9.0
2019,NUTS,2010,ITG2,2,11.0
2003,NUTS,2010,ITH,1,224.0
2004,NUTS,2010,ITH,1,361.0
2005,NUTS,2010,ITH,1,371.0
2007,NUTS,2010,ITH,1,499.0
2008,NUTS,2010,ITH,1,440.0
2009,NUTS,2010,ITH,1,460.0
2010,NUTS,2010,ITH,1,291.0
2011,NUTS,2010,ITH,1,202.0
2012,NUTS,2010,ITH,1,236.0
2013,NUTS,2010,ITH,1,273.0
2014,NUTS,2010,ITH,1,456.0
2015,NUTS,2010,ITH,1,500.0
2016,NUTS,2010,ITH,1,475.0
2017,NUTS,2010,ITH,1,490.0
2018,NUTS,2010,ITH,1,489.0
2019,NUTS,2010,ITH,1,616.0
2003,NUTS,2010,ITH1,2,42.0
2004,NUTS,2010,ITH1,2,65.0
2005,NUTS,2010,ITH1,2,55.0
2007,NUTS,2010,ITH1,2,112.0
2008,NUTS,2010,ITH1,2,57.0
2009,NUTS,2010,ITH1,2,77.0
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,1.0
2012,NUTS,2010,ITH1,2,2.0
2013,NUTS,2010,ITH1,2,1.0
2014,NUTS,2010,ITH1,2,172.0
2015,NUTS,2010,ITH1,2,171.0
2016,NUTS,2010,ITH1,2,145.0
2017,NUTS,2010,ITH1,2,190.0
2018,NUTS,2010,ITH1,2,159.0
2019,NUTS,2010,ITH1,2,181.0
2003,NUTS,2010,ITH2,2,18.0
2004,NUTS,2010,ITH2,2,8.0
2005,NUTS,2010,ITH2,2,32.0
2007,NUTS,2010,ITH2,2,45.0
2008,NUTS,2010,ITH2,2,63.0
2009,NUTS,2010,ITH2,2,93.0
2010,NUTS,2010,ITH2,2,68.0
2011,NUTS,2010,ITH2,2,45.0
2012,NUTS,2010,ITH2,2,44.0
2013,NUTS,2010,ITH2,2,41.0
2014,NUTS,2010,ITH2,2,43.0
2015,NUTS,2010,ITH2,2,37.0
2016,NUTS,2010,ITH2,2,37.0
2017,NUTS,2010,ITH2,2,33.0
2018,NUTS,2010,ITH2,2,29.0
2019,NUTS,2010,ITH2,2,27.0
2003,NUTS,2010,ITH3,2,114.0
2004,NUTS,2010,ITH3,2,181.0
2005,NUTS,2010,ITH3,2,183.0
2007,NUTS,2010,ITH3,2,215.0
2008,NUTS,2010,ITH3,2,167.0
2009,NUTS,2010,ITH3,2,195.0
2010,NUTS,2010,ITH3,2,155.0
2011,NUTS,2010,ITH3,2,100.0
2012,NUTS,2010,ITH3,2,103.0
2013,NUTS,2010,ITH3,2,123.0
2014,NUTS,2010,ITH3,2,126.0
2015,NUTS,2010,ITH3,2,157.0
2016,NUTS,2010,ITH3,2,155.0
2017,NUTS,2010,ITH3,2,132.0
2018,NUTS,2010,ITH3,2,151.0
2019,NUTS,2010,ITH3,2,285.0
2003,NUTS,2010,ITH4,2,12.0
2004,NUTS,2010,ITH4,2,19.0
2005,NUTS,2010,ITH4,2,22.0
2007,NUTS,2010,ITH4,2,33.0
2008,NUTS,2010,ITH4,2,44.0
2009,NUTS,2010,ITH4,2,36.0
2010,NUTS,2010,ITH4,2,47.0
2011,NUTS,2010,ITH4,2,32.0
2012,NUTS,2010,ITH4,2,47.0
2013,NUTS,2010,ITH4,2,49.0
2014,NUTS,2010,ITH4,2,54.0
2015,NUTS,2010,ITH4,2,63.0
2016,NUTS,2010,ITH4,2,47.0
2017,NUTS,2010,ITH4,2,51.0
2018,NUTS,2010,ITH4,2,56.0
2019,NUTS,2010,ITH4,2,49.0
2003,NUTS,2010,ITH5,2,38.0
2004,NUTS,2010,ITH5,2,88.0
2005,NUTS,2010,ITH5,2,79.0
2007,NUTS,2010,ITH5,2,94.0
2008,NUTS,2010,ITH5,2,109.0
2009,NUTS,2010,ITH5,2,59.0
2010,NUTS,2010,ITH5,2,21.0
2011,NUTS,2010,ITH5,2,24.0
2012,NUTS,2010,ITH5,2,40.0
2013,NUTS,2010,ITH5,2,59.0
2014,NUTS,2010,ITH5,2,61.0
2015,NUTS,2010,ITH5,2,72.0
2016,NUTS,2010,ITH5,2,91.0
2017,NUTS,2010,ITH5,2,84.0
2018,NUTS,2010,ITH5,2,94.0
2019,NUTS,2010,ITH5,2,74.0
2003,NUTS,2010,ITI,1,213.0
2004,NUTS,2010,ITI,1,254.0
2005,NUTS,2010,ITI,1,773.0
2007,NUTS,2010,ITI,1,716.0
2008,NUTS,2010,ITI,1,763.0
2009,NUTS,2010,ITI,1,627.0
2010,NUTS,2010,ITI,1,771.0
2011,NUTS,2010,ITI,1,773.0
2012,NUTS,2010,ITI,1,790.0
2013,NUTS,2010,ITI,1,829.0
2014,NUTS,2010,ITI,1,895.0
2017,NUTS,2010,ITI,1,1067.0
2018,NUTS,2010,ITI,1,1024.0
2019,NUTS,2010,ITI,1,1421.0
2003,NUTS,2010,ITI1,2,27.0
2004,NUTS,2010,ITI1,2,28.0
2005,NUTS,2010,ITI1,2,116.0
2007,NUTS,2010,ITI1,2,108.0
2008,NUTS,2010,ITI1,2,113.0
2009,NUTS,2010,ITI1,2,129.0
2010,NUTS,2010,ITI1,2,122.0
2011,NUTS,2010,ITI1,2,122.0
2012,NUTS,2010,ITI1,2,147.0
2013,NUTS,2010,ITI1,2,152.0
2014,NUTS,2010,ITI1,2,168.0
2015,NUTS,2010,ITI1,2,225.0
2016,NUTS,2010,ITI1,2,230.0
2017,NUTS,2010,ITI1,2,196.0
2018,NUTS,2010,ITI1,2,203.0
2019,NUTS,2010,ITI1,2,222.0
2003,NUTS,2010,ITI2,2,4.0
2004,NUTS,2010,ITI2,2,0.0
2005,NUTS,2010,ITI2,2,25.0
2007,NUTS,2010,ITI2,2,4.0
2008,NUTS,2010,ITI2,2,4.0
2009,NUTS,2010,ITI2,2,4.0
2010,NUTS,2010,ITI2,2,4.0
2011,NUTS,2010,ITI2,2,3.0
2012,NUTS,2010,ITI2,2,2.0
2013,NUTS,2010,ITI2,2,2.0
2014,NUTS,2010,ITI2,2,2.0
2017,NUTS,2010,ITI2,2,3.0
2018,NUTS,2010,ITI2,2,5.0
2019,NUTS,2010,ITI2,2,5.0
2003,NUTS,2010,ITI3,2,9.0
2004,NUTS,2010,ITI3,2,8.0
2005,NUTS,2010,ITI3,2,7.0
2007,NUTS,2010,ITI3,2,0.0
2008,NUTS,2010,ITI3,2,1.0
2009,NUTS,2010,ITI3,2,1.0
2010,NUTS,2010,ITI3,2,3.0
2011,NUTS,2010,ITI3,2,2.0
2012,NUTS,2010,ITI3,2,2.0
2013,NUTS,2010,ITI3,2,2.0
2014,NUTS,2010,ITI3,2,5.0
2015,NUTS,2010,ITI3,2,2.0
2016,NUTS,2010,ITI3,2,4.0
2017,NUTS,2010,ITI3,2,16.0
